pendaftaran_pelatihan_id,assignment_id,status_submission_id,dokumen_id,submission_link,submitted_at,reviewed_at
PDF015165,ASN000328,DITERIMA,DOK005665,,2024-04-14 22:38:48,2024-04-17 10:38:48
PDF015166,ASN000351,BELUM_SUBMIT,,,,
PDF015167,ASN000383,DITERIMA,DOK005667,https://drive.google.com/file/d/synthetic-00015167,2024-09-14 08:07:34,2024-09-16 14:07:34
PDF015168,ASN000408,REVISI,DOK005668,,2026-05-10 16:59:55,2026-05-11 07:59:55
PDF015169,ASN000433,DITERIMA,DOK005669,,2026-05-18 21:46:11,2026-05-19 03:46:11
PDF015170,ASN000459,REVISI,DOK005670,,2025-10-10 06:26:20,2025-10-14 13:26:20
PDF015171,ASN000489,SUBMITTED,DOK005671,,2025-01-29 03:41:36,
PDF015172,ASN000511,SUBMITTED,DOK005672,,2025-09-14 03:17:11,
PDF015173,ASN000533,SUBMITTED,DOK005673,,2025-08-29 13:34:20,
PDF015174,ASN000559,DITERIMA,DOK005674,https://drive.google.com/file/d/synthetic-00015174,2024-07-30 08:09:53,2024-07-31 11:09:53
PDF015175,ASN000583,BELUM_SUBMIT,,,,
PDF015176,ASN000611,REVISI,DOK005676,https://www.canva.com/design/synthetic-00015176,2024-04-28 00:19:39,2024-05-01 14:19:39
PDF015177,ASN000638,REVIEW,DOK005677,,2025-02-26 13:11:11,
PDF015178,ASN000663,BELUM_SUBMIT,,,,
PDF015179,ASN000690,REVISI,DOK005679,,2025-11-04 08:35:42,2025-11-05 00:35:42
PDF015180,ASN000710,DITERIMA,DOK005680,,2024-04-26 23:57:10,2024-04-27 17:57:10
PDF015181,ASN000736,DITOLAK,DOK005681,https://drive.google.com/file/d/synthetic-00015181,2025-01-15 13:09:22,2025-01-16 15:09:22
PDF015182,ASN000760,REVIEW,DOK005682,https://www.canva.com/design/synthetic-00015182,2024-10-29 14:59:10,
PDF015183,ASN000789,BELUM_SUBMIT,,,,
PDF015184,ASN000816,REVIEW,DOK005684,,2025-02-24 16:51:26,
PDF015185,ASN000012,DITERIMA,DOK005685,,2025-04-25 00:13:51,2025-04-25 13:13:51
PDF015186,ASN000038,REVIEW,DOK005686,,2026-05-09 08:18:53,
PDF015187,ASN000066,SUBMITTED,DOK005687,https://marketplace.example.com/store/umkm-188,2026-04-29 10:04:18,
PDF015188,ASN000090,DITERIMA,DOK005688,,2025-07-09 03:40:24,2025-07-11 21:40:24
PDF015189,ASN000117,SUBMITTED,DOK005689,https://marketplace.example.com/store/umkm-190,2024-01-11 22:50:44,
PDF015190,ASN000142,BELUM_SUBMIT,,,,
PDF015191,ASN000166,DITOLAK,DOK005691,,2025-09-24 16:27:36,2025-09-29 12:27:36
PDF015192,ASN000186,BELUM_SUBMIT,,,,
PDF015193,ASN000212,DITERIMA,DOK005693,,2024-02-22 15:31:02,2024-02-23 16:31:02
PDF015194,ASN000239,DITERIMA,DOK005694,,2026-02-19 11:54:37,2026-02-23 19:54:37
PDF015195,ASN000264,DITERIMA,DOK005695,https://www.canva.com/design/synthetic-00015195,2024-07-01 04:12:57,2024-07-02 21:12:57
PDF015196,ASN000290,DITERIMA,DOK005696,https://marketplace.example.com/store/umkm-197,2024-04-25 10:14:03,2024-04-27 12:14:03
PDF015197,ASN000319,REVIEW,DOK005697,,2025-11-01 11:54:42,
PDF015198,ASN000344,REVIEW,DOK005698,,2024-06-30 05:21:45,
PDF015199,ASN000374,DITERIMA,DOK005699,,2024-09-16 10:29:24,2024-09-18 00:29:24
PDF015200,ASN000404,DITERIMA,DOK005700,,2024-01-12 09:09:28,2024-01-14 03:09:28
PDF015201,ASN000425,REVISI,DOK005701,,2024-02-13 08:57:40,2024-02-17 13:57:40
PDF015202,ASN000452,DITOLAK,DOK005702,,2026-03-01 21:22:43,2026-03-03 15:22:43
PDF015203,ASN000479,SUBMITTED,DOK005703,https://www.canva.com/design/synthetic-00015203,2025-03-11 15:08:43,
PDF015204,ASN000504,BELUM_SUBMIT,,,,
PDF015205,ASN000526,DITERIMA,DOK005705,,2025-07-09 13:19:06,2025-07-10 18:19:06
PDF015206,ASN000550,REVISI,DOK005706,,2025-05-23 15:23:33,2025-05-25 23:23:33
PDF015207,ASN000577,REVISI,DOK005707,,2025-07-16 21:30:17,2025-07-20 12:30:17
PDF015208,ASN000599,DITERIMA,DOK005708,https://drive.google.com/file/d/synthetic-00015208,2025-05-30 07:08:10,2025-06-01 04:08:10
PDF015209,ASN000630,DITERIMA,DOK005709,,2025-02-04 11:38:18,2025-02-04 21:38:18
PDF015210,ASN000658,SUBMITTED,DOK005710,,2025-07-15 11:36:50,
PDF015211,ASN000681,REVISI,DOK005711,,2024-09-23 21:59:16,2024-09-27 01:59:16
PDF015212,ASN000705,BELUM_SUBMIT,,,,
PDF015213,ASN000725,SUBMITTED,DOK005713,,2026-05-19 17:59:52,
PDF015214,ASN000751,SUBMITTED,DOK005714,,2024-04-10 20:19:20,
PDF015215,ASN000780,DITERIMA,DOK005715,https://marketplace.example.com/store/umkm-216,2024-05-22 12:44:19,2024-05-25 08:44:19
PDF015216,ASN000806,DITOLAK,DOK005716,,2025-09-24 04:39:45,2025-09-24 10:39:45
PDF015217,ASN000004,SUBMITTED,DOK005717,https://www.canva.com/design/synthetic-00015217,2025-01-10 04:31:55,
PDF015218,ASN000032,REVISI,DOK005718,,2026-01-25 21:49:59,2026-01-30 02:49:59
PDF015219,ASN000058,REVISI,DOK005719,https://drive.google.com/file/d/synthetic-00015219,2025-05-15 18:02:26,2025-05-18 19:02:26
PDF015220,ASN000082,SUBMITTED,DOK005720,,2024-10-12 00:36:05,
PDF015221,ASN000110,REVISI,DOK005721,,2025-11-27 03:42:47,2025-11-30 14:42:47
PDF015222,ASN000133,DITOLAK,DOK005722,https://www.canva.com/design/synthetic-00015222,2024-06-27 12:59:29,2024-06-28 20:59:29
PDF015223,ASN000159,REVISI,DOK005723,,2025-08-04 10:42:38,2025-08-07 01:42:38
PDF015224,ASN000180,DITOLAK,DOK005724,https://www.canva.com/design/synthetic-00015224,2024-08-20 23:58:24,2024-08-25 07:58:24
PDF015225,ASN000205,REVISI,DOK005725,https://marketplace.example.com/store/umkm-226,2024-03-03 14:31:34,2024-03-05 02:31:34
PDF015226,ASN000229,DITERIMA,DOK005726,,2024-09-13 15:10:25,2024-09-16 19:10:25
PDF015227,ASN000256,DITERIMA,DOK005727,,2024-09-13 17:55:06,2024-09-14 08:55:06
PDF015228,ASN000279,DITERIMA,DOK005728,,2025-07-25 14:50:29,2025-07-28 19:50:29
PDF015229,ASN000308,REVIEW,DOK005729,,2025-03-26 05:15:32,
PDF015230,ASN000336,BELUM_SUBMIT,,,,
PDF015231,ASN000363,DITOLAK,DOK005731,,2024-05-15 21:37:54,2024-05-20 06:37:54
PDF015232,ASN000394,SUBMITTED,DOK005732,,2026-04-11 05:50:30,
PDF015233,ASN000418,SUBMITTED,DOK005733,,2026-01-05 23:58:04,
PDF015234,ASN000442,REVISI,DOK005734,,2024-05-11 02:16:52,2024-05-12 12:16:52
PDF015235,ASN000467,DITOLAK,DOK005735,,2026-03-05 12:44:58,2026-03-07 04:44:58
PDF015236,ASN000496,DITERIMA,DOK005736,,2025-06-15 03:29:56,2025-06-17 04:29:56
PDF015237,ASN000521,DITERIMA,DOK005737,,2026-01-17 17:17:10,2026-01-18 13:17:10
PDF015238,ASN000542,DITERIMA,DOK005738,https://marketplace.example.com/store/umkm-239,2026-05-22 01:57:58,2026-05-25 10:57:58
PDF015239,ASN000568,DITERIMA,DOK005739,,2025-03-12 18:59:01,2025-03-17 11:59:01
PDF015240,ASN000591,REVIEW,DOK005740,,2024-02-09 06:16:27,
PDF015241,ASN000621,DITERIMA,DOK005741,,2024-06-18 04:34:43,2024-06-20 01:34:43
PDF015242,ASN000649,REVIEW,DOK005742,,2024-11-06 10:16:59,
PDF015243,ASN000674,REVISI,DOK005743,,2024-06-29 17:46:07,2024-07-01 11:46:07
PDF015244,ASN000699,REVISI,DOK005744,https://marketplace.example.com/store/umkm-245,2026-02-21 05:28:23,2026-02-26 05:28:23
PDF015245,ASN000718,REVIEW,DOK005745,https://www.canva.com/design/synthetic-00015245,2025-08-05 04:01:25,
PDF015246,ASN000745,SUBMITTED,DOK005746,,2026-05-17 13:08:22,
PDF015247,ASN000772,DITERIMA,DOK005747,,2025-05-11 10:00:06,2025-05-14 08:00:06
PDF015248,ASN000799,REVIEW,DOK005748,,2024-10-07 01:21:21,
PDF015249,ASN000825,REVIEW,DOK005749,https://marketplace.example.com/store/umkm-250,2024-08-08 06:33:54,
PDF015250,ASN000021,DITOLAK,DOK005750,https://drive.google.com/file/d/synthetic-00015250,2025-05-03 19:03:05,2025-05-07 13:03:05
PDF015251,ASN000051,SUBMITTED,DOK005751,,2024-05-07 22:28:42,
PDF015252,ASN000074,SUBMITTED,DOK005752,,2026-02-03 14:18:39,
PDF015253,ASN000100,REVISI,DOK005753,https://marketplace.example.com/store/umkm-254,2025-03-25 20:10:28,2025-03-27 12:10:28
PDF015254,ASN000127,REVISI,DOK005754,,2024-07-14 05:38:57,2024-07-18 03:38:57
PDF015255,ASN000153,DITERIMA,DOK005755,,2025-12-01 06:31:34,2025-12-04 07:31:34
PDF015256,ASN000175,SUBMITTED,DOK005756,,2025-10-08 20:59:05,
PDF015257,ASN000199,REVISI,DOK005757,https://marketplace.example.com/store/umkm-258,2024-09-08 01:39:11,2024-09-12 01:39:11
PDF015258,ASN000220,REVIEW,DOK005758,,2025-08-08 22:46:39,
PDF015259,ASN000251,DITERIMA,DOK005759,https://marketplace.example.com/store/umkm-260,2026-03-27 18:31:36,2026-03-28 07:31:36
PDF015260,ASN000272,REVISI,DOK005760,,2025-12-12 22:09:01,2025-12-13 11:09:01
PDF015261,ASN000302,DITERIMA,DOK005761,,2024-02-17 04:56:04,2024-02-19 04:56:04
PDF015262,ASN000329,REVIEW,DOK005762,,2025-02-02 18:30:07,
PDF015263,ASN000354,SUBMITTED,DOK005763,https://www.canva.com/design/synthetic-00015263,2025-12-08 09:02:15,
PDF015264,ASN000384,BELUM_SUBMIT,,,,
PDF015265,ASN000410,DITOLAK,DOK005765,,2026-05-20 03:50:20,2026-05-21 16:50:20
PDF015266,ASN000437,SUBMITTED,DOK005766,https://marketplace.example.com/store/umkm-267,2025-12-06 00:00:36,
PDF015267,ASN000460,REVIEW,DOK005767,,2024-05-19 04:21:59,
PDF015268,ASN000491,REVIEW,DOK005768,,2026-04-28 09:32:43,
PDF015269,ASN000515,DITERIMA,DOK005769,,2024-03-21 10:02:35,2024-03-24 02:02:35
PDF015270,ASN000534,DITERIMA,DOK005770,,2025-08-07 06:49:57,2025-08-11 13:49:57
PDF015271,ASN000561,SUBMITTED,DOK005771,https://www.canva.com/design/synthetic-00015271,2025-04-18 12:03:25,
PDF015272,ASN000584,BELUM_SUBMIT,,,,
PDF015273,ASN000613,DITERIMA,DOK005773,,2026-02-02 08:05:20,2026-02-04 11:05:20
PDF015274,ASN000642,SUBMITTED,DOK005774,https://marketplace.example.com/store/umkm-275,2024-11-03 18:40:02,
PDF015275,ASN000665,DITERIMA,DOK005775,https://marketplace.example.com/store/umkm-276,2025-11-16 03:13:03,2025-11-19 05:13:03
PDF015276,ASN000691,SUBMITTED,DOK005776,,2025-02-28 18:21:38,
PDF015277,ASN000712,DITERIMA,DOK005777,,2025-09-01 05:13:48,2025-09-04 12:13:48
PDF015278,ASN000737,DITOLAK,DOK005778,,2026-05-05 19:01:40,2026-05-08 23:01:40
PDF015279,ASN000761,SUBMITTED,DOK005779,https://www.canva.com/design/synthetic-00015279,2024-11-08 19:09:28,
PDF015280,ASN000790,REVIEW,DOK005780,https://www.canva.com/design/synthetic-00015280,2026-05-01 01:00:48,
PDF015281,ASN000818,DITERIMA,DOK005781,,2024-08-10 03:59:33,2024-08-12 21:59:33
PDF015282,ASN000013,REVISI,DOK005782,https://www.canva.com/design/synthetic-00015282,2024-09-01 10:18:22,2024-09-02 16:18:22
PDF015283,ASN000041,SUBMITTED,DOK005783,https://www.canva.com/design/synthetic-00015283,2024-08-25 00:55:14,
PDF015284,ASN000067,BELUM_SUBMIT,,,,
PDF015285,ASN000091,REVIEW,DOK005785,,2026-02-27 16:31:16,
PDF015286,ASN000120,DITERIMA,DOK005786,,2024-02-26 01:23:42,2024-02-27 01:23:42
PDF015287,ASN000145,SUBMITTED,DOK005787,,2025-08-18 04:26:28,
PDF015288,ASN000167,SUBMITTED,DOK005788,,2025-09-07 21:29:51,
PDF015289,ASN000190,REVIEW,DOK005789,,2025-10-03 04:22:51,
PDF015290,ASN000214,REVISI,DOK005790,,2024-12-27 13:22:39,2024-12-31 18:22:39
PDF015291,ASN000242,DITERIMA,DOK005791,,2024-06-14 12:22:56,2024-06-16 03:22:56
PDF015292,ASN000265,REVIEW,DOK005792,,2025-04-14 09:25:29,
PDF015293,ASN000294,SUBMITTED,DOK005793,,2025-07-05 11:23:17,
PDF015294,ASN000320,REVISI,DOK005794,,2024-11-05 14:13:48,2024-11-07 08:13:48
PDF015295,ASN000346,DITERIMA,DOK005795,,2024-11-02 12:44:51,2024-11-03 08:44:51
PDF015296,ASN000375,REVISI,DOK005796,https://drive.google.com/file/d/synthetic-00015296,2025-11-22 05:21:25,2025-11-26 16:21:25
PDF015297,ASN000405,DITERIMA,DOK005797,,2024-04-24 17:55:44,2024-04-27 00:55:44
PDF015298,ASN000426,REVIEW,DOK005798,,2024-02-18 09:58:06,
PDF015299,ASN000454,DITOLAK,DOK005799,,2025-05-29 12:43:23,2025-06-02 00:43:23
PDF015300,ASN000480,DITOLAK,DOK005800,,2026-05-24 14:11:24,2026-05-25 05:11:24
PDF015301,ASN000507,SUBMITTED,DOK005801,https://marketplace.example.com/store/umkm-302,2025-02-02 09:11:34,
PDF015302,ASN000527,DITERIMA,DOK005802,,2024-01-19 01:59:10,2024-01-19 21:59:10
PDF015303,ASN000551,DITERIMA,DOK005803,https://marketplace.example.com/store/umkm-304,2025-10-15 14:51:56,2025-10-16 18:51:56
PDF015304,ASN000578,DITERIMA,DOK005804,https://marketplace.example.com/store/umkm-305,2025-06-21 09:50:52,2025-06-23 20:50:52
PDF015305,ASN000603,BELUM_SUBMIT,,,,
PDF015306,ASN000631,REVISI,DOK005806,,2025-08-15 18:15:02,2025-08-17 13:15:02
PDF015307,ASN000659,SUBMITTED,DOK005807,,2025-01-21 16:11:31,
PDF015308,ASN000682,DITERIMA,DOK005808,https://www.canva.com/design/synthetic-00015308,2024-10-30 14:52:11,2024-11-03 18:52:11
PDF015309,ASN000707,REVIEW,DOK005809,,2025-10-10 02:43:18,
PDF015310,ASN000728,BELUM_SUBMIT,,,,
PDF015311,ASN000754,BELUM_SUBMIT,,,,
PDF015312,ASN000781,REVIEW,DOK005812,,2025-04-08 19:34:13,
PDF015313,ASN000809,DITERIMA,DOK005813,,2024-05-16 09:38:03,2024-05-19 18:38:03
PDF015314,ASN000008,REVISI,DOK005814,,2025-04-28 15:19:32,2025-04-29 21:19:32
PDF015315,ASN000034,SUBMITTED,DOK005815,,2025-04-14 09:24:30,
PDF015316,ASN000061,DITERIMA,DOK005816,,2024-12-24 23:57:29,2024-12-29 08:57:29
PDF015317,ASN000085,BELUM_SUBMIT,,,,
PDF015318,ASN000111,REVISI,DOK005818,,2025-06-11 15:22:56,2025-06-14 16:22:56
PDF015319,ASN000136,BELUM_SUBMIT,,,,
PDF015320,ASN000162,DITERIMA,DOK005820,https://www.canva.com/design/synthetic-00015320,2024-08-18 01:53:10,2024-08-22 20:53:10
PDF015321,ASN000181,REVIEW,DOK005821,,2025-08-02 19:44:43,
PDF015322,ASN000206,DITERIMA,DOK005822,,2024-03-26 00:30:19,2024-03-30 06:30:19
PDF015323,ASN000232,DITERIMA,DOK005823,,2024-02-14 08:06:09,2024-02-18 08:06:09
PDF015324,ASN000257,DITERIMA,DOK005824,,2024-08-16 12:29:04,2024-08-18 23:29:04
PDF015325,ASN000283,DITERIMA,DOK005825,,2026-04-16 01:57:26,2026-04-19 21:57:26
PDF015326,ASN000311,DITERIMA,DOK005826,,2024-04-12 09:40:00,2024-04-15 11:40:00
PDF015327,ASN000337,SUBMITTED,DOK005827,,2024-07-09 17:11:06,
PDF015328,ASN000366,BELUM_SUBMIT,,,,
PDF015329,ASN000396,SUBMITTED,DOK005829,https://www.canva.com/design/synthetic-00015329,2024-02-01 16:28:19,
PDF015330,ASN000419,SUBMITTED,DOK005830,,2024-09-04 04:42:21,
PDF015331,ASN000445,SUBMITTED,DOK005831,,2024-03-07 05:29:21,
PDF015332,ASN000470,REVIEW,DOK005832,,2024-07-08 13:31:37,
PDF015333,ASN000498,SUBMITTED,DOK005833,,2024-08-10 23:38:56,
PDF015334,ASN000522,DITERIMA,DOK005834,https://marketplace.example.com/store/umkm-335,2024-07-17 22:04:42,2024-07-19 04:04:42
PDF015335,ASN000544,DITERIMA,DOK005835,https://www.canva.com/design/synthetic-00015335,2024-04-19 13:57:10,2024-04-23 06:57:10
PDF015336,ASN000569,DITERIMA,DOK005836,,2025-08-01 20:26:18,2025-08-04 22:26:18
PDF015337,ASN000594,REVISI,DOK005837,,2024-01-16 19:58:40,2024-01-17 08:58:40
PDF015338,ASN000625,REVIEW,DOK005838,,2026-02-17 06:29:47,
PDF015339,ASN000650,BELUM_SUBMIT,,,,
PDF015340,ASN000676,SUBMITTED,DOK005840,,2026-01-24 05:21:46,
PDF015341,ASN000700,SUBMITTED,DOK005841,,2025-05-24 05:28:58,
PDF015342,ASN000719,SUBMITTED,DOK005842,https://www.canva.com/design/synthetic-00015342,2026-05-28 01:51:57,
PDF015343,ASN000747,REVISI,DOK005843,,2024-09-07 06:54:15,2024-09-07 14:54:15
PDF015344,ASN000774,DITERIMA,DOK005844,,2026-03-27 20:41:41,2026-03-31 07:41:41
PDF015345,ASN000801,DITOLAK,DOK005845,,2024-05-20 18:28:13,2024-05-22 21:28:13
PDF015346,ASN000826,SUBMITTED,DOK005846,https://www.canva.com/design/synthetic-00015346,2024-05-16 23:17:07,
PDF015347,ASN000024,DITERIMA,DOK005847,https://www.canva.com/design/synthetic-00015347,2024-06-04 08:32:57,2024-06-08 22:32:57
PDF015348,ASN000052,REVISI,DOK005848,,2024-09-10 14:41:28,2024-09-11 17:41:28
PDF015349,ASN000078,DITERIMA,DOK005849,,2025-03-08 15:40:21,2025-03-09 10:40:21
PDF015350,ASN000101,REVISI,DOK005850,,2025-07-11 11:32:32,2025-07-16 10:32:32
PDF015351,ASN000128,REVISI,DOK005851,https://www.canva.com/design/synthetic-00015351,2026-03-05 05:57:01,2026-03-09 16:57:01
PDF015352,ASN000154,REVISI,DOK005852,https://marketplace.example.com/store/umkm-353,2025-06-05 20:29:09,2025-06-07 16:29:09
PDF015353,ASN000177,BELUM_SUBMIT,,,,
PDF015354,ASN000200,REVISI,DOK005854,,2024-06-04 04:04:25,2024-06-05 06:04:25
PDF015355,ASN000223,SUBMITTED,DOK005855,,2024-09-11 18:06:31,
PDF015356,ASN000252,SUBMITTED,DOK005856,,2025-10-26 00:37:19,
PDF015357,ASN000273,BELUM_SUBMIT,,,,
PDF015358,ASN000303,DITERIMA,DOK005858,https://www.canva.com/design/synthetic-00015358,2024-12-27 06:27:49,2024-12-31 11:27:49
PDF015359,ASN000330,DITERIMA,DOK005859,,2025-03-09 01:52:14,2025-03-14 00:52:14
PDF015360,ASN000355,REVIEW,DOK005860,,2024-10-22 21:53:07,
PDF015361,ASN000388,DITERIMA,DOK005861,,2026-03-18 05:30:22,2026-03-21 14:30:22
PDF015362,ASN000411,REVISI,DOK005862,https://www.canva.com/design/synthetic-00015362,2025-12-06 18:14:03,2025-12-10 15:14:03
PDF015363,ASN000438,BELUM_SUBMIT,,,,
PDF015364,ASN000463,DITERIMA,DOK005864,,2024-01-31 13:53:51,2024-02-03 11:53:51
PDF015365,ASN000493,REVIEW,DOK005865,,2026-05-18 04:09:32,
PDF015366,ASN000516,SUBMITTED,DOK005866,,2025-07-04 16:10:07,
PDF015367,ASN000536,BELUM_SUBMIT,,,,
PDF015368,ASN000562,SUBMITTED,DOK005868,,2025-03-27 16:56:50,
PDF015369,ASN000586,SUBMITTED,DOK005869,,2025-08-01 10:50:26,
PDF015370,ASN000615,REVIEW,DOK005870,https://drive.google.com/file/d/synthetic-00015370,2025-06-24 11:23:39,
PDF015371,ASN000644,DITERIMA,DOK005871,https://drive.google.com/file/d/synthetic-00015371,2024-12-26 07:50:19,2024-12-28 16:50:19
PDF015372,ASN000666,BELUM_SUBMIT,,,,
PDF015373,ASN000695,DITERIMA,DOK005873,https://drive.google.com/file/d/synthetic-00015373,2025-01-30 01:55:12,2025-01-31 03:55:12
PDF015374,ASN000713,SUBMITTED,DOK005874,,2026-05-09 23:48:12,
PDF015375,ASN000738,REVIEW,DOK005875,,2024-02-04 03:07:11,
PDF015376,ASN000764,SUBMITTED,DOK005876,https://www.canva.com/design/synthetic-00015376,2024-08-27 02:24:00,
PDF015377,ASN000793,DITOLAK,DOK005877,https://drive.google.com/file/d/synthetic-00015377,2025-04-14 19:57:40,2025-04-17 12:57:40
PDF015378,ASN000819,REVISI,DOK005878,,2025-07-03 10:04:41,2025-07-06 12:04:41
PDF015379,ASN000015,DITERIMA,DOK005879,,2025-08-06 07:11:03,2025-08-07 05:11:03
PDF015380,ASN000043,REVIEW,DOK005880,,2025-02-04 21:02:20,
PDF015381,ASN000069,REVISI,DOK005881,https://drive.google.com/file/d/synthetic-00015381,2024-02-25 09:55:55,2024-02-26 03:55:55
PDF015382,ASN000093,DITERIMA,DOK005882,,2024-08-09 05:57:38,2024-08-13 12:57:38
PDF015383,ASN000123,DITERIMA,DOK005883,https://www.canva.com/design/synthetic-00015383,2025-06-19 02:10:25,2025-06-20 18:10:25
PDF015384,ASN000146,BELUM_SUBMIT,,,,
PDF015385,ASN000169,SUBMITTED,DOK005885,,2025-01-01 08:45:35,
PDF015386,ASN000194,SUBMITTED,DOK005886,https://www.canva.com/design/synthetic-00015386,2024-07-28 00:39:00,
PDF015387,ASN000215,SUBMITTED,DOK005887,,2025-08-23 05:36:21,
PDF015388,ASN000244,DITOLAK,DOK005888,,2026-02-18 19:48:23,2026-02-20 00:48:23
PDF015389,ASN000268,DITERIMA,DOK005889,https://www.canva.com/design/synthetic-00015389,2026-05-29 08:54:52,2026-05-29 20:54:52
PDF015390,ASN000295,DITERIMA,DOK005890,,2024-10-22 14:52:12,2024-10-24 16:52:12
PDF015391,ASN000322,DITERIMA,DOK005891,,2024-11-17 02:56:33,2024-11-21 06:56:33
PDF015392,ASN000348,REVISI,DOK005892,https://marketplace.example.com/store/umkm-393,2024-09-07 03:41:13,2024-09-12 01:41:13
PDF015393,ASN000377,SUBMITTED,DOK005893,,2024-05-16 23:21:10,
PDF015394,ASN000406,REVIEW,DOK005894,,2025-09-27 11:07:22,
PDF015395,ASN000429,REVISI,DOK005895,,2026-02-16 08:37:14,2026-02-16 16:37:14
PDF015396,ASN000455,REVISI,DOK005896,https://marketplace.example.com/store/umkm-397,2025-01-17 22:41:50,2025-01-20 20:41:50
PDF015397,ASN000483,DITOLAK,DOK005897,,2025-11-09 01:00:53,2025-11-11 09:00:53
PDF015398,ASN000508,REVIEW,DOK005898,,2026-04-19 09:19:44,
PDF015399,ASN000529,DITERIMA,DOK005899,,2026-05-03 08:40:34,2026-05-08 06:40:34
PDF015400,ASN000555,BELUM_SUBMIT,,,,
PDF015401,ASN000581,REVIEW,DOK005901,,2026-05-12 18:34:13,
PDF015402,ASN000604,SUBMITTED,DOK005902,,2025-05-26 20:48:20,
PDF015403,ASN000635,DITERIMA,DOK005903,,2024-01-17 09:18:16,2024-01-18 11:18:16
PDF015404,ASN000660,BELUM_SUBMIT,,,,
PDF015405,ASN000685,REVIEW,DOK005905,,2025-07-14 13:45:16,
PDF015406,ASN000708,SUBMITTED,DOK005906,https://www.canva.com/design/synthetic-00015406,2024-07-30 02:49:51,
PDF015407,ASN000731,BELUM_SUBMIT,,,,
PDF015408,ASN000755,REVISI,DOK005908,,2025-10-22 02:09:53,2025-10-27 00:09:53
PDF015409,ASN000785,REVISI,DOK005909,https://marketplace.example.com/store/umkm-410,2025-06-12 05:49:42,2025-06-14 10:49:42
PDF015410,ASN000813,SUBMITTED,DOK005910,https://drive.google.com/file/d/synthetic-00015410,2025-06-21 21:07:55,
PDF015411,ASN000009,DITERIMA,DOK005911,,2025-02-03 09:35:16,2025-02-06 16:35:16
PDF015412,ASN000035,BELUM_SUBMIT,,,,
PDF015413,ASN000063,SUBMITTED,DOK005913,,2024-08-20 20:22:32,
PDF015414,ASN000086,DITERIMA,DOK005914,https://marketplace.example.com/store/umkm-415,2025-04-15 10:35:01,2025-04-15 20:35:01
PDF015415,ASN000113,BELUM_SUBMIT,,,,
PDF015416,ASN000138,BELUM_SUBMIT,,,,
PDF015417,ASN000163,DITERIMA,DOK005917,https://drive.google.com/file/d/synthetic-00015417,2025-03-01 23:10:54,2025-03-05 03:10:54
PDF015418,ASN000184,SUBMITTED,DOK005918,https://www.canva.com/design/synthetic-00015418,2026-03-14 20:48:10,
PDF015419,ASN000208,REVIEW,DOK005919,,2024-06-02 21:27:44,
PDF015420,ASN000233,SUBMITTED,DOK005920,https://www.canva.com/design/synthetic-00015420,2025-08-24 17:45:39,
PDF015421,ASN000261,DITERIMA,DOK005921,https://drive.google.com/file/d/synthetic-00015421,2024-12-07 14:57:26,2024-12-09 09:57:26
PDF015422,ASN000287,DITERIMA,DOK005922,,2024-09-22 01:54:54,2024-09-26 03:54:54
PDF015423,ASN000312,SUBMITTED,DOK005923,,2025-01-17 06:13:14,
PDF015424,ASN000340,REVIEW,DOK005924,https://www.canva.com/design/synthetic-00015424,2024-03-10 07:38:49,
PDF015425,ASN000369,BELUM_SUBMIT,,,,
PDF015426,ASN000397,BELUM_SUBMIT,,,,
PDF015427,ASN000422,DITERIMA,DOK005927,https://www.canva.com/design/synthetic-00015427,2024-04-28 09:36:16,2024-04-30 14:36:16
PDF015428,ASN000447,REVIEW,DOK005928,https://www.canva.com/design/synthetic-00015428,2026-01-27 09:04:29,
PDF015429,ASN000471,SUBMITTED,DOK005929,,2024-12-31 01:51:59,
PDF015430,ASN000500,SUBMITTED,DOK005930,,2024-05-25 09:01:54,
PDF015431,ASN000523,REVISI,DOK005931,,2025-04-25 14:21:50,2025-04-30 01:21:50
PDF015432,ASN000545,BELUM_SUBMIT,,,,
PDF015433,ASN000572,REVISI,DOK005933,,2025-01-31 11:11:14,2025-02-03 06:11:14
PDF015434,ASN000595,SUBMITTED,DOK005934,,2024-09-27 10:39:54,
PDF015435,ASN000626,SUBMITTED,DOK005935,,2025-10-23 01:00:04,
PDF015436,ASN000654,REVISI,DOK005936,https://drive.google.com/file/d/synthetic-00015436,2025-12-28 02:47:25,2025-12-29 02:47:25
PDF015437,ASN000678,BELUM_SUBMIT,,,,
PDF015438,ASN000701,SUBMITTED,DOK005938,,2026-03-18 15:34:02,
PDF015439,ASN000721,SUBMITTED,DOK005939,,2025-01-09 17:50:22,
PDF015440,ASN000749,BELUM_SUBMIT,,,,
PDF015441,ASN000775,DITERIMA,DOK005941,,2024-07-17 12:48:04,2024-07-18 00:48:04
PDF015442,ASN000802,BELUM_SUBMIT,,,,
PDF015443,ASN000828,DITERIMA,DOK005943,,2025-04-01 03:38:38,2025-04-02 20:38:38
PDF015444,ASN000025,SUBMITTED,DOK005944,,2026-05-31 12:46:12,
PDF015445,ASN000054,DITERIMA,DOK005945,,2026-01-16 08:39:10,2026-01-18 17:39:10
PDF015446,ASN000079,DITERIMA,DOK005946,,2025-01-02 01:34:03,2025-01-06 04:34:03
PDF015447,ASN000103,SUBMITTED,DOK005947,https://drive.google.com/file/d/synthetic-00015447,2026-02-08 16:33:13,
