stok_mutasi_id,produk_id,umkm_id,tipe_mutasi,jumlah_perubahan,stok_sebelum,stok_sesudah,referensi_tipe,referensi_id,catatan,created_by_akun_id,created_at
STK019556,PRD011928,UMK002981,SALE,-1,228,227,PENJUALAN,PJL019556,Pengurangan stok karena penjualan Brownies Kukus.,AKUN003231,2025-03-16 05:10:30
STK019557,PRD006545,UMK001650,ADJUSTMENT,-3,59,56,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Jasa Cleaning.,AKUN001900,2025-02-05 19:34:24
STK019558,PRD009544,UMK002386,SALE,-4,96,92,PENJUALAN,PJL019558,Pengurangan stok karena penjualan Seragam Komunitas.,AKUN002636,2026-04-27 13:36:21
STK019559,PRD002751,UMK000714,RESTOCK,97,99,196,PEMBELIAN_STOK,RST-00019559,Restock produk Miniatur Wayang dari produksi/pembelian baru.,AKUN000964,2024-03-07 21:15:54
STK019560,PRD001592,UMK000417,RESTOCK,152,33,185,PEMBELIAN_STOK,RST-00019560,Restock produk Balm Aromaterapi dari produksi/pembelian baru.,AKUN000667,2024-07-23 12:48:53
STK019561,PRD005709,UMK001444,SALE,-1,24,23,PENJUALAN,PJL019561,Pengurangan stok karena penjualan Dekorasi Rumah.,AKUN001694,2024-03-07 15:55:42
STK019562,PRD012912,UMK003229,ADJUSTMENT,-29,169,140,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Blouse Batik.,AKUN003479,2024-06-03 15:46:46
STK019563,PRD011208,UMK002804,SALE,-1,428,427,PENJUALAN,PJL019563,Pengurangan stok karena penjualan Paket Sembako.,AKUN003054,2025-10-06 23:38:24
STK019564,PRD005094,UMK001296,RESTOCK,143,183,326,PEMBELIAN_STOK,RST-00019564,Restock produk Lumpia Frozen dari produksi/pembelian baru.,AKUN001546,2026-05-09 16:39:18
STK019565,PRD008168,UMK002047,RESTOCK,62,5,67,PEMBELIAN_STOK,RST-00019565,Restock produk Kursus Privat dari produksi/pembelian baru.,AKUN002297,2025-12-25 12:49:32
STK019566,PRD017298,UMK004337,RESTOCK,156,85,241,PEMBELIAN_STOK,RST-00019566,Restock produk Frame Foto Kayu dari produksi/pembelian baru.,AKUN004587,2024-05-31 21:01:54
STK019567,PRD002473,UMK000644,ADJUSTMENT,-12,39,27,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Video Promosi.,AKUN000894,2024-10-27 19:39:29
STK019568,PRD018271,UMK004583,SALE,-10,36,26,PENJUALAN,PJL019568,Pengurangan stok karena penjualan Katalog Interaktif.,AKUN004833,2025-01-24 18:56:11
STK019569,PRD007766,UMK001947,SALE,-7,190,183,PENJUALAN,PJL019569,Pengurangan stok karena penjualan Frozen Food.,AKUN002197,2025-07-21 13:03:11
STK019570,PRD001470,UMK000385,RESTOCK,59,136,195,PEMBELIAN_STOK,RST-00019570,Restock produk Sabun Herbal dari produksi/pembelian baru.,AKUN000635,2024-06-22 07:28:05
STK019571,PRD011217,UMK002806,ADJUSTMENT,11,29,40,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Produk Rajut.,AKUN003056,2025-12-02 19:08:13
STK019572,PRD019722,UMK004946,SALE,-1,339,338,PENJUALAN,PJL019572,Pengurangan stok karena penjualan Aneka ATK.,AKUN005196,2025-02-16 14:49:11
STK019573,PRD009493,UMK002375,RESTOCK,102,60,162,PEMBELIAN_STOK,RST-00019573,Restock produk Jasa Optimasi Google Business dari produksi/pembelian baru.,AKUN002625,2025-08-05 08:32:01
STK019574,PRD001438,UMK000378,SALE,-2,44,42,PENJUALAN,PJL019574,Pengurangan stok karena penjualan Servis Elektronik.,AKUN000628,2024-04-14 23:55:30
STK019575,PRD002979,UMK000770,SALE,-21,60,39,PENJUALAN,PJL019575,Pengurangan stok karena penjualan Kain Tenun.,AKUN001020,2025-10-12 01:18:16
STK019576,PRD004585,UMK001169,SALE,-2,87,85,PENJUALAN,PJL019576,Pengurangan stok karena penjualan Dompet Kulit.,AKUN001419,2024-12-06 04:54:02
STK019577,PRD006602,UMK001665,SALE,-3,107,104,PENJUALAN,PJL019577,Pengurangan stok karena penjualan Dress Casual.,AKUN001915,2025-11-24 19:54:25
STK019578,PRD018748,UMK004705,SALE,-4,135,131,PENJUALAN,PJL019578,Pengurangan stok karena penjualan Peralatan Dapur.,AKUN004955,2026-02-27 01:21:15
STK019579,PRD001291,UMK000344,RESTOCK,113,118,231,PEMBELIAN_STOK,RST-00019579,Restock produk Miniatur Wayang dari produksi/pembelian baru.,AKUN000594,2026-04-07 00:09:24
STK019580,PRD015106,UMK003782,ADJUSTMENT,31,114,145,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pempek Frozen.,AKUN004032,2026-04-14 06:35:09
STK019581,PRD004737,UMK001207,SALE,-1,107,106,PENJUALAN,PJL019581,Pengurangan stok karena penjualan Hampers UMKM.,AKUN001457,2025-06-06 06:44:24
STK019582,PRD013836,UMK003462,SALE,-1,72,71,PENJUALAN,PJL019582,Pengurangan stok karena penjualan Jasa Desain Logo.,AKUN003712,2025-09-21 20:26:22
STK019583,PRD018764,UMK004708,RESTOCK,95,163,258,PEMBELIAN_STOK,RST-00019583,Restock produk Peyek Kacang dari produksi/pembelian baru.,AKUN004958,2025-05-31 03:34:07
STK019584,PRD019710,UMK004943,SALE,-4,57,53,PENJUALAN,PJL019584,Pengurangan stok karena penjualan Keripik Pisang.,AKUN005193,2024-03-01 00:39:13
STK019585,PRD005550,UMK001406,SALE,-10,59,49,PENJUALAN,PJL019585,Pengurangan stok karena penjualan Jasa Kelola Instagram.,AKUN001656,2025-11-03 08:42:52
STK019586,PRD006735,UMK001698,RESTOCK,111,1,112,PEMBELIAN_STOK,RST-00019586,Restock produk Jasa Optimasi Google Business dari produksi/pembelian baru.,AKUN001948,2024-05-19 02:07:56
STK019587,PRD012006,UMK003000,SALE,-2,62,60,PENJUALAN,PJL019587,Pengurangan stok karena penjualan Macrame Wall Hanging.,AKUN003250,2024-07-25 10:26:27
STK019588,PRD008666,UMK002167,SALE,-1,71,70,PENJUALAN,PJL019588,Pengurangan stok karena penjualan Sandal Kulit.,AKUN002417,2025-12-30 17:20:27
STK019589,PRD013958,UMK003493,RESTOCK,41,123,164,PEMBELIAN_STOK,RST-00019589,Restock produk Perlengkapan Rumah dari produksi/pembelian baru.,AKUN003743,2024-07-30 22:29:49
STK019590,PRD011354,UMK002840,SALE,-4,101,97,PENJUALAN,PJL019590,Pengurangan stok karena penjualan Kaos Sablon.,AKUN003090,2026-04-18 10:12:17
STK019591,PRD017017,UMK004265,SALE,-3,55,52,PENJUALAN,PJL019591,Pengurangan stok karena penjualan Abon Sapi.,AKUN004515,2024-11-12 16:52:23
STK019592,PRD007506,UMK001886,SALE,-3,85,82,PENJUALAN,PJL019592,Pengurangan stok karena penjualan Sirup Jahe.,AKUN002136,2024-03-30 04:25:52
STK019593,PRD013077,UMK003275,RESTOCK,153,88,241,PEMBELIAN_STOK,RST-00019593,Restock produk Dress Casual dari produksi/pembelian baru.,AKUN003525,2024-10-14 20:20:34
STK019594,PRD001758,UMK000458,SALE,-1,110,109,PENJUALAN,PJL019594,Pengurangan stok karena penjualan Susu Kambing Bubuk.,AKUN000708,2026-03-28 06:02:14
STK019595,PRD004585,UMK001169,RESTOCK,30,136,166,PEMBELIAN_STOK,RST-00019595,Restock produk Dompet Kulit dari produksi/pembelian baru.,AKUN001419,2024-12-19 12:25:27
STK019596,PRD011340,UMK002836,RESTOCK,39,221,260,PEMBELIAN_STOK,RST-00019596,Restock produk Bakpia Mini dari produksi/pembelian baru.,AKUN003086,2024-12-25 22:48:08
STK019597,PRD005247,UMK001334,SALE,-2,2,0,PENJUALAN,PJL019597,Pengurangan stok karena penjualan Jasa Admin Marketplace.,AKUN001584,2024-02-08 21:46:50
STK019598,PRD009850,UMK002461,SALE,-2,184,182,PENJUALAN,PJL019598,Pengurangan stok karena penjualan Peralatan Dapur.,AKUN002711,2025-07-31 08:24:12
STK019599,PRD014386,UMK003607,RESTOCK,136,72,208,PEMBELIAN_STOK,RST-00019599,Restock produk Mukena Travel dari produksi/pembelian baru.,AKUN003857,2025-04-02 15:35:10
STK019600,PRD015829,UMK003968,RESTOCK,99,84,183,PEMBELIAN_STOK,RST-00019600,Restock produk Serundeng Kelapa dari produksi/pembelian baru.,AKUN004218,2024-01-22 00:48:53
STK019601,PRD003151,UMK000814,RESTOCK,72,199,271,PEMBELIAN_STOK,RST-00019601,Restock produk Peralatan Dapur dari produksi/pembelian baru.,AKUN001064,2024-09-23 11:20:59
STK019602,PRD017734,UMK004444,SALE,-2,18,16,PENJUALAN,PJL019602,Pengurangan stok karena penjualan Paket Dokumentasi Produk.,AKUN004694,2025-12-30 18:12:05
STK019603,PRD007373,UMK001857,SALE,-3,222,219,PENJUALAN,PJL019603,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN002107,2025-10-28 06:10:06
STK019604,PRD010060,UMK002513,RESTOCK,167,206,373,PEMBELIAN_STOK,RST-00019604,Restock produk Sambal Cabai Kering dari produksi/pembelian baru.,AKUN002763,2025-10-30 10:23:54
STK019605,PRD005812,UMK001465,RESTOCK,50,121,171,PEMBELIAN_STOK,RST-00019605,Restock produk Lumpia Frozen dari produksi/pembelian baru.,AKUN001715,2026-04-13 23:24:50
STK019606,PRD000393,UMK000105,SALE,-1,72,71,PENJUALAN,PJL019606,Pengurangan stok karena penjualan Souvenir Pernikahan.,AKUN000355,2025-10-23 06:10:05
STK019607,PRD015854,UMK003976,SALE,-4,102,98,PENJUALAN,PJL019607,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN004226,2025-12-19 09:46:49
STK019608,PRD004745,UMK001209,RESTOCK,153,239,392,PEMBELIAN_STOK,RST-00019608,Restock produk Perlengkapan Warung dari produksi/pembelian baru.,AKUN001459,2026-02-27 21:40:42
STK019609,PRD015936,UMK003996,SALE,-2,282,280,PENJUALAN,PJL019609,Pengurangan stok karena penjualan Roti Pisang.,AKUN004246,2026-05-01 05:18:45
STK019610,PRD005922,UMK001490,RESTOCK,144,134,278,PEMBELIAN_STOK,RST-00019610,Restock produk Kacang Bawang dari produksi/pembelian baru.,AKUN001740,2025-05-18 12:56:02
STK019611,PRD012259,UMK003066,SALE,-3,83,80,PENJUALAN,PJL019611,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN003316,2024-11-30 16:50:00
STK019612,PRD015793,UMK003959,RESTOCK,95,106,201,PEMBELIAN_STOK,RST-00019612,Restock produk Kemeja Linen dari produksi/pembelian baru.,AKUN004209,2025-03-15 18:03:38
STK019613,PRD010960,UMK002740,SALE,-5,153,148,PENJUALAN,PJL019613,Pengurangan stok karena penjualan Scarf Motif.,AKUN002990,2025-01-15 16:20:38
STK019614,PRD002201,UMK000574,SALE,-2,27,25,PENJUALAN,PJL019614,Pengurangan stok karena penjualan Sandal Kulit.,AKUN000824,2025-03-31 09:49:01
STK019615,PRD017371,UMK004355,SALE,-3,32,29,PENJUALAN,PJL019615,Pengurangan stok karena penjualan Paket Catering Event.,AKUN004605,2025-06-08 11:32:20
STK019616,PRD019646,UMK004927,RESTOCK,101,145,246,PEMBELIAN_STOK,RST-00019616,Restock produk Keripik Pisang dari produksi/pembelian baru.,AKUN005177,2025-04-03 19:46:55
STK019617,PRD019268,UMK004830,RESTOCK,5,225,230,PEMBELIAN_STOK,RST-00019617,Restock produk Paket Hampers dari produksi/pembelian baru.,AKUN005080,2024-12-23 15:48:12
STK019618,PRD014089,UMK003527,ADJUSTMENT,-18,69,51,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Template Invoice Digital.,AKUN003777,2024-10-23 22:10:08
STK019619,PRD003403,UMK000877,SALE,-3,59,56,PENJUALAN,PJL019619,Pengurangan stok karena penjualan Bumbu Pecel.,AKUN001127,2025-07-06 12:47:58
STK019620,PRD013415,UMK003360,ADJUSTMENT,13,190,203,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Teh Herbal.,AKUN003610,2025-02-18 16:32:48
STK019621,PRD013074,UMK003273,SALE,-6,35,29,PENJUALAN,PJL019621,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN003523,2024-12-17 07:48:38
STK019622,PRD017666,UMK004429,SALE,-2,162,160,PENJUALAN,PJL019622,Pengurangan stok karena penjualan Bibit Cabai.,AKUN004679,2025-02-10 14:40:01
STK019623,PRD019195,UMK004812,SALE,-1,160,159,PENJUALAN,PJL019623,Pengurangan stok karena penjualan Pempek Frozen.,AKUN005062,2026-04-29 20:31:25
STK019624,PRD010589,UMK002647,RESTOCK,15,169,184,PEMBELIAN_STOK,RST-00019624,Restock produk Bumbu Pecel dari produksi/pembelian baru.,AKUN002897,2025-07-30 05:16:30
STK019625,PRD010283,UMK002568,RESTOCK,39,68,107,PEMBELIAN_STOK,RST-00019625,Restock produk Bumbu Pecel dari produksi/pembelian baru.,AKUN002818,2024-09-17 19:13:16
STK019626,PRD017572,UMK004405,CANCEL_SALE,4,31,35,PENJUALAN,PJL019626,Stok kembali karena pembatalan penjualan Gantungan Kunci.,AKUN004655,2025-12-22 22:00:31
STK019627,PRD002545,UMK000662,SALE,-1,112,111,PENJUALAN,PJL019627,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN000912,2024-11-24 15:00:00
STK019628,PRD017199,UMK004312,SALE,-1,118,117,PENJUALAN,PJL019628,Pengurangan stok karena penjualan Pupuk Organik.,AKUN004562,2026-03-13 04:05:06
STK019629,PRD009329,UMK002338,SALE,-6,68,62,PENJUALAN,PJL019629,Pengurangan stok karena penjualan Roti Pisang.,AKUN002588,2025-12-29 20:16:56
STK019630,PRD009285,UMK002326,SALE,-3,495,492,PENJUALAN,PJL019630,Pengurangan stok karena penjualan Produk Konsinyasi Lokal.,AKUN002576,2025-10-26 20:43:14
STK019631,PRD002597,UMK000675,SALE,-2,54,52,PENJUALAN,PJL019631,Pengurangan stok karena penjualan Produk Rajut.,AKUN000925,2026-05-18 23:53:21
STK019632,PRD008249,UMK002066,RESTOCK,51,148,199,PEMBELIAN_STOK,RST-00019632,Restock produk Aneka Donat dari produksi/pembelian baru.,AKUN002316,2024-12-08 21:42:56
STK019633,PRD003492,UMK000901,RESTOCK,131,118,249,PEMBELIAN_STOK,RST-00019633,Restock produk Pupuk Organik dari produksi/pembelian baru.,AKUN001151,2024-02-05 06:33:55
STK019634,PRD006091,UMK001534,ADJUSTMENT,2,117,119,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Rengginang Gurih.,AKUN001784,2025-01-27 00:42:25
STK019635,PRD008263,UMK002070,ADJUSTMENT,-21,110,89,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Produk Konsinyasi Lokal.,AKUN002320,2025-05-06 09:56:27
STK019636,PRD015332,UMK003846,SALE,-2,35,33,PENJUALAN,PJL019636,Pengurangan stok karena penjualan Batik Tulis.,AKUN004096,2025-07-06 00:48:05
STK019637,PRD005907,UMK001486,SALE,-2,35,33,PENJUALAN,PJL019637,Pengurangan stok karena penjualan Desain Feed.,AKUN001736,2026-05-25 23:43:30
STK019638,PRD006117,UMK001541,SALE,-2,35,33,PENJUALAN,PJL019638,Pengurangan stok karena penjualan Template Invoice Digital.,AKUN001791,2025-05-23 10:32:10
STK019639,PRD013740,UMK003440,SALE,-4,75,71,PENJUALAN,PJL019639,Pengurangan stok karena penjualan Lip Balm Natural.,AKUN003690,2024-11-11 00:28:25
STK019640,PRD007842,UMK001965,RESTOCK,46,433,479,PEMBELIAN_STOK,RST-00019640,Restock produk Paket Alat Kebersihan dari produksi/pembelian baru.,AKUN002215,2025-09-15 19:30:06
STK019641,PRD019092,UMK004790,SALE,-7,29,22,PENJUALAN,PJL019641,Pengurangan stok karena penjualan Seragam Komunitas.,AKUN005040,2025-02-19 12:19:48
STK019642,PRD016226,UMK004067,ADJUSTMENT,14,55,69,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Produk Rajut.,AKUN004317,2025-11-02 17:27:39
STK019643,PRD002487,UMK000648,SALE,-3,213,210,PENJUALAN,PJL019643,Pengurangan stok karena penjualan Snack Mix.,AKUN000898,2025-06-09 19:54:13
STK019644,PRD016023,UMK004016,SALE,-1,101,100,PENJUALAN,PJL019644,Pengurangan stok karena penjualan Minyak Rambut.,AKUN004266,2025-04-23 07:26:48
STK019645,PRD010110,UMK002526,ADJUSTMENT,-21,118,97,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Sabun Herbal.,AKUN002776,2024-01-31 21:24:56
STK019646,PRD004048,UMK001037,SALE,-1,169,168,PENJUALAN,PJL019646,Pengurangan stok karena penjualan Kemeja Linen.,AKUN001287,2025-12-19 18:43:26
STK019647,PRD000724,UMK000194,SALE,-2,54,52,PENJUALAN,PJL019647,Pengurangan stok karena penjualan Sirup Jahe.,AKUN000444,2025-01-19 10:33:11
STK019648,PRD017395,UMK004360,SALE,-4,217,213,PENJUALAN,PJL019648,Pengurangan stok karena penjualan Perlengkapan Warung.,AKUN004610,2024-10-29 04:00:45
STK019649,PRD017449,UMK004375,SALE,-1,235,234,PENJUALAN,PJL019649,Pengurangan stok karena penjualan Aksesori HP.,AKUN004625,2024-11-01 11:00:20
STK019650,PRD010467,UMK002616,RESTOCK,53,123,176,PEMBELIAN_STOK,RST-00019650,Restock produk Lip Balm Natural dari produksi/pembelian baru.,AKUN002866,2026-04-17 00:33:34
STK019651,PRD016950,UMK004249,SALE,-7,181,174,PENJUALAN,PJL019651,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN004499,2025-10-24 03:37:07
STK019652,PRD010970,UMK002742,SALE,-6,173,167,PENJUALAN,PJL019652,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN002992,2026-03-10 15:52:59
STK019653,PRD013661,UMK003419,ADJUSTMENT,-10,466,456,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pastel Frozen.,AKUN003669,2025-08-04 19:43:20
STK019654,PRD014929,UMK003740,RESTOCK,122,5,127,PEMBELIAN_STOK,RST-00019654,Restock produk Laundry Kiloan dari produksi/pembelian baru.,AKUN003990,2024-04-18 07:18:08
STK019655,PRD014404,UMK003612,SALE,-1,26,25,PENJUALAN,PJL019655,Pengurangan stok karena penjualan Jasa Kelola Instagram.,AKUN003862,2025-03-09 14:11:22
STK019656,PRD001413,UMK000371,SALE,-1,62,61,PENJUALAN,PJL019656,Pengurangan stok karena penjualan Paket Reels Produk.,AKUN000621,2025-06-19 01:04:49
STK019657,PRD010362,UMK002589,SALE,-3,125,122,PENJUALAN,PJL019657,Pengurangan stok karena penjualan Anyaman Bambu.,AKUN002839,2025-04-15 06:29:22
STK019658,PRD006885,UMK001736,SALE,-1,46,45,PENJUALAN,PJL019658,Pengurangan stok karena penjualan Jasa Kelola Instagram.,AKUN001986,2025-08-12 19:30:59
STK019659,PRD014162,UMK003547,RESTOCK,30,76,106,PEMBELIAN_STOK,RST-00019659,Restock produk Jasa Admin Marketplace dari produksi/pembelian baru.,AKUN003797,2024-12-14 18:52:33
STK019660,PRD019914,UMK004995,SALE,-5,73,68,PENJUALAN,PJL019660,Pengurangan stok karena penjualan Snack Mix.,AKUN005245,2025-08-06 03:44:35
STK019661,PRD016944,UMK004247,CANCEL_SALE,20,102,122,PENJUALAN,PJL019661,Stok kembali karena pembatalan penjualan Roti Pisang.,AKUN004497,2024-08-11 03:10:02
STK019662,PRD006470,UMK001630,SALE,-4,53,49,PENJUALAN,PJL019662,Pengurangan stok karena penjualan Gantungan Kunci.,AKUN001880,2024-03-12 07:50:34
STK019663,PRD011304,UMK002827,SALE,-2,33,31,PENJUALAN,PJL019663,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN003077,2024-12-04 21:11:49
STK019664,PRD001662,UMK000435,SALE,-7,532,525,PENJUALAN,PJL019664,Pengurangan stok karena penjualan Peyek Kacang.,AKUN000685,2024-08-07 14:23:16
STK019665,PRD015640,UMK003923,SALE,-2,67,65,PENJUALAN,PJL019665,Pengurangan stok karena penjualan Outer Tenun.,AKUN004173,2024-12-17 19:48:50
STK019666,PRD018763,UMK004708,SALE,-4,130,126,PENJUALAN,PJL019666,Pengurangan stok karena penjualan Dimsum Ayam.,AKUN004958,2024-08-31 09:02:42
STK019667,PRD017658,UMK004427,SALE,-4,228,224,PENJUALAN,PJL019667,Pengurangan stok karena penjualan Perlengkapan Warung.,AKUN004677,2025-08-19 19:03:50
STK019668,PRD002470,UMK000644,RESTOCK,99,16,115,PEMBELIAN_STOK,RST-00019668,Restock produk Desain Feed dari produksi/pembelian baru.,AKUN000894,2024-11-19 19:05:58
STK019669,PRD019228,UMK004818,RESTOCK,148,129,277,PEMBELIAN_STOK,RST-00019669,Restock produk Perlengkapan Rumah dari produksi/pembelian baru.,AKUN005068,2026-05-12 16:05:05
STK019670,PRD016410,UMK004112,ADJUSTMENT,14,87,101,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Desain Label Produk.,AKUN004362,2024-07-16 10:51:45
STK019671,PRD011303,UMK002827,RESTOCK,18,132,150,PEMBELIAN_STOK,RST-00019671,Restock produk Rengginang Gurih dari produksi/pembelian baru.,AKUN003077,2024-06-01 23:28:17
STK019672,PRD013503,UMK003382,ADJUSTMENT,24,93,117,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Tempat Tisu Kayu.,AKUN003632,2024-08-25 17:47:13
STK019673,PRD002415,UMK000628,SALE,-7,98,91,PENJUALAN,PJL019673,Pengurangan stok karena penjualan Roti Pisang.,AKUN000878,2025-03-18 02:41:42
STK019674,PRD005524,UMK001400,RESTOCK,69,76,145,PEMBELIAN_STOK,RST-00019674,Restock produk Abon Sapi dari produksi/pembelian baru.,AKUN001650,2025-03-01 12:25:36
STK019675,PRD019156,UMK004804,SALE,-4,81,77,PENJUALAN,PJL019675,Pengurangan stok karena penjualan Desain Feed.,AKUN005054,2025-12-14 17:17:06
STK019676,PRD017859,UMK004476,ADJUSTMENT,26,26,52,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aplikasi Kasir Sederhana.,AKUN004726,2024-04-29 04:17:56
STK019677,PRD010067,UMK002516,RESTOCK,179,51,230,PEMBELIAN_STOK,RST-00019677,Restock produk Jasa Reparasi Tas dari produksi/pembelian baru.,AKUN002766,2026-01-10 13:16:42
STK019678,PRD012056,UMK003013,SALE,-4,71,67,PENJUALAN,PJL019678,Pengurangan stok karena penjualan Roti Pisang.,AKUN003263,2024-08-06 07:21:35
STK019679,PRD013702,UMK003430,SALE,-3,117,114,PENJUALAN,PJL019679,Pengurangan stok karena penjualan Sambal Bawang.,AKUN003680,2024-08-30 15:31:54
STK019680,PRD016379,UMK004104,SALE,-4,164,160,PENJUALAN,PJL019680,Pengurangan stok karena penjualan Telur Asin.,AKUN004354,2024-02-19 14:54:03
STK019681,PRD018242,UMK004576,SALE,-2,14,12,PENJUALAN,PJL019681,Pengurangan stok karena penjualan Template Invoice Digital.,AKUN004826,2024-09-30 19:23:50
STK019682,PRD001948,UMK000509,SALE,-1,29,28,PENJUALAN,PJL019682,Pengurangan stok karena penjualan Paket Foto Produk.,AKUN000759,2025-08-22 23:08:10
STK019683,PRD001993,UMK000519,SALE,-6,204,198,PENJUALAN,PJL019683,Pengurangan stok karena penjualan Kopi Susu Botol.,AKUN000769,2025-07-23 09:46:52
STK019684,PRD010849,UMK002713,SALE,-6,158,152,PENJUALAN,PJL019684,Pengurangan stok karena penjualan Minyak Rambut.,AKUN002963,2024-05-25 05:29:01
STK019685,PRD015330,UMK003845,SALE,-3,177,174,PENJUALAN,PJL019685,Pengurangan stok karena penjualan Telur Asin.,AKUN004095,2025-08-25 15:46:45
STK019686,PRD017645,UMK004423,SALE,-1,73,72,PENJUALAN,PJL019686,Pengurangan stok karena penjualan Konsultasi UMKM.,AKUN004673,2025-07-11 02:58:42
STK019687,PRD014044,UMK003514,RESTOCK,85,131,216,PEMBELIAN_STOK,RST-00019687,Restock produk Mukena Travel dari produksi/pembelian baru.,AKUN003764,2025-10-09 02:29:12
STK019688,PRD005565,UMK001409,CANCEL_SALE,2,87,89,PENJUALAN,PJL019688,Stok kembali karena pembatalan penjualan Brownies Kukus.,AKUN001659,2025-11-10 04:41:24
STK019689,PRD012625,UMK003161,SALE,-4,84,80,PENJUALAN,PJL019689,Pengurangan stok karena penjualan Macrame Wall Hanging.,AKUN003411,2025-08-08 08:00:33
STK019690,PRD004287,UMK001094,SALE,-3,63,60,PENJUALAN,PJL019690,Pengurangan stok karena penjualan Konsultasi UMKM.,AKUN001344,2024-12-19 00:54:30
STK019691,PRD018974,UMK004759,SALE,-6,174,168,PENJUALAN,PJL019691,Pengurangan stok karena penjualan Brownies Kukus.,AKUN005009,2024-02-09 09:01:33
STK019692,PRD015366,UMK003854,SALE,-4,50,46,PENJUALAN,PJL019692,Pengurangan stok karena penjualan Jasa Reparasi Tas.,AKUN004104,2025-03-30 17:26:31
STK019693,PRD017598,UMK004412,SALE,-4,169,165,PENJUALAN,PJL019693,Pengurangan stok karena penjualan Batik Tulis.,AKUN004662,2024-08-29 18:59:36
STK019694,PRD014424,UMK003617,ADJUSTMENT,5,181,186,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Minuman Kemasan.,AKUN003867,2024-04-17 03:57:33
STK019695,PRD000135,UMK000039,SALE,-2,61,59,PENJUALAN,PJL019695,Pengurangan stok karena penjualan Tempat Tisu Kayu.,AKUN000289,2026-03-31 14:54:16
STK019696,PRD019256,UMK004826,SALE,-4,138,134,PENJUALAN,PJL019696,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN005076,2025-09-25 12:32:17
STK019697,PRD007592,UMK001906,SALE,-1,98,97,PENJUALAN,PJL019697,Pengurangan stok karena penjualan Mukena Travel.,AKUN002156,2025-05-05 19:11:11
STK019698,PRD017026,UMK004267,ADJUSTMENT,39,87,126,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Madu Hutan.,AKUN004517,2024-10-22 21:46:45
STK019699,PRD006634,UMK001672,SALE,-2,268,266,PENJUALAN,PJL019699,Pengurangan stok karena penjualan Roti Pisang.,AKUN001922,2025-03-21 08:52:34
STK019700,PRD006095,UMK001534,SALE,-1,225,224,PENJUALAN,PJL019700,Pengurangan stok karena penjualan Sambal Bawang.,AKUN001784,2024-06-11 13:09:07
STK019701,PRD000324,UMK000087,SALE,-7,136,129,PENJUALAN,PJL019701,Pengurangan stok karena penjualan Balm Aromaterapi.,AKUN000337,2026-04-17 08:03:57
STK019702,PRD007955,UMK001992,CANCEL_SALE,3,75,78,PENJUALAN,PJL019702,Stok kembali karena pembatalan penjualan Wedang Uwuh.,AKUN002242,2025-08-12 15:10:30
STK019703,PRD014233,UMK003568,RESTOCK,83,143,226,PEMBELIAN_STOK,RST-00019703,Restock produk Kopi Robusta dari produksi/pembelian baru.,AKUN003818,2026-03-18 22:38:40
STK019704,PRD012302,UMK003077,RESTOCK,123,52,175,PEMBELIAN_STOK,RST-00019704,Restock produk Hair Tonic Herbal dari produksi/pembelian baru.,AKUN003327,2025-06-10 23:20:52
STK019705,PRD009476,UMK002371,CANCEL_SALE,2,9,11,PENJUALAN,PJL019705,Stok kembali karena pembatalan penjualan Hiasan Meja Resin.,AKUN002621,2026-04-12 09:40:43
STK019706,PRD007216,UMK001819,SALE,-2,242,240,PENJUALAN,PJL019706,Pengurangan stok karena penjualan Teh Herbal.,AKUN002069,2024-04-21 10:37:55
STK019707,PRD010955,UMK002738,SALE,-2,143,141,PENJUALAN,PJL019707,Pengurangan stok karena penjualan Face Mist Mawar.,AKUN002988,2026-01-23 13:26:49
STK019708,PRD003536,UMK000913,SALE,-6,120,114,PENJUALAN,PJL019708,Pengurangan stok karena penjualan Bakpia Mini.,AKUN001163,2026-02-11 20:54:13
