penjualan_id,umkm_id,tanggal_transaksi,nomor_transaksi,total_omzet,total_laba,total_item,catatan,status_transaksi,created_by_akun_id,created_at,updated_at
PJL027236,UMK001666,2024-04-11,SALE-2024-00027236,298000,60400,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001916,2024-04-12 05:38:16,2024-04-12 05:38:16
PJL027237,UMK002690,2024-11-15,SALE-2024-00027237,1095000,499400,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002940,2024-11-15 14:40:54,2024-11-15 14:40:54
PJL027238,UMK002188,2025-05-20,SALE-2025-00027238,201000,100700,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002438,2025-05-20 23:57:50,2025-05-20 23:57:50
PJL027239,UMK001760,2024-07-09,SALE-2024-00027239,168000,80300,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002010,2024-07-10 03:54:09,2024-07-10 03:54:09
PJL027240,UMK004899,2025-09-11,SALE-2025-00027240,2547000,532600,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005149,2025-09-12 02:11:00,2025-09-12 02:11:00
PJL027241,UMK001159,2024-02-12,SALE-2024-00027241,495000,184100,3,Transaksi final dari rekap UMKM.,FINAL,AKUN001409,2024-02-13 01:55:31,2024-02-13 01:55:31
PJL027242,UMK004119,2024-11-17,SALE-2024-00027242,200000,84800,10,Transaksi final dari rekap UMKM.,FINAL,AKUN004369,2024-11-17 12:58:49,2024-11-17 12:58:49
PJL027243,UMK004675,2025-10-02,SALE-2025-00027243,726000,371700,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004925,2025-10-02 04:08:24,2025-10-02 04:08:24
PJL027244,UMK002421,2024-09-15,SALE-2024-00027244,581000,205400,7,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002671,2024-09-16 04:09:10,2024-09-16 04:09:10
PJL027245,UMK004546,2025-07-19,SALE-2025-00027245,805500,414500,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004796,2025-07-19 19:45:13,2025-07-19 19:45:13
PJL027246,UMK002838,2026-05-07,SALE-2026-00027246,224000,65500,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003088,2026-05-08 11:51:36,2026-05-08 11:51:36
PJL027247,UMK004485,2024-01-23,SALE-2024-00027247,684000,247000,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004735,2024-01-23 13:24:15,2024-01-23 13:24:15
PJL027248,UMK001563,2025-02-07,SALE-2025-00027248,581000,266700,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001813,2025-02-07 23:06:21,2025-02-07 23:06:21
PJL027249,UMK004142,2026-03-24,SALE-2026-00027249,535500,183100,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004392,2026-03-24 16:47:25,2026-03-24 16:47:25
PJL027250,UMK001145,2025-09-12,SALE-2025-00027250,229500,111000,3,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN001395,2025-09-12 17:27:37,2025-09-12 18:46:37
PJL027251,UMK004468,2025-03-13,SALE-2025-00027251,64000,21900,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004718,2025-03-14 09:46:00,2025-03-14 09:46:00
PJL027252,UMK001829,2024-08-19,SALE-2024-00027252,426000,132400,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002079,2024-08-20 05:15:11,2024-08-20 05:15:11
PJL027253,UMK000769,2024-08-17,SALE-2024-00027253,379500,164200,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001019,2024-08-17 04:25:32,2024-08-17 04:25:32
PJL027254,UMK004328,2025-08-26,SALE-2025-00027254,251000,63700,2,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN004578,2025-08-26 12:16:48,2025-08-26 14:41:48
PJL027255,UMK004791,2026-05-02,SALE-2026-00027255,5245000,2043900,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN005041,2026-05-02 09:28:10,2026-05-02 09:28:10
PJL027256,UMK004596,2026-03-03,SALE-2026-00027256,700000,243900,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004846,2026-03-04 06:06:00,2026-03-04 06:06:00
PJL027257,UMK002031,2024-06-30,SALE-2024-00027257,282000,75600,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002281,2024-06-30 11:20:25,2024-06-30 11:20:25
PJL027258,UMK001416,2024-04-27,SALE-2024-00027258,1108000,247400,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001666,2024-04-27 05:50:20,2024-04-27 05:50:20
PJL027259,UMK004860,2025-08-27,SALE-2025-00027259,152500,55500,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005110,2025-08-28 07:51:11,2025-08-28 07:51:11
PJL027260,UMK002108,2025-01-02,SALE-2025-00027260,254000,120400,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002358,2025-01-03 08:14:16,2025-01-03 08:14:16
PJL027261,UMK002097,2024-10-10,SALE-2024-00027261,1008000,463000,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002347,2024-10-11 01:18:32,2024-10-11 01:18:32
PJL027262,UMK004050,2026-03-15,SALE-2026-00027262,814500,321600,3,Transaksi final dari rekap UMKM.,FINAL,AKUN004300,2026-03-15 13:38:25,2026-03-15 13:38:25
PJL027263,UMK004276,2024-03-22,SALE-2024-00027263,105000,21600,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004526,2024-03-23 03:03:55,2024-03-23 03:03:55
PJL027264,UMK001366,2024-09-23,SALE-2024-00027264,1056000,224600,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001616,2024-09-23 20:50:34,2024-09-23 20:50:34
PJL027265,UMK001892,2024-07-21,SALE-2024-00027265,1329000,603300,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002142,2024-07-21 16:01:43,2024-07-21 16:01:43
PJL027266,UMK003116,2025-10-08,SALE-2025-00027266,994500,367600,9,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003366,2025-10-08 23:19:24,2025-10-08 23:19:24
PJL027267,UMK004426,2025-11-24,SALE-2025-00027267,408000,88500,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004676,2025-11-25 01:27:20,2025-11-25 01:27:20
PJL027268,UMK003083,2025-09-25,SALE-2025-00027268,181500,88800,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003333,2025-09-26 00:39:09,2025-09-26 00:39:09
PJL027269,UMK003924,2025-07-06,SALE-2025-00027269,132000,30000,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004174,2025-07-06 23:03:39,2025-07-06 23:03:39
PJL027270,UMK000105,2026-05-29,SALE-2026-00027270,178000,81800,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000355,2026-05-29 15:12:49,2026-05-29 15:12:49
PJL027271,UMK003608,2026-04-16,SALE-2026-00027271,133500,61200,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003858,2026-04-16 14:13:23,2026-04-16 14:13:23
PJL027272,UMK004895,2024-03-13,SALE-2024-00027272,379500,121700,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN005145,2024-03-14 01:31:02,2024-03-14 01:31:02
PJL027273,UMK000651,2024-08-04,SALE-2024-00027273,1183500,441600,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000901,2024-08-05 13:27:16,2024-08-05 13:27:16
PJL027274,UMK002336,2024-09-15,SALE-2024-00027274,1106000,293000,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002586,2024-09-16 15:55:56,2024-09-16 15:55:56
PJL027275,UMK000264,2025-01-25,SALE-2025-00027275,237000,78500,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000514,2025-01-26 00:42:40,2025-01-26 00:42:40
PJL027276,UMK002438,2024-06-14,SALE-2024-00027276,1305000,613100,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002688,2024-06-14 23:43:33,2024-06-14 23:43:33
PJL027277,UMK004370,2024-08-30,SALE-2024-00027277,40500,7700,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004620,2024-08-30 21:12:14,2024-08-30 21:12:14
PJL027278,UMK002326,2024-10-05,SALE-2024-00027278,1433000,270300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002576,2024-10-06 00:45:52,2024-10-06 00:45:52
PJL027279,UMK003344,2024-10-27,SALE-2024-00027279,527500,270300,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003594,2024-10-27 07:09:11,2024-10-27 07:09:11
PJL027280,UMK004608,2024-09-17,SALE-2024-00027280,4195000,1047900,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004858,2024-09-17 21:28:40,2024-09-17 21:28:40
PJL027281,UMK000819,2024-03-18,SALE-2024-00027281,237000,107100,3,Transaksi final dari rekap UMKM.,FINAL,AKUN001069,2024-03-19 02:07:29,2024-03-19 02:07:29
PJL027282,UMK004774,2026-03-08,SALE-2026-00027282,331500,82800,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005024,2026-03-09 00:37:55,2026-03-09 00:37:55
PJL027283,UMK004995,2024-12-08,SALE-2024-00027283,386000,198100,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005245,2024-12-08 21:51:53,2024-12-08 21:51:53
PJL027284,UMK004229,2025-04-24,SALE-2025-00027284,226000,102200,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004479,2025-04-24 20:01:31,2025-04-24 20:01:31
PJL027285,UMK000599,2025-08-28,SALE-2025-00027285,240000,121800,3,Transaksi final dari rekap UMKM.,FINAL,AKUN000849,2025-08-29 10:07:11,2025-08-29 10:07:11
PJL027286,UMK003770,2024-07-25,SALE-2024-00027286,176500,84800,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004020,2024-07-25 17:10:28,2024-07-25 17:10:28
PJL027287,UMK002846,2025-04-20,SALE-2025-00027287,132500,24800,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003096,2025-04-20 13:38:17,2025-04-20 13:38:17
PJL027288,UMK004956,2025-03-17,SALE-2025-00027288,410000,210500,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005206,2025-03-18 12:05:05,2025-03-18 12:05:05
PJL027289,UMK001258,2026-04-04,SALE-2026-00027289,284000,70600,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001508,2026-04-05 06:15:40,2026-04-05 06:15:40
PJL027290,UMK003447,2024-07-10,SALE-2024-00027290,187500,96700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003697,2024-07-10 21:04:29,2024-07-10 21:04:29
PJL027291,UMK000988,2025-05-26,SALE-2025-00027291,447000,223900,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001238,2025-05-26 11:41:11,2025-05-26 11:41:11
PJL027292,UMK002861,2025-06-17,SALE-2025-00027292,173500,62200,1,Transaksi final dari rekap UMKM.,DRAFT,AKUN003111,2025-06-18 04:15:31,2025-06-18 08:00:31
PJL027293,UMK001066,2025-08-13,SALE-2025-00027293,1148000,542300,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001316,2025-08-14 16:16:04,2025-08-14 16:16:04
PJL027294,UMK000327,2025-03-02,SALE-2025-00027294,1171000,397400,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000577,2025-03-03 06:57:58,2025-03-03 06:57:58
PJL027295,UMK002183,2025-02-07,SALE-2025-00027295,1212500,553000,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002433,2025-02-07 10:07:01,2025-02-07 10:07:01
PJL027296,UMK001317,2024-09-02,SALE-2024-00027296,387500,158800,5,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001567,2024-09-02 21:17:56,2024-09-02 21:17:56
PJL027297,UMK003174,2024-05-21,SALE-2024-00027297,502000,218700,4,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN003424,2024-05-22 05:23:04,2024-05-22 08:26:04
PJL027298,UMK004144,2025-10-18,SALE-2025-00027298,1876000,712800,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004394,2025-10-18 06:25:24,2025-10-18 06:25:24
PJL027299,UMK003697,2024-09-20,SALE-2024-00027299,138000,35600,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003947,2024-09-20 17:15:12,2024-09-20 17:15:12
PJL027300,UMK004893,2026-02-14,SALE-2026-00027300,121000,41000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005143,2026-02-14 19:49:10,2026-02-14 19:49:10
PJL027301,UMK000963,2025-08-13,SALE-2025-00027301,282000,126600,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001213,2025-08-14 11:08:22,2025-08-14 11:08:22
PJL027302,UMK001848,2026-02-16,SALE-2026-00027302,152500,35100,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002098,2026-02-17 09:01:06,2026-02-17 09:01:06
PJL027303,UMK000997,2024-08-16,SALE-2024-00027303,1044500,244900,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001247,2024-08-17 01:21:08,2024-08-17 01:21:08
PJL027304,UMK000840,2025-12-21,SALE-2025-00027304,892000,318400,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001090,2025-12-22 00:52:31,2025-12-22 00:52:31
PJL027305,UMK002486,2024-02-16,SALE-2024-00027305,715500,285900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002736,2024-02-17 05:36:27,2024-02-17 05:36:27
PJL027306,UMK004075,2024-11-15,SALE-2024-00027306,2125000,530500,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004325,2024-11-15 20:00:07,2024-11-15 20:00:07
PJL027307,UMK000650,2024-03-18,SALE-2024-00027307,854000,358600,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000900,2024-03-18 21:14:54,2024-03-18 21:14:54
PJL027308,UMK000745,2025-04-16,SALE-2025-00027308,1530000,401200,30,Transaksi final dari rekap UMKM.,FINAL,AKUN000995,2025-04-16 12:27:35,2025-04-16 12:27:35
PJL027309,UMK003712,2024-04-05,SALE-2024-00027309,707000,304900,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003962,2024-04-05 22:43:36,2024-04-05 22:43:36
PJL027310,UMK001947,2025-11-20,SALE-2025-00027310,169000,72600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002197,2025-11-20 18:49:36,2025-11-20 18:49:36
PJL027311,UMK002656,2025-06-27,SALE-2025-00027311,144000,62100,12,Transaksi final dari rekap UMKM.,FINAL,AKUN002906,2025-06-28 04:31:25,2025-06-28 04:31:25
PJL027312,UMK004795,2024-03-08,SALE-2024-00027312,790500,351300,1,Data penjualan masuk dari pencatatan operasional UMKM.,DRAFT,AKUN005045,2024-03-08 08:40:04,2024-03-08 09:05:04
PJL027313,UMK003715,2025-11-28,SALE-2025-00027313,151500,34700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003965,2025-11-28 11:16:47,2025-11-28 11:16:47
PJL027314,UMK003592,2025-03-13,SALE-2025-00027314,490000,251500,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003842,2025-03-14 12:54:39,2025-03-14 12:54:39
PJL027315,UMK002341,2026-03-05,SALE-2026-00027315,46500,18700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002591,2026-03-05 20:25:03,2026-03-05 20:25:03
PJL027316,UMK002507,2024-03-06,SALE-2024-00027316,212000,51000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002757,2024-03-06 16:47:21,2024-03-06 16:47:21
PJL027317,UMK002285,2026-03-09,SALE-2026-00027317,559500,125300,3,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN002535,2026-03-09 18:21:34,2026-03-09 22:17:34
PJL027318,UMK001719,2024-10-20,SALE-2024-00027318,531000,202700,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001969,2024-10-20 08:45:20,2024-10-20 08:45:20
PJL027319,UMK003004,2024-08-07,SALE-2024-00027319,84000,21200,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003254,2024-08-07 17:11:15,2024-08-07 17:11:15
PJL027320,UMK004383,2024-05-14,SALE-2024-00027320,35000,13900,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004633,2024-05-15 09:50:39,2024-05-15 09:50:39
PJL027321,UMK000583,2024-08-31,SALE-2024-00027321,1067500,486700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000833,2024-09-01 09:03:53,2024-09-01 09:03:53
PJL027322,UMK004131,2024-02-18,SALE-2024-00027322,93000,17700,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004381,2024-02-19 09:42:43,2024-02-19 09:42:43
PJL027323,UMK000857,2025-05-05,SALE-2025-00027323,48000,24600,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001107,2025-05-06 04:50:29,2025-05-06 04:50:29
PJL027324,UMK001715,2024-11-03,SALE-2024-00027324,694500,239700,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001965,2024-11-03 07:04:07,2024-11-03 07:04:07
PJL027325,UMK004816,2024-02-18,SALE-2024-00027325,1216000,510600,4,Transaksi final dari rekap UMKM.,FINAL,AKUN005066,2024-02-19 12:53:40,2024-02-19 12:53:40
PJL027326,UMK003163,2024-12-14,SALE-2024-00027326,264000,55400,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003413,2024-12-14 22:15:03,2024-12-14 22:15:03
PJL027327,UMK000503,2024-04-21,SALE-2024-00027327,117500,28100,5,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000753,2024-04-22 12:04:34,2024-04-22 12:04:34
PJL027328,UMK002322,2024-08-24,SALE-2024-00027328,962000,206200,4,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN002572,2024-08-25 12:28:51,2024-08-25 14:43:51
PJL027329,UMK004186,2025-02-16,SALE-2025-00027329,780000,216900,12,Transaksi final dari rekap UMKM.,FINAL,AKUN004436,2025-02-17 06:56:30,2025-02-17 06:56:30
PJL027330,UMK001587,2024-10-28,SALE-2024-00027330,474000,238600,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001837,2024-10-28 11:27:20,2024-10-28 11:27:20
PJL027331,UMK002992,2025-11-19,SALE-2025-00027331,898500,262700,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003242,2025-11-19 21:41:56,2025-11-19 21:41:56
PJL027332,UMK000779,2024-05-24,SALE-2024-00027332,531000,179300,3,Transaksi final dari rekap UMKM.,FINAL,AKUN001029,2024-05-25 04:52:27,2024-05-25 04:52:27
PJL027333,UMK000904,2025-10-31,SALE-2025-00027333,44000,21900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001154,2025-10-31 21:18:38,2025-10-31 21:18:38
PJL027334,UMK001261,2024-02-10,SALE-2024-00027334,756000,218500,6,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001511,2024-02-10 16:48:57,2024-02-10 16:48:57
PJL027335,UMK000521,2025-04-07,SALE-2025-00027335,137000,25800,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000771,2025-04-07 22:56:42,2025-04-07 22:56:42
PJL027336,UMK002861,2024-02-24,SALE-2024-00027336,479000,110000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003111,2024-02-25 01:43:56,2024-02-25 01:43:56
PJL027337,UMK002197,2024-06-11,SALE-2024-00027337,124000,43900,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002447,2024-06-11 14:55:01,2024-06-11 14:55:01
PJL027338,UMK003432,2024-12-07,SALE-2024-00027338,121000,54600,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003682,2024-12-08 08:59:41,2024-12-08 08:59:41
PJL027339,UMK002900,2025-10-14,SALE-2025-00027339,342500,111900,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003150,2025-10-14 05:37:56,2025-10-14 05:37:56
PJL027340,UMK001618,2024-02-21,SALE-2024-00027340,394000,177400,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001868,2024-02-22 05:42:24,2024-02-22 05:42:24
PJL027341,UMK003585,2025-07-04,SALE-2025-00027341,411000,107200,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003835,2025-07-04 14:46:08,2025-07-04 14:46:08
PJL027342,UMK001463,2025-10-29,SALE-2025-00027342,1077000,397300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001713,2025-10-30 09:10:34,2025-10-30 09:10:34
PJL027343,UMK000690,2026-01-15,SALE-2026-00027343,440500,125000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000940,2026-01-16 13:42:26,2026-01-16 13:42:26
PJL027344,UMK001566,2025-10-10,SALE-2025-00027344,134000,67800,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001816,2025-10-10 20:29:29,2025-10-10 20:29:29
PJL027345,UMK003611,2025-02-19,SALE-2025-00027345,2027500,537900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003861,2025-02-20 06:46:25,2025-02-20 06:46:25
PJL027346,UMK003391,2025-07-27,SALE-2025-00027346,3630000,935800,2,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN003641,2025-07-28 04:16:39,2025-07-28 04:59:39
PJL027347,UMK001250,2024-12-05,SALE-2024-00027347,206000,80300,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001500,2024-12-05 16:22:09,2024-12-05 16:22:09
PJL027348,UMK000165,2024-07-16,SALE-2024-00027348,714000,307300,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000415,2024-07-17 07:59:37,2024-07-17 07:59:37
PJL027349,UMK002383,2025-02-14,SALE-2025-00027349,1678000,360900,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002633,2025-02-14 23:25:29,2025-02-14 23:25:29
PJL027350,UMK000952,2024-11-13,SALE-2024-00027350,220000,42300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001202,2024-11-14 06:42:41,2024-11-14 06:42:41
PJL027351,UMK002153,2025-03-16,SALE-2025-00027351,89000,42500,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002403,2025-03-17 01:55:54,2025-03-17 01:55:54
PJL027352,UMK002157,2025-09-13,SALE-2025-00027352,381000,178500,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002407,2025-09-13 21:48:31,2025-09-13 21:48:31
PJL027353,UMK000764,2026-03-04,SALE-2026-00027353,481000,241100,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001014,2026-03-04 13:26:00,2026-03-04 13:26:00
PJL027354,UMK004484,2026-01-05,SALE-2026-00027354,928500,240800,3,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN004734,2026-01-06 07:08:03,2026-01-06 08:15:03
PJL027355,UMK004646,2025-03-15,SALE-2025-00027355,95500,35200,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004896,2025-03-15 09:42:24,2025-03-15 09:42:24
PJL027356,UMK004670,2026-01-20,SALE-2026-00027356,157500,41800,5,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN004920,2026-01-20 20:20:29,2026-01-20 21:46:29
PJL027357,UMK000775,2025-04-03,SALE-2025-00027357,1081000,317600,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001025,2025-04-03 13:23:10,2025-04-03 13:23:10
PJL027358,UMK002803,2025-12-14,SALE-2025-00027358,2579000,1117300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003053,2025-12-15 00:01:35,2025-12-15 00:01:35
PJL027359,UMK003983,2025-10-18,SALE-2025-00027359,255000,107700,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004233,2025-10-18 09:46:27,2025-10-18 09:46:27
PJL027360,UMK004703,2026-02-11,SALE-2026-00027360,386000,139100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004953,2026-02-11 07:42:43,2026-02-11 07:42:43
PJL027361,UMK000523,2025-07-03,SALE-2025-00027361,38000,9700,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000773,2025-07-04 07:30:13,2025-07-04 07:30:13
PJL027362,UMK002396,2025-05-31,SALE-2025-00027362,373000,148800,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002646,2025-06-01 01:27:25,2025-06-01 01:27:25
PJL027363,UMK000162,2024-10-30,SALE-2024-00027363,44000,17200,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000412,2024-10-31 06:47:46,2024-10-31 06:47:46
PJL027364,UMK004125,2025-03-06,SALE-2025-00027364,1230000,413300,3,Transaksi final dari rekap UMKM.,FINAL,AKUN004375,2025-03-07 02:00:14,2025-03-07 02:00:14
PJL027365,UMK002679,2024-05-10,SALE-2024-00027365,1462000,494200,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002929,2024-05-11 03:41:49,2024-05-11 03:41:49
PJL027366,UMK001012,2025-02-05,SALE-2025-00027366,404000,99900,2,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN001262,2025-02-06 06:18:12,2025-02-06 06:51:12
PJL027367,UMK003213,2024-10-02,SALE-2024-00027367,526000,111400,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003463,2024-10-02 09:33:34,2024-10-02 09:33:34
PJL027368,UMK003861,2026-03-04,SALE-2026-00027368,232000,76100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004111,2026-03-05 08:06:05,2026-03-05 08:06:05
PJL027369,UMK002509,2026-05-07,SALE-2026-00027369,205000,46900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002759,2026-05-08 00:00:16,2026-05-08 00:00:16
PJL027370,UMK002265,2026-03-12,SALE-2026-00027370,2368000,647900,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002515,2026-03-13 11:41:53,2026-03-13 11:41:53
PJL027371,UMK003536,2025-11-14,SALE-2025-00027371,98000,22300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003786,2025-11-14 12:34:21,2025-11-14 12:34:21
PJL027372,UMK000736,2025-07-25,SALE-2025-00027372,16000,5100,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000986,2025-07-25 09:34:53,2025-07-25 09:34:53
PJL027373,UMK002798,2024-07-12,SALE-2024-00027373,322000,164100,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003048,2024-07-12 07:56:15,2024-07-12 07:56:15
PJL027374,UMK004717,2025-10-17,SALE-2025-00027374,1866000,930100,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004967,2025-10-18 14:31:04,2025-10-18 14:31:04
PJL027375,UMK001298,2025-06-25,SALE-2025-00027375,3040000,1057700,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001548,2025-06-25 20:52:42,2025-06-25 20:52:42
PJL027376,UMK001751,2025-08-25,SALE-2025-00027376,718000,140400,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002001,2025-08-25 19:01:33,2025-08-25 19:01:33
PJL027377,UMK002869,2025-03-17,SALE-2025-00027377,661500,205500,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003119,2025-03-17 09:43:46,2025-03-17 09:43:46
