penjualan_item_id,penjualan_id,produk_id,nama_produk_snapshot,harga_satuan_snapshot,jumlah,created_at
PJI024844,PJL024844,PRD012846,Paket Foto Produk,317500,1,2024-04-17 02:56:03
PJI024845,PJL024845,PRD015806,Konsultasi UMKM,1410000,1,2024-03-25 00:35:04
PJI024846,PJL024846,PRD003090,Laundry Kiloan,441000,2,2026-01-21 18:00:54
PJI024847,PJL024847,PRD008896,Tempat Tisu Kayu,164500,2,2025-10-14 15:49:38
PJI024848,PJL024848,PRD001890,Peralatan Dapur,437000,4,2024-02-21 15:12:28
PJI024849,PJL024849,PRD015607,Perlengkapan Rumah,437000,3,2025-11-02 02:31:55
PJI024850,PJL024850,PRD006575,Konsultasi Pembukuan,57500,4,2026-02-25 13:04:10
PJI024851,PJL024851,PRD017344,Abon Sapi,158500,2,2025-08-29 07:32:57
PJI024852,PJL024852,PRD015339,Sayur Hidroponik,34500,2,2024-06-28 07:37:01
PJI024853,PJL024853,PRD017750,Tas Rajut,301500,4,2024-02-16 16:14:09
PJI024854,PJL024854,PRD017388,Sabun Herbal,35500,7,2025-12-23 04:37:45
PJI024855,PJL024855,PRD007804,Paket Foto Katalog,1967500,2,2026-05-27 23:00:51
PJI024856,PJL024856,PRD016926,Miniatur Wayang,470000,3,2024-03-28 08:48:31
PJI024857,PJL024857,PRD003332,Jasa Desain Logo,39500,1,2025-09-04 14:05:15
PJI024858,PJL024858,PRD017470,Pouch Batik,501500,1,2024-12-14 14:35:02
PJI024859,PJL024859,PRD018078,Lilin Aromaterapi,491000,1,2025-10-04 13:10:07
PJI024860,PJL024860,PRD015259,Bakpia Mini,105000,2,2024-08-01 13:51:05
PJI024861,PJL024861,PRD018380,Paket Reels Produk,2043500,2,2026-03-01 07:29:54
PJI024862,PJL024862,PRD008739,Aneka Donat,33500,5,2024-12-03 22:40:39
PJI024863,PJL024863,PRD005776,Paket Foto Katalog,230000,3,2025-04-04 04:35:03
PJI024864,PJL024864,PRD018353,Serum Herbal,159500,4,2025-10-17 17:12:26
PJI024865,PJL024865,PRD003064,Dekorasi Rumah,572000,2,2024-10-13 07:30:40
PJI024866,PJL024866,PRD016816,Lumpia Frozen,125500,2,2026-02-15 18:52:35
PJI024867,PJL024867,PRD006819,Konsultasi Pembukuan,331000,1,2025-01-29 11:25:43
PJI024868,PJL024868,PRD019892,Video Promosi,386500,20,2026-03-23 10:41:05
PJI024869,PJL024869,PRD000038,Jasa Cleaning,1079000,2,2026-04-03 14:24:29
PJI024870,PJL024870,PRD008670,Paket Alat Kebersihan,375000,4,2026-02-25 16:06:01
PJI024871,PJL024871,PRD009079,Jasa Admin Marketplace,71500,7,2026-03-16 17:57:40
PJI024872,PJL024872,PRD014325,Kerajinan Kayu,197000,1,2025-08-14 15:57:30
PJI024873,PJL024873,PRD014225,Paket Hampers,617500,1,2025-12-20 11:08:10
PJI024874,PJL024874,PRD013915,Keripik Pisang,81000,6,2024-02-17 22:29:16
PJI024875,PJL024875,PRD005601,Jasa Cleaning,142000,15,2025-05-11 22:28:43
PJI024876,PJL024876,PRD014316,Desain Marketplace,1526500,2,2025-03-25 19:55:23
PJI024877,PJL024877,PRD010949,Perlengkapan Warung,469000,3,2024-04-27 10:35:15
PJI024878,PJL024878,PRD011077,Sambal Cabai Kering,58000,7,2025-03-06 04:17:32
PJI024879,PJL024879,PRD008405,Brownies Kukus,128500,4,2025-05-12 00:09:23
PJI024880,PJL024880,PRD019512,Brownies Kukus,156000,2,2026-04-27 17:57:58
PJI024881,PJL024881,PRD018577,Frame Foto Kayu,285500,1,2025-03-30 00:20:17
PJI024882,PJL024882,PRD011212,Snack Mix,65000,5,2025-12-21 02:40:34
PJI024883,PJL024883,PRD001981,Sambal Bawang,48000,1,2026-04-11 20:37:28
PJI024884,PJL024884,PRD001201,Jasa Desain Logo,625000,2,2024-11-12 01:33:38
PJI024885,PJL024885,PRD017389,Frozen Food,121000,1,2025-11-03 12:35:42
PJI024886,PJL024886,PRD001810,Paket Foto Produk,297000,3,2026-01-03 02:10:21
PJI024887,PJL024887,PRD007483,Rengginang Gurih,166000,1,2025-03-10 01:17:57
PJI024888,PJL024888,PRD002487,Snack Mix,114500,4,2025-09-28 22:22:32
PJI024889,PJL024889,PRD004318,Peralatan Dapur,568500,1,2024-04-08 19:43:14
PJI024890,PJL024890,PRD002799,Keripik Singkong,115500,3,2024-06-21 17:10:36
PJI024891,PJL024891,PRD000198,Aksesori HP,151000,4,2025-03-31 23:30:28
PJI024892,PJL024892,PRD006084,Pupuk Organik,43500,6,2024-10-11 21:11:15
PJI024893,PJL024893,PRD011952,Roti Pisang,42000,7,2025-09-15 04:50:43
PJI024894,PJL024894,PRD007234,Dekorasi Rumah,358500,3,2025-11-20 10:31:53
PJI024895,PJL024895,PRD004958,Sirup Jahe,32500,3,2025-08-21 18:01:38
PJI024896,PJL024896,PRD014740,Jasa Optimasi Google Business,1780000,1,2024-05-22 10:11:23
PJI024897,PJL024897,PRD006420,Bumbu Pecel,28500,7,2025-08-02 20:31:33
PJI024898,PJL024898,PRD014380,Dress Casual,125500,1,2026-01-01 06:31:53
PJI024899,PJL024899,PRD003094,Jasa Reparasi Tas,994500,2,2024-09-06 02:55:59
PJI024900,PJL024900,PRD004531,Kue Kering,41000,3,2025-07-24 22:49:50
PJI024901,PJL024901,PRD001651,Jasa Desain Logo,647500,1,2024-06-24 20:11:49
PJI024902,PJL024902,PRD014209,Macrame Wall Hanging,90000,18,2025-05-12 11:55:49
PJI024903,PJL024903,PRD003213,Video Promosi,714500,1,2025-03-19 00:36:00
PJI024904,PJL024904,PRD000728,Outer Tenun,265500,4,2025-06-14 00:22:53
PJI024905,PJL024905,PRD017734,Paket Dokumentasi Produk,1540000,2,2025-03-18 11:10:53
PJI024906,PJL024906,PRD015826,Lulur Tradisional,85500,2,2026-03-17 20:47:30
PJI024907,PJL024907,PRD018053,Bibit Cabai,100000,1,2025-01-27 16:31:59
PJI024908,PJL024908,PRD012782,Kemeja Linen,140500,4,2025-02-04 01:24:22
PJI024909,PJL024909,PRD017719,Shampoo Herbal,151500,2,2025-03-14 21:30:20
PJI024910,PJL024910,PRD003690,Paket Alat Kebersihan,651500,1,2026-05-12 16:16:29
PJI024911,PJL024911,PRD004044,Pouch Batik,66000,7,2026-02-26 18:58:37
PJI024912,PJL024912,PRD000863,Snack Mix,132500,4,2025-10-12 03:44:11
PJI024913,PJL024913,PRD016750,Peyek Kacang,73000,2,2026-02-11 15:40:09
PJI024914,PJL024914,PRD005247,Jasa Admin Marketplace,759000,2,2026-02-10 01:36:43
PJI024915,PJL024915,PRD011688,Roti Pisang,114000,2,2024-09-09 19:56:40
PJI024916,PJL024916,PRD002336,Kemeja Batik,515000,6,2024-02-11 02:14:18
PJI024917,PJL024917,PRD012109,Lulur Tradisional,51000,6,2026-04-07 11:46:41
PJI024918,PJL024918,PRD001905,Hampers UMKM,182000,1,2024-10-04 04:46:17
PJI024919,PJL024919,PRD000286,Abon Sapi,52000,7,2025-06-19 10:55:39
PJI024920,PJL024920,PRD012572,Snack Mix,18000,6,2024-02-22 16:12:34
PJI024921,PJL024921,PRD009255,Frozen Food,37500,7,2025-10-29 22:00:59
PJI024922,PJL024922,PRD000127,Shampoo Herbal,127500,1,2024-10-25 08:49:28
PJI024923,PJL024923,PRD019056,Aneka Donat,118500,4,2025-10-26 22:23:36
PJI024924,PJL024924,PRD007846,Perlengkapan Rumah,366500,3,2025-09-03 20:25:34
PJI024925,PJL024925,PRD012923,Sari Lemon,174000,1,2024-11-18 01:20:40
PJI024926,PJL024926,PRD009269,Mukena Travel,77000,7,2026-03-30 23:14:06
PJI024927,PJL024927,PRD016842,Bibit Cabai,88000,7,2025-05-15 21:58:02
PJI024928,PJL024928,PRD004947,Lumpia Frozen,99500,3,2024-11-28 16:47:01
PJI024929,PJL024929,PRD015976,Kotak Hampers,438000,4,2025-05-31 04:40:27
PJI024930,PJL024930,PRD013672,Keripik Pisang,267500,4,2024-08-18 18:45:31
PJI024931,PJL024931,PRD014884,Frame Foto Kayu,416000,1,2024-08-24 17:54:14
PJI024932,PJL024932,PRD003628,Bakpia Mini,123000,4,2025-03-27 20:29:29
PJI024933,PJL024933,PRD010304,Hampers UMKM,558500,1,2025-06-08 13:03:31
PJI024934,PJL024934,PRD003411,Desain Label Produk,401000,2,2024-07-09 06:57:41
PJI024935,PJL024935,PRD000120,Produk Rajut,530500,2,2024-11-11 02:28:11
PJI024936,PJL024936,PRD015150,Souvenir Pernikahan,205000,3,2024-09-24 19:46:48
PJI024937,PJL024937,PRD014470,Minuman Kemasan,309000,4,2024-03-07 14:31:20
PJI024938,PJL024938,PRD005443,Lilin Aromaterapi,489500,1,2026-03-17 17:47:32
PJI024939,PJL024939,PRD001203,Jasa Jahit Permak,945500,2,2025-03-04 21:30:58
PJI024940,PJL024940,PRD003362,Bakpia Mini,73500,6,2024-08-30 12:46:27
PJI024941,PJL024941,PRD003716,Krim Tangan Natural,28000,1,2025-10-08 05:09:16
PJI024942,PJL024942,PRD010148,Sandal Kulit,163000,1,2026-02-09 20:05:22
PJI024943,PJL024943,PRD005331,Kain Tenun,240000,4,2025-12-11 00:53:59
PJI024944,PJL024944,PRD007008,Hiasan Meja Resin,440000,10,2025-11-12 08:15:03
PJI024945,PJL024945,PRD015931,Miniatur Wayang,92000,1,2024-04-10 20:51:23
PJI024946,PJL024946,PRD004645,Hair Tonic Herbal,37500,5,2026-05-09 06:39:35
PJI024947,PJL024947,PRD001698,Kue Kering,77000,4,2025-05-30 11:40:18
PJI024948,PJL024948,PRD008074,Sambal Bawang,28000,4,2025-04-26 07:22:00
PJI024949,PJL024949,PRD000571,Sandal Kulit,422500,4,2025-08-24 06:12:06
PJI024950,PJL024950,PRD001558,Bibit Cabai,184000,4,2025-06-08 10:37:37
PJI024951,PJL024951,PRD007911,Abon Sapi,66500,2,2024-03-03 05:03:14
PJI024952,PJL024952,PRD012410,Template Konten,2524500,1,2025-01-21 17:45:53
PJI024953,PJL024953,PRD008879,Brownies Kukus,15500,1,2025-05-10 09:06:36
PJI024954,PJL024954,PRD010211,Jasa Desain Logo,183500,2,2025-11-07 05:03:13
PJI024955,PJL024955,PRD016315,Paket Catering Event,1069500,2,2026-03-15 10:33:53
PJI024956,PJL024956,PRD006211,Frozen Food,83000,6,2025-02-22 07:43:07
PJI024957,PJL024957,PRD000619,Face Mist Mawar,201000,2,2025-05-05 20:42:01
PJI024958,PJL024958,PRD013246,Kacang Bawang,30500,7,2025-07-15 15:18:26
PJI024959,PJL024959,PRD010800,Batik Tulis,287000,1,2025-07-27 06:44:52
PJI024960,PJL024960,PRD001344,Vas Anyaman,456500,2,2024-12-08 08:02:14
PJI024961,PJL024961,PRD011087,Paket Hampers,443500,4,2024-12-31 09:42:49
PJI024962,PJL024962,PRD009024,Bumbu Pecel,210000,3,2025-08-15 00:43:31
PJI024963,PJL024963,PRD017373,Servis AC Rumahan,29500,6,2024-10-10 20:02:36
PJI024964,PJL024964,PRD004909,Servis AC Rumahan,417500,4,2024-03-27 05:46:26
PJI024965,PJL024965,PRD010607,Katalog Interaktif,1020500,4,2025-10-08 15:52:56
PJI024966,PJL024966,PRD002397,Sepatu Kulit,273500,1,2024-03-08 15:31:20
PJI024967,PJL024967,PRD015982,Jasa Kelola Instagram,864000,2,2024-04-17 03:51:53
PJI024968,PJL024968,PRD004285,Konsultasi Pembukuan,53000,4,2025-12-31 18:10:39
PJI024969,PJL024969,PRD009265,Hair Tonic Herbal,155500,3,2025-01-03 12:59:56
PJI024970,PJL024970,PRD001078,Jasa Reparasi Tas,317500,4,2024-11-13 21:23:31
PJI024971,PJL024971,PRD007672,Katalog Interaktif,1392000,4,2026-04-21 21:26:54
PJI024972,PJL024972,PRD008592,Lip Balm Natural,160500,4,2025-08-20 22:04:02
PJI024973,PJL024973,PRD015617,Aplikasi Kasir Sederhana,1446500,1,2026-01-09 14:31:35
PJI024974,PJL024974,PRD011869,Jasa Reparasi Tas,753500,1,2024-02-02 07:38:55
PJI024975,PJL024975,PRD003483,Jasa Kelola Instagram,1671000,1,2024-03-28 08:58:31
PJI024976,PJL024976,PRD010014,Sirup Jahe,162500,3,2025-11-16 21:52:58
PJI024977,PJL024977,PRD015868,Pupuk Organik,129500,3,2026-03-22 12:51:43
PJI024978,PJL024978,PRD012186,Nasi Box,101500,4,2026-03-05 09:49:53
PJI024979,PJL024979,PRD011846,Serum Herbal,79000,3,2025-06-26 05:52:30
PJI024980,PJL024980,PRD007087,Paket Reels Produk,1839500,1,2024-04-03 13:53:43
PJI024981,PJL024981,PRD004105,Teh Herbal,133000,3,2024-11-01 11:17:34
PJI024982,PJL024982,PRD004369,Peyek Kacang,54000,2,2025-09-23 04:58:34
PJI024983,PJL024983,PRD017269,Dekorasi Rumah,402500,3,2026-05-23 08:18:49
PJI024984,PJL024984,PRD005492,Aneka ATK,146000,3,2026-05-31 06:17:19
PJI024985,PJL024985,PRD008534,Tas Rajut,194000,12,2024-07-21 07:09:08
PJI024986,PJL024986,PRD001937,Pempek Frozen,110000,4,2024-02-07 15:38:42
PJI024987,PJL024987,PRD007850,Kain Tenun,235000,2,2025-09-06 13:39:56
PJI024988,PJL024988,PRD000043,Template Invoice Digital,2633000,1,2025-03-10 19:54:49
PJI024989,PJL024989,PRD007253,Kemeja Batik,134500,2,2025-02-22 05:09:57
PJI024990,PJL024990,PRD008583,Jasa Cleaning,168500,1,2025-04-29 15:56:15
PJI024991,PJL024991,PRD012713,Hiasan Meja Resin,167000,4,2025-08-06 22:40:49
PJI024992,PJL024992,PRD014721,Wedang Uwuh,35000,3,2025-07-21 02:03:09
PJI024993,PJL024993,PRD004905,Desain Feed,2061500,2,2025-12-04 05:11:32
PJI024994,PJL024994,PRD011980,Shampoo Herbal,139500,3,2024-06-25 08:44:19
PJI024995,PJL024995,PRD012737,Bundling Produk Rumah Tangga,441500,12,2024-09-17 09:10:07
PJI024996,PJL024996,PRD008727,Batik Tulis,295000,4,2026-05-02 03:45:16
PJI024997,PJL024997,PRD014416,Serundeng Kelapa,155500,2,2024-07-18 22:12:31
PJI024998,PJL024998,PRD001068,Keripik Singkong,35500,5,2024-08-08 05:05:06
PJI024999,PJL024999,PRD000183,Roti Pisang,24000,1,2025-10-19 16:20:47
PJI025000,PJL025000,PRD012211,Paket Alat Kebersihan,189000,4,2025-02-22 03:00:59
PJI025001,PJL025001,PRD004507,Jasa Cleaning,1132000,2,2026-01-14 08:30:03
PJI025002,PJL025002,PRD006134,Keripik Singkong,125500,4,2025-01-04 19:40:36
PJI025003,PJL025003,PRD018647,Jasa Reparasi Tas,1588500,1,2025-05-06 12:19:49
PJI025004,PJL025004,PRD002078,Snack Mix,102500,3,2026-01-23 19:08:22
PJI025005,PJL025005,PRD005764,Outer Tenun,160000,1,2025-06-14 20:35:59
PJI025006,PJL025006,PRD002962,Desain Label Produk,157000,1,2024-12-29 02:44:50
PJI025007,PJL025007,PRD008746,Snack Mix,85500,1,2025-04-29 18:10:13
PJI025008,PJL025008,PRD000786,Kue Kering,9500,6,2024-12-13 12:51:11
PJI025009,PJL025009,PRD012978,Kemeja Linen,352000,3,2024-05-09 19:32:39
PJI025010,PJL025010,PRD014164,Desain Label Produk,1008000,1,2026-02-12 08:10:50
PJI025011,PJL025011,PRD012628,Miniatur Wayang,45000,4,2025-03-21 10:10:58
PJI025012,PJL025012,PRD005612,Kopi Susu Botol,45500,7,2025-09-13 15:18:43
PJI025013,PJL025013,PRD015019,Peralatan Dapur,382500,4,2025-07-20 19:47:59
PJI025014,PJL025014,PRD011907,Konsultasi Pembukuan,810000,2,2024-01-27 18:15:39
PJI025015,PJL025015,PRD014109,Lumpia Frozen,75000,2,2025-08-01 11:41:45
PJI025016,PJL025016,PRD018228,Sayur Hidroponik,225500,2,2025-12-27 23:34:40
PJI025017,PJL025017,PRD012097,Pempek Frozen,41500,2,2024-03-05 22:27:51
PJI025018,PJL025018,PRD016881,Hampers UMKM,170000,3,2025-06-12 15:41:13
PJI025019,PJL025019,PRD003858,Rengginang Gurih,63500,5,2025-01-05 23:10:41
PJI025020,PJL025020,PRD003105,Sirup Jahe,115500,2,2024-02-03 22:43:39
PJI025021,PJL025021,PRD009944,Dekorasi Rumah,339000,4,2025-01-31 14:00:29
PJI025022,PJL025022,PRD008374,Scarf Motif,358000,4,2026-05-23 21:20:52
PJI025023,PJL025023,PRD008547,Frozen Food,29000,5,2026-04-13 06:12:39
PJI025024,PJL025024,PRD011025,Dekorasi Rumah,276000,1,2026-02-23 20:39:35
PJI025025,PJL025025,PRD003980,Video Promosi,1886000,1,2024-09-15 23:52:16
PJI025026,PJL025026,PRD017702,Dimsum Ayam,28500,5,2024-11-13 04:26:20
PJI025027,PJL025027,PRD004638,Wedang Uwuh,86500,6,2025-04-08 00:05:05
PJI025028,PJL025028,PRD001762,Sari Lemon,67000,4,2024-10-05 14:14:37
PJI025029,PJL025029,PRD019525,Desain Marketplace,783500,1,2024-12-24 16:30:48
PJI025030,PJL025030,PRD017504,Video Promosi,86500,4,2026-06-01 18:15:30
PJI025031,PJL025031,PRD008303,Vas Anyaman,60000,2,2024-07-21 00:56:14
PJI025032,PJL025032,PRD013679,Kemeja Batik,241500,3,2024-07-09 02:07:06
PJI025033,PJL025033,PRD012525,Jasa Desain Logo,472000,1,2026-05-01 01:35:35
PJI025034,PJL025034,PRD008965,Roti Pisang,69000,4,2025-05-24 00:43:33
PJI025035,PJL025035,PRD011213,Bumbu Pecel,150500,2,2025-09-24 23:52:01
PJI025036,PJL025036,PRD015186,Produk Rajut,47000,4,2024-07-14 15:22:38
PJI025037,PJL025037,PRD011249,Roti Pisang,85000,3,2024-07-06 04:25:00
PJI025038,PJL025038,PRD004143,Bumbu Pecel,69500,5,2025-06-22 06:44:37
PJI025039,PJL025039,PRD000926,Anyaman Bambu,261000,4,2025-01-18 19:20:51
PJI025040,PJL025040,PRD011557,Konsultasi UMKM,221500,2,2026-04-04 07:34:56
PJI025041,PJL025041,PRD017461,Rengginang Gurih,171500,4,2026-03-27 14:53:20
PJI025042,PJL025042,PRD013754,Snack Mix,70500,3,2025-03-19 20:38:48
PJI025043,PJL025043,PRD000687,Jasa Cleaning,427000,2,2024-12-01 02:10:56
PJI025044,PJL025044,PRD000732,Tempat Tisu Kayu,249000,4,2024-04-23 00:20:14
PJI025045,PJL025045,PRD015972,Anyaman Bambu,44000,7,2024-02-01 09:23:56
PJI025046,PJL025046,PRD018156,Kue Kering,33000,7,2024-12-06 14:06:05
PJI025047,PJL025047,PRD007362,Desain Label Produk,175000,2,2025-02-14 22:14:23
PJI025048,PJL025048,PRD012995,Paket Reels Produk,1689500,2,2025-02-13 06:30:20
PJI025049,PJL025049,PRD006381,Konsultasi Pembukuan,222000,3,2024-08-20 09:47:18
PJI025050,PJL025050,PRD001996,Frozen Food,89000,7,2025-05-19 14:25:27
PJI025051,PJL025051,PRD005843,Produk Rajut,479000,3,2026-01-11 09:59:13
PJI025052,PJL025052,PRD008489,Video Promosi,1039500,2,2026-02-14 12:33:18
PJI025053,PJL025053,PRD004809,Snack Mix,40500,1,2025-05-02 22:16:39
PJI025054,PJL025054,PRD011021,Beras Organik,177500,2,2025-04-08 04:00:14
PJI025055,PJL025055,PRD014297,Sambal Cabai Kering,228000,4,2025-08-05 21:43:10
PJI025056,PJL025056,PRD015274,Desain Feed,722000,1,2024-12-31 00:40:19
PJI025057,PJL025057,PRD004479,Desain Banner Online,515500,2,2025-03-13 21:12:54
PJI025058,PJL025058,PRD005401,Dimsum Ayam,147000,1,2024-05-14 08:04:47
PJI025059,PJL025059,PRD017767,Keripik Singkong,40500,3,2025-02-01 09:31:47
PJI025060,PJL025060,PRD013663,Keripik Singkong,137500,2,2024-09-25 18:49:04
PJI025061,PJL025061,PRD014702,Produk Rajut,146000,2,2025-07-12 07:58:05
PJI025062,PJL025062,PRD001022,Tas Rajut,544500,1,2025-11-22 18:42:22
PJI025063,PJL025063,PRD001527,Abon Sapi,94000,5,2024-11-23 11:58:08
PJI025064,PJL025064,PRD005217,Pupuk Organik,206500,2,2025-05-18 10:34:44
PJI025065,PJL025065,PRD000960,Paket Foto Produk,227000,4,2026-02-19 02:44:58
PJI025066,PJL025066,PRD010185,Gantungan Kunci,720500,1,2024-04-26 02:50:03
PJI025067,PJL025067,PRD018246,Laundry Kiloan,377000,3,2024-02-17 06:43:42
PJI025068,PJL025068,PRD011650,Minyak Kelapa,135000,3,2024-04-27 20:00:18
PJI025069,PJL025069,PRD005668,Frame Foto Kayu,68000,5,2024-08-27 09:29:50
PJI025070,PJL025070,PRD018710,Sabun Herbal,115500,4,2024-07-15 20:10:58
PJI025071,PJL025071,PRD018119,Outer Tenun,158000,1,2025-11-21 16:45:29
PJI025072,PJL025072,PRD004335,Abon Sapi,13500,5,2025-09-28 21:33:57
PJI025073,PJL025073,PRD012987,Bibit Cabai,209500,4,2025-11-13 03:40:43
PJI025074,PJL025074,PRD003044,Balm Aromaterapi,83500,3,2024-06-08 05:47:17
PJI025075,PJL025075,PRD002237,Jahe Merah Instan,191500,2,2026-04-05 01:23:18
PJI025076,PJL025076,PRD014206,Sari Lemon,84000,7,2025-08-10 06:24:25
PJI025077,PJL025077,PRD007647,Bundling Produk Rumah Tangga,525000,1,2025-11-24 16:37:55
PJI025078,PJL025078,PRD004301,Pouch Batik,82000,1,2024-11-24 12:47:08
PJI025079,PJL025079,PRD003843,Jasa Jahit Permak,241500,1,2025-07-28 00:33:41
PJI025080,PJL025080,PRD019930,Sandal Kulit,55500,5,2024-11-09 06:26:50
PJI025081,PJL025081,PRD017960,Krupuk Ikan,51500,2,2026-02-26 13:24:57
PJI025082,PJL025082,PRD009865,Seragam Komunitas,96000,5,2026-02-15 23:23:42
PJI025083,PJL025083,PRD001265,Batik Tulis,250500,1,2025-07-24 19:16:03
PJI025084,PJL025084,PRD012782,Kemeja Linen,140500,3,2024-05-16 08:26:17
PJI025085,PJL025085,PRD012687,Kue Kering,119500,2,2024-08-14 08:21:12
PJI025086,PJL025086,PRD010832,Kemeja Linen,346500,4,2025-03-24 17:53:18
PJI025087,PJL025087,PRD002248,Kacang Bawang,87500,4,2025-03-07 16:15:30
PJI025088,PJL025088,PRD002604,Peralatan Dapur,234000,2,2025-08-18 15:10:23
PJI025089,PJL025089,PRD016152,Sabun Herbal,124500,2,2025-08-21 05:37:00
PJI025090,PJL025090,PRD011027,Souvenir Pernikahan,129000,2,2024-07-18 17:45:01
PJI025091,PJL025091,PRD016901,Konsultasi UMKM,1040500,2,2024-04-16 02:20:47
PJI025092,PJL025092,PRD001717,Frozen Food,101000,1,2025-06-15 05:07:53
PJI025093,PJL025093,PRD010810,Sari Lemon,196500,2,2024-08-08 23:31:21
PJI025094,PJL025094,PRD004532,Kacang Bawang,97000,7,2026-04-12 06:47:03
PJI025095,PJL025095,PRD004658,Mukena Travel,398000,4,2025-12-20 08:31:27
PJI025096,PJL025096,PRD010675,Tas Rajut,130500,3,2026-01-24 05:01:14
PJI025097,PJL025097,PRD002974,Abon Sapi,63500,5,2025-01-24 23:19:46
PJI025098,PJL025098,PRD006790,Desain Banner Online,747000,2,2025-09-10 18:34:39
PJI025099,PJL025099,PRD010735,Serum Herbal,147500,4,2024-08-15 12:31:39
PJI025100,PJL025100,PRD014473,Brownies Kukus,51000,5,2025-03-29 16:51:07
PJI025101,PJL025101,PRD005978,Kue Kering,23000,9,2026-03-12 06:43:41
PJI025102,PJL025102,PRD015814,Katalog Interaktif,1447000,2,2026-03-17 13:55:50
PJI025103,PJL025103,PRD015956,Kursus Privat,716000,2,2026-04-11 14:07:03
PJI025104,PJL025104,PRD013761,Sabun Herbal,74000,5,2025-05-15 05:52:34
PJI025105,PJL025105,PRD009232,Sirup Jahe,94500,6,2024-07-31 18:16:45
PJI025106,PJL025106,PRD009636,Peyek Kacang,7500,6,2024-08-04 08:50:38
PJI025107,PJL025107,PRD012489,Minyak Kelapa,79000,6,2025-03-06 22:35:39
PJI025108,PJL025108,PRD018932,Hampers UMKM,309000,3,2026-04-24 02:00:31
PJI025109,PJL025109,PRD000339,Brownies Kukus,64000,2,2025-12-21 11:37:48
PJI025110,PJL025110,PRD018188,Blouse Batik,56000,4,2024-05-03 08:32:10
PJI025111,PJL025111,PRD003907,Madu Hutan,105000,1,2024-05-30 04:49:34
PJI025112,PJL025112,PRD014554,Hampers UMKM,465000,3,2026-05-26 18:30:47
PJI025113,PJL025113,PRD016886,Landing Page UMKM,2596500,2,2025-05-28 18:54:45
PJI025114,PJL025114,PRD017617,Sambal Bawang,29500,2,2026-05-04 12:27:22
PJI025115,PJL025115,PRD016255,Paket Dokumentasi Produk,1062500,2,2025-08-26 20:10:27
PJI025116,PJL025116,PRD010389,Aplikasi Kasir Sederhana,580500,2,2026-05-11 14:46:23
PJI025117,PJL025117,PRD007005,Tas Ecoprint,533500,1,2024-08-07 14:32:09
PJI025118,PJL025118,PRD000024,Kopi Susu Botol,151000,1,2024-12-04 04:20:37
PJI025119,PJL025119,PRD001249,Kacang Bawang,135000,10,2025-06-01 05:18:29
PJI025120,PJL025120,PRD014062,Sayur Hidroponik,183000,2,2026-04-16 03:32:22
PJI025121,PJL025121,PRD014219,Sayur Hidroponik,183500,4,2025-01-09 00:28:55
PJI025122,PJL025122,PRD016983,Nasi Box,17000,1,2025-04-27 07:19:31
PJI025123,PJL025123,PRD014083,Face Mist Mawar,134500,4,2025-09-08 08:43:47
PJI025124,PJL025124,PRD002044,Frame Foto Kayu,407500,3,2025-07-26 11:54:15
PJI025125,PJL025125,PRD010296,Kaos Sablon,326000,1,2026-04-02 20:21:14
PJI025126,PJL025126,PRD002616,Minuman Kemasan,823500,2,2024-07-02 00:35:15
PJI025127,PJL025127,PRD008276,Perlengkapan Warung,228000,4,2025-11-04 20:50:24
PJI025128,PJL025128,PRD004458,Kemeja Linen,53500,2,2024-02-13 04:02:16
PJI025129,PJL025129,PRD003311,Aneka ATK,545500,2,2025-11-22 15:52:19
PJI025130,PJL025130,PRD004720,Produk Konsinyasi Lokal,96500,7,2025-04-07 03:40:40
PJI025131,PJL025131,PRD012718,Bibit Cabai,100000,4,2025-07-12 02:16:10
PJI025132,PJL025132,PRD014850,Frame Foto Kayu,278000,3,2025-09-30 10:49:49
PJI025133,PJL025133,PRD002513,Kotak Hampers,236000,1,2025-10-18 22:39:21
PJI025134,PJL025134,PRD015203,Outer Tenun,120000,1,2025-04-17 17:14:54
PJI025135,PJL025135,PRD015150,Souvenir Pernikahan,205000,1,2026-05-30 17:50:32
PJI025136,PJL025136,PRD005150,Keripik Singkong,115000,4,2025-06-04 03:27:01
PJI025137,PJL025137,PRD011607,Kopi Susu Botol,26500,5,2026-01-09 16:18:49
PJI025138,PJL025138,PRD010572,Katalog Interaktif,438500,2,2025-03-13 03:51:15
PJI025139,PJL025139,PRD012532,Jasa Cleaning,894000,2,2025-10-10 19:23:10
PJI025140,PJL025140,PRD007772,Paket Sembako,185000,1,2024-10-24 23:35:39
PJI025141,PJL025141,PRD005931,Madu Hutan,145000,2,2024-12-26 13:48:36
PJI025142,PJL025142,PRD014064,Tas Rajut,355500,3,2026-01-31 06:57:01
PJI025143,PJL025143,PRD015966,Dompet Kulit,141500,1,2024-10-06 23:39:25
PJI025144,PJL025144,PRD010000,Dimsum Ayam,36500,6,2024-06-01 18:29:21
PJI025145,PJL025145,PRD010521,Beras Organik,49000,3,2024-12-05 02:24:54
PJI025146,PJL025146,PRD006387,Sandal Kulit,72000,4,2026-01-24 21:38:23
PJI025147,PJL025147,PRD006404,Scarf Motif,113000,1,2025-03-20 06:09:20
PJI025148,PJL025148,PRD012340,Sandal Kulit,145000,2,2025-12-15 08:32:29
