pendaftaran_pelatihan_id,status_sertifikat_id,dokumen_id,nomor_sertifikat,tanggal_pengajuan,tanggal_terbit,diverifikasi_oleh_admin_id,catatan_validasi
PDF013441,TERBIT,DOK011691,SERT/UMKMT/2026/00013441,2024-03-31 20:10:47,2024-04-11 20:10:47,ADM000203,Sertifikat telah diterbitkan secara digital.
PDF013442,TERBIT,DOK011692,SERT/UMKMT/2026/00013442,2025-04-30 09:10:16,2025-05-03 09:10:16,ADM000109,Sertifikat telah diterbitkan secara digital.
PDF013443,DITOLAK,,,2024-09-29 07:53:20,,ADM000103,Progress pelatihan belum mencapai syarat minimal.
PDF013444,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013445,TERBIT,DOK011695,SERT/UMKMT/2026/00013445,2025-08-02 18:31:10,2025-08-11 18:31:10,ADM000219,Sertifikat telah diterbitkan secara digital.
PDF013446,TERBIT,DOK011696,SERT/UMKMT/2026/00013446,2025-12-15 10:18:54,2025-12-16 10:18:54,ADM000034,Sertifikat telah diterbitkan secara digital.
PDF013447,TERBIT,DOK011697,SERT/UMKMT/2026/00013447,2026-05-21 14:15:41,2026-05-26 14:15:41,ADM000059,Sertifikat telah diterbitkan secara digital.
PDF013448,TERBIT,DOK011698,SERT/UMKMT/2026/00013448,2024-07-17 08:57:53,2024-07-27 08:57:53,ADM000144,Sertifikat telah diterbitkan secara digital.
PDF013449,TERBIT,DOK011699,SERT/UMKMT/2026/00013449,2024-12-08 10:21:05,2024-12-09 10:21:05,ADM000002,Sertifikat telah diterbitkan secara digital.
PDF013450,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013451,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013452,TERBIT,DOK011702,SERT/UMKMT/2026/00013452,2024-09-17 07:28:20,2024-09-26 07:28:20,ADM000008,Sertifikat telah diterbitkan secara digital.
PDF013453,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013454,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013455,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013456,DIAJUKAN,,,2026-03-14 05:46:33,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013457,TERBIT,DOK011707,SERT/UMKMT/2026/00013457,2025-06-25 06:44:51,2025-06-29 06:44:51,ADM000046,Sertifikat telah diterbitkan secara digital.
PDF013458,TERBIT,DOK011708,SERT/UMKMT/2026/00013458,2025-10-27 04:54:25,2025-11-02 04:54:25,ADM000081,Sertifikat telah diterbitkan secara digital.
PDF013459,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013460,DIAJUKAN,,,2025-11-19 23:16:46,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013461,TERBIT,DOK011711,SERT/UMKMT/2026/00013461,2025-12-28 07:42:23,2026-01-03 07:42:23,ADM000083,Sertifikat telah diterbitkan secara digital.
PDF013462,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013463,TERBIT,DOK011713,SERT/UMKMT/2026/00013463,2025-05-11 17:26:08,2025-05-12 17:26:08,ADM000120,Sertifikat telah diterbitkan secara digital.
PDF013464,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013465,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013466,DIAJUKAN,,,2025-03-26 16:07:12,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013467,DIAJUKAN,,,2025-06-17 12:09:45,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013468,TERBIT,DOK011718,SERT/UMKMT/2026/00013468,2026-02-03 03:35:06,2026-02-14 03:35:06,ADM000056,Sertifikat telah diterbitkan secara digital.
PDF013469,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013470,TERBIT,DOK011720,SERT/UMKMT/2026/00013470,2025-12-12 05:43:30,2025-12-17 05:43:30,ADM000039,Sertifikat telah diterbitkan secara digital.
PDF013471,DIAJUKAN,,,2024-06-22 23:00:08,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013472,TERBIT,DOK011722,SERT/UMKMT/2026/00013472,2025-06-30 17:46:39,2025-07-07 17:46:39,ADM000149,Sertifikat telah diterbitkan secara digital.
PDF013473,DIAJUKAN,,,2024-09-10 11:30:44,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013474,TERBIT,DOK011724,SERT/UMKMT/2026/00013474,2025-10-21 11:35:05,2025-11-04 11:35:05,ADM000191,Sertifikat telah diterbitkan secara digital.
PDF013475,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013476,TERBIT,DOK011726,SERT/UMKMT/2026/00013476,2025-03-04 18:48:42,2025-03-11 18:48:42,ADM000054,Sertifikat telah diterbitkan secara digital.
PDF013477,DITOLAK,,,2024-01-24 13:14:02,,ADM000173,Data peserta perlu diperbaiki.
PDF013478,TERBIT,DOK011728,SERT/UMKMT/2026/00013478,2025-09-19 05:48:29,2025-10-01 05:48:29,ADM000034,Sertifikat telah diterbitkan secara digital.
PDF013479,TERBIT,DOK011729,SERT/UMKMT/2026/00013479,2025-07-22 03:20:17,2025-07-27 03:20:17,ADM000129,Sertifikat telah diterbitkan secara digital.
PDF013480,TERBIT,DOK011730,SERT/UMKMT/2026/00013480,2024-02-25 23:01:01,2024-03-03 23:01:01,ADM000188,Sertifikat telah diterbitkan secara digital.
PDF013481,TERBIT,DOK011731,SERT/UMKMT/2026/00013481,2024-06-01 11:40:26,2024-06-07 11:40:26,ADM000041,Sertifikat telah diterbitkan secara digital.
PDF013482,TERBIT,DOK011732,SERT/UMKMT/2026/00013482,2026-03-17 02:03:06,2026-03-21 02:03:06,ADM000201,Sertifikat telah diterbitkan secara digital.
PDF013483,DIAJUKAN,,,2024-11-20 13:28:17,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013484,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013485,DITOLAK,,,2025-05-11 18:48:27,,ADM000081,Progress pelatihan belum mencapai syarat minimal.
PDF013486,TERBIT,DOK011736,SERT/UMKMT/2026/00013486,2026-03-24 17:08:26,2026-04-05 17:08:26,ADM000014,Sertifikat telah diterbitkan secara digital.
PDF013487,TERBIT,DOK011737,SERT/UMKMT/2026/00013487,2025-09-17 19:21:58,2025-09-22 19:21:58,ADM000045,Sertifikat telah diterbitkan secara digital.
PDF013488,TERBIT,DOK011738,SERT/UMKMT/2026/00013488,2024-07-24 12:14:29,2024-08-05 12:14:29,ADM000222,Sertifikat telah diterbitkan secara digital.
PDF013489,TERBIT,DOK011739,SERT/UMKMT/2026/00013489,2025-11-17 13:32:55,2025-11-28 13:32:55,ADM000185,Sertifikat telah diterbitkan secara digital.
PDF013490,DIAJUKAN,,,2025-10-19 22:28:58,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013491,TERBIT,DOK011741,SERT/UMKMT/2026/00013491,2026-05-29 11:25:17,2026-05-31 11:25:17,ADM000215,Sertifikat telah diterbitkan secara digital.
PDF013492,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013493,DITOLAK,,,2025-03-28 06:29:42,,ADM000159,Progress pelatihan belum mencapai syarat minimal.
PDF013494,TERBIT,DOK011744,SERT/UMKMT/2026/00013494,2025-12-30 11:02:27,2026-01-05 11:02:27,ADM000105,Sertifikat telah diterbitkan secara digital.
PDF013495,TERBIT,DOK011745,SERT/UMKMT/2026/00013495,2026-03-18 18:48:25,2026-03-28 18:48:25,ADM000032,Sertifikat telah diterbitkan secara digital.
PDF013496,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013497,DITOLAK,,,2025-04-29 03:55:38,,ADM000003,Tugas proyek belum diterima.
PDF013498,DIAJUKAN,,,2024-10-29 21:39:01,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013499,DITOLAK,,,2026-04-05 17:18:08,,ADM000062,Data peserta perlu diperbaiki.
PDF013500,DITOLAK,,,2025-12-06 23:30:12,,ADM000064,Progress pelatihan belum mencapai syarat minimal.
PDF013501,DIAJUKAN,,,2024-04-14 20:00:07,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013502,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013503,TERBIT,DOK011753,SERT/UMKMT/2026/00013503,2026-02-02 23:38:47,2026-02-09 23:38:47,ADM000165,Sertifikat telah diterbitkan secara digital.
PDF013504,TERBIT,DOK011754,SERT/UMKMT/2026/00013504,2025-08-28 00:43:45,2025-09-09 00:43:45,ADM000204,Sertifikat telah diterbitkan secara digital.
PDF013505,TERBIT,DOK011755,SERT/UMKMT/2026/00013505,2024-04-29 07:32:49,2024-05-07 07:32:49,ADM000196,Sertifikat telah diterbitkan secara digital.
PDF013506,DIAJUKAN,,,2024-11-24 23:36:21,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013507,TERBIT,DOK011757,SERT/UMKMT/2026/00013507,2025-03-27 07:50:17,2025-03-28 07:50:17,ADM000183,Sertifikat telah diterbitkan secara digital.
PDF013508,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013509,TERBIT,DOK011759,SERT/UMKMT/2026/00013509,2024-07-05 13:06:41,2024-07-12 13:06:41,ADM000103,Sertifikat telah diterbitkan secara digital.
PDF013510,DITOLAK,,,2025-09-19 08:02:05,,ADM000065,Data peserta perlu diperbaiki.
PDF013511,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013512,TERBIT,DOK011762,SERT/UMKMT/2026/00013512,2025-05-09 05:03:39,2025-05-22 05:03:39,ADM000034,Sertifikat telah diterbitkan secara digital.
PDF013513,TERBIT,DOK011763,SERT/UMKMT/2026/00013513,2025-06-20 14:36:45,2025-06-28 14:36:45,ADM000021,Sertifikat telah diterbitkan secara digital.
PDF013514,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013515,DITOLAK,,,2025-11-26 12:50:22,,ADM000131,Data peserta perlu diperbaiki.
PDF013516,TERBIT,DOK011766,SERT/UMKMT/2026/00013516,2026-02-20 00:39:05,2026-02-26 00:39:05,ADM000207,Sertifikat telah diterbitkan secara digital.
PDF013517,TERBIT,DOK011767,SERT/UMKMT/2026/00013517,2025-06-22 17:37:30,2025-07-03 17:37:30,ADM000001,Sertifikat telah diterbitkan secara digital.
PDF013518,TERBIT,DOK011768,SERT/UMKMT/2026/00013518,2025-06-25 06:01:24,2025-07-08 06:01:24,ADM000175,Sertifikat telah diterbitkan secara digital.
PDF013519,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013520,DIAJUKAN,,,2025-06-06 05:29:34,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013521,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013522,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013523,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013524,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013525,DIAJUKAN,,,2025-07-29 19:58:26,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013526,TERBIT,DOK011776,SERT/UMKMT/2026/00013526,2024-04-24 09:26:17,2024-05-03 09:26:17,ADM000216,Sertifikat telah diterbitkan secara digital.
PDF013527,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013528,TERBIT,DOK011778,SERT/UMKMT/2026/00013528,2025-11-11 21:43:51,2025-11-13 21:43:51,ADM000148,Sertifikat telah diterbitkan secara digital.
PDF013529,TERBIT,DOK011779,SERT/UMKMT/2026/00013529,2025-12-19 23:09:57,2025-12-22 23:09:57,ADM000227,Sertifikat telah diterbitkan secara digital.
PDF013530,TERBIT,DOK011780,SERT/UMKMT/2026/00013530,2025-12-31 10:37:35,2026-01-04 10:37:35,ADM000034,Sertifikat telah diterbitkan secara digital.
PDF013531,DIAJUKAN,,,2025-07-14 16:47:44,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013532,TERBIT,DOK011782,SERT/UMKMT/2026/00013532,2024-12-25 21:44:23,2025-01-07 21:44:23,ADM000038,Sertifikat telah diterbitkan secara digital.
PDF013533,TERBIT,DOK011783,SERT/UMKMT/2026/00013533,2025-03-10 20:23:35,2025-03-14 20:23:35,ADM000151,Sertifikat telah diterbitkan secara digital.
PDF013534,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013535,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013536,TERBIT,DOK011786,SERT/UMKMT/2026/00013536,2025-08-15 12:35:50,2025-08-27 12:35:50,ADM000232,Sertifikat telah diterbitkan secara digital.
PDF013537,TERBIT,DOK011787,SERT/UMKMT/2026/00013537,2026-03-13 11:15:55,2026-03-20 11:15:55,ADM000165,Sertifikat telah diterbitkan secara digital.
PDF013538,TERBIT,DOK011788,SERT/UMKMT/2026/00013538,2024-12-11 16:46:35,2024-12-16 16:46:35,ADM000123,Sertifikat telah diterbitkan secara digital.
PDF013539,TERBIT,DOK011789,SERT/UMKMT/2026/00013539,2025-06-11 06:44:24,2025-06-24 06:44:24,ADM000026,Sertifikat telah diterbitkan secara digital.
PDF013540,DIAJUKAN,,,2025-11-29 06:18:05,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013541,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013542,DIBATALKAN,,,2026-03-03 20:49:02,,ADM000165,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF013543,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013544,TERBIT,DOK011794,SERT/UMKMT/2026/00013544,2026-05-27 19:37:15,2026-06-04 19:37:15,ADM000050,Sertifikat telah diterbitkan secara digital.
PDF013545,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013546,DIAJUKAN,,,2024-11-23 00:47:37,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013547,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013548,TERBIT,DOK011798,SERT/UMKMT/2026/00013548,2025-01-23 07:41:12,2025-02-01 07:41:12,ADM000185,Sertifikat telah diterbitkan secara digital.
PDF013549,DITOLAK,,,2024-06-21 03:54:58,,ADM000204,Data peserta perlu diperbaiki.
PDF013550,TERBIT,DOK011800,SERT/UMKMT/2026/00013550,2025-07-29 21:51:48,2025-08-06 21:51:48,ADM000134,Sertifikat telah diterbitkan secara digital.
PDF013551,TERBIT,DOK011801,SERT/UMKMT/2026/00013551,2025-05-26 07:03:01,2025-05-30 07:03:01,ADM000031,Sertifikat telah diterbitkan secara digital.
PDF013552,TERBIT,DOK011802,SERT/UMKMT/2026/00013552,2026-04-11 23:34:03,2026-04-16 23:34:03,ADM000223,Sertifikat telah diterbitkan secara digital.
PDF013553,TERBIT,DOK011803,SERT/UMKMT/2026/00013553,2024-01-25 00:41:30,2024-01-27 00:41:30,ADM000200,Sertifikat telah diterbitkan secara digital.
PDF013554,TERBIT,DOK011804,SERT/UMKMT/2026/00013554,2025-08-23 12:31:21,2025-08-24 12:31:21,ADM000065,Sertifikat telah diterbitkan secara digital.
PDF013555,DIAJUKAN,,,2026-01-01 21:14:11,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013556,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013557,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013558,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013559,TERBIT,DOK011809,SERT/UMKMT/2026/00013559,2024-04-17 09:13:25,2024-04-30 09:13:25,ADM000166,Sertifikat telah diterbitkan secara digital.
PDF013560,TERBIT,DOK011810,SERT/UMKMT/2026/00013560,2025-02-23 01:46:17,2025-03-02 01:46:17,ADM000120,Sertifikat telah diterbitkan secara digital.
PDF013561,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013562,DIAJUKAN,,,2026-05-29 17:48:55,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013563,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013564,TERBIT,DOK011814,SERT/UMKMT/2026/00013564,2026-04-21 00:58:42,2026-04-29 00:58:42,ADM000248,Sertifikat telah diterbitkan secara digital.
PDF013565,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013566,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013567,DIAJUKAN,,,2026-02-10 11:31:38,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013568,TERBIT,DOK011818,SERT/UMKMT/2026/00013568,2024-02-08 21:34:06,2024-02-20 21:34:06,ADM000042,Sertifikat telah diterbitkan secara digital.
PDF013569,TERBIT,DOK011819,SERT/UMKMT/2026/00013569,2025-04-06 00:36:33,2025-04-16 00:36:33,ADM000240,Sertifikat telah diterbitkan secara digital.
PDF013570,DIAJUKAN,,,2025-05-19 22:30:53,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013571,TERBIT,DOK011821,SERT/UMKMT/2026/00013571,2024-06-18 16:10:43,2024-06-29 16:10:43,ADM000247,Sertifikat telah diterbitkan secara digital.
PDF013572,TERBIT,DOK011822,SERT/UMKMT/2026/00013572,2025-08-18 12:14:48,2025-08-31 12:14:48,ADM000184,Sertifikat telah diterbitkan secara digital.
PDF013573,TERBIT,DOK011823,SERT/UMKMT/2026/00013573,2025-03-16 12:50:50,2025-03-30 12:50:50,ADM000096,Sertifikat telah diterbitkan secara digital.
PDF013574,TERBIT,DOK011824,SERT/UMKMT/2026/00013574,2025-05-03 19:26:20,2025-05-13 19:26:20,ADM000121,Sertifikat telah diterbitkan secara digital.
PDF013575,TERBIT,DOK011825,SERT/UMKMT/2026/00013575,2025-10-21 14:28:05,2025-10-31 14:28:05,ADM000005,Sertifikat telah diterbitkan secara digital.
PDF013576,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013577,TERBIT,DOK011827,SERT/UMKMT/2026/00013577,2026-03-03 21:24:10,2026-03-15 21:24:10,ADM000182,Sertifikat telah diterbitkan secara digital.
PDF013578,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013579,DIAJUKAN,,,2026-01-27 22:10:24,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013580,TERBIT,DOK011830,SERT/UMKMT/2026/00013580,2024-12-11 13:04:45,2024-12-13 13:04:45,ADM000149,Sertifikat telah diterbitkan secara digital.
PDF013581,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013582,TERBIT,DOK011832,SERT/UMKMT/2026/00013582,2025-05-02 08:15:13,2025-05-14 08:15:13,ADM000187,Sertifikat telah diterbitkan secara digital.
PDF013583,TERBIT,DOK011833,SERT/UMKMT/2026/00013583,2024-06-12 19:36:38,2024-06-26 19:36:38,ADM000014,Sertifikat telah diterbitkan secara digital.
PDF013584,DIAJUKAN,,,2025-01-21 23:57:22,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013585,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013586,DITOLAK,,,2025-08-16 17:23:25,,ADM000210,Tugas proyek belum diterima.
PDF013587,TERBIT,DOK011837,SERT/UMKMT/2026/00013587,2026-05-27 20:49:57,2026-06-04 20:49:57,ADM000125,Sertifikat telah diterbitkan secara digital.
PDF013588,DIAJUKAN,,,2025-01-13 10:09:18,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013589,TERBIT,DOK011839,SERT/UMKMT/2026/00013589,2024-04-19 20:51:54,2024-04-25 20:51:54,ADM000164,Sertifikat telah diterbitkan secara digital.
PDF013590,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013591,TERBIT,DOK011841,SERT/UMKMT/2026/00013591,2024-05-08 03:24:50,2024-05-21 03:24:50,ADM000078,Sertifikat telah diterbitkan secara digital.
PDF013592,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013593,TERBIT,DOK011843,SERT/UMKMT/2026/00013593,2024-03-24 23:40:44,2024-03-29 23:40:44,ADM000111,Sertifikat telah diterbitkan secara digital.
PDF013594,TERBIT,DOK011844,SERT/UMKMT/2026/00013594,2024-03-02 01:53:39,2024-03-07 01:53:39,ADM000095,Sertifikat telah diterbitkan secara digital.
PDF013595,TERBIT,DOK011845,SERT/UMKMT/2026/00013595,2024-09-14 23:11:56,2024-09-22 23:11:56,ADM000120,Sertifikat telah diterbitkan secara digital.
PDF013596,TERBIT,DOK011846,SERT/UMKMT/2026/00013596,2025-03-10 06:23:14,2025-03-20 06:23:14,ADM000134,Sertifikat telah diterbitkan secara digital.
PDF013597,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013598,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013599,DIAJUKAN,,,2026-05-24 16:19:03,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013600,TERBIT,DOK011850,SERT/UMKMT/2026/00013600,2025-12-29 03:23:40,2026-01-10 03:23:40,ADM000174,Sertifikat telah diterbitkan secara digital.
PDF013601,DIAJUKAN,,,2025-12-12 08:13:34,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013602,TERBIT,DOK011852,SERT/UMKMT/2026/00013602,2026-01-01 08:49:38,2026-01-15 08:49:38,ADM000216,Sertifikat telah diterbitkan secara digital.
PDF013603,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013604,DITOLAK,,,2025-01-17 16:25:13,,ADM000249,Data peserta perlu diperbaiki.
PDF013605,TERBIT,DOK011855,SERT/UMKMT/2026/00013605,2024-05-15 08:23:38,2024-05-26 08:23:38,ADM000065,Sertifikat telah diterbitkan secara digital.
PDF013606,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013607,DIAJUKAN,,,2025-11-16 09:23:24,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013608,DIBATALKAN,,,2024-04-29 08:40:34,,ADM000050,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF013609,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013610,DIAJUKAN,,,2024-06-17 05:02:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013611,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013612,TERBIT,DOK011862,SERT/UMKMT/2026/00013612,2024-12-18 19:34:36,2024-12-28 19:34:36,ADM000019,Sertifikat telah diterbitkan secara digital.
PDF013613,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013614,TERBIT,DOK011864,SERT/UMKMT/2026/00013614,2026-01-28 22:52:01,2026-02-09 22:52:01,ADM000076,Sertifikat telah diterbitkan secara digital.
PDF013615,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013616,TERBIT,DOK011866,SERT/UMKMT/2026/00013616,2026-01-16 15:10:45,2026-01-19 15:10:45,ADM000126,Sertifikat telah diterbitkan secara digital.
PDF013617,DIAJUKAN,,,2025-09-27 04:37:51,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013618,TERBIT,DOK011868,SERT/UMKMT/2026/00013618,2026-05-27 04:14:50,2026-05-31 04:14:50,ADM000160,Sertifikat telah diterbitkan secara digital.
PDF013619,DIAJUKAN,,,2025-07-12 14:40:03,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013620,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013621,TERBIT,DOK011871,SERT/UMKMT/2026/00013621,2024-10-16 20:34:11,2024-10-29 20:34:11,ADM000024,Sertifikat telah diterbitkan secara digital.
PDF013622,DIAJUKAN,,,2024-10-06 12:55:41,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013623,TERBIT,DOK011873,SERT/UMKMT/2026/00013623,2025-11-12 12:46:09,2025-11-21 12:46:09,ADM000159,Sertifikat telah diterbitkan secara digital.
PDF013624,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013625,TERBIT,DOK011875,SERT/UMKMT/2026/00013625,2024-04-25 22:11:09,2024-05-01 22:11:09,ADM000002,Sertifikat telah diterbitkan secara digital.
PDF013626,DIBATALKAN,,,2025-09-28 16:55:42,,ADM000047,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF013627,TERBIT,DOK011877,SERT/UMKMT/2026/00013627,2024-11-13 10:57:05,2024-11-22 10:57:05,ADM000206,Sertifikat telah diterbitkan secara digital.
PDF013628,TERBIT,DOK011878,SERT/UMKMT/2026/00013628,2024-08-15 23:06:30,2024-08-23 23:06:30,ADM000037,Sertifikat telah diterbitkan secara digital.
PDF013629,TERBIT,DOK011879,SERT/UMKMT/2026/00013629,2025-07-22 12:24:26,2025-07-27 12:24:26,ADM000060,Sertifikat telah diterbitkan secara digital.
PDF013630,TERBIT,DOK011880,SERT/UMKMT/2026/00013630,2026-05-02 12:09:05,2026-05-07 12:09:05,ADM000156,Sertifikat telah diterbitkan secara digital.
PDF013631,TERBIT,DOK011881,SERT/UMKMT/2026/00013631,2025-03-22 10:08:35,2025-04-01 10:08:35,ADM000069,Sertifikat telah diterbitkan secara digital.
PDF013632,DITOLAK,,,2024-05-26 10:32:44,,ADM000173,Progress pelatihan belum mencapai syarat minimal.
PDF013633,DIAJUKAN,,,2025-08-17 18:11:08,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF013634,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013635,TERBIT,DOK011885,SERT/UMKMT/2026/00013635,2026-03-13 22:52:24,2026-03-14 22:52:24,ADM000078,Sertifikat telah diterbitkan secara digital.
PDF013636,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013637,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF013638,TERBIT,DOK011888,SERT/UMKMT/2026/00013638,2026-03-16 06:15:56,2026-03-20 06:15:56,ADM000055,Sertifikat telah diterbitkan secara digital.
PDF013639,TERBIT,DOK011889,SERT/UMKMT/2026/00013639,2025-01-05 22:35:08,2025-01-19 22:35:08,ADM000095,Sertifikat telah diterbitkan secara digital.
