umkm_id,status_perkembangan_id,laba_harian,jumlah_produk,created_at
UMK003579,NAIK,369000,3,2026-05-31 06:26:00
UMK003580,STABIL,179000,4,2026-05-31 05:07:00
UMK003581,NAIK,457000,4,2026-05-31 09:01:00
UMK003582,STABIL,245000,6,2026-05-31 06:25:00
UMK003583,STABIL,289000,6,2026-05-31 08:47:00
UMK003584,NAIK,378000,3,2026-05-31 06:51:00
UMK003585,STABIL,452000,5,2026-05-31 07:51:00
UMK003586,STABIL,237000,2,2026-05-31 02:37:00
UMK003587,STABIL,164000,4,2026-05-31 02:08:00
UMK003588,EKSPANSI,1021000,2,2026-05-31 01:48:00
UMK003589,TURUN,188433,4,2026-05-31 03:10:00
UMK003590,STABIL,655000,5,2026-05-31 04:57:00
UMK003591,STABIL,405000,4,2026-05-31 08:21:00
UMK003592,STABIL,190000,6,2026-05-31 03:12:00
UMK003593,STABIL,722000,3,2026-05-31 01:01:00
UMK003594,NAIK,200000,6,2026-05-31 09:18:00
UMK003595,NAIK,414000,7,2026-05-31 08:59:00
UMK003596,EKSPANSI,299000,2,2026-05-31 06:01:00
UMK003597,EKSPANSI,870000,2,2026-05-31 08:35:00
UMK003598,STABIL,740000,3,2026-05-31 07:37:00
UMK003599,STABIL,419000,7,2026-05-31 08:55:00
UMK003600,STABIL,308000,4,2026-05-31 05:29:00
UMK003601,STABIL,1124000,3,2026-05-31 09:52:00
UMK003602,STABIL,245000,4,2026-05-31 02:47:00
UMK003603,STABIL,301000,2,2026-05-31 04:16:00
UMK003604,NAIK,170000,2,2026-05-31 03:22:00
UMK003605,STABIL,2009000,6,2026-05-31 03:27:00
UMK003606,NAIK,659000,4,2026-05-31 04:57:00
UMK003607,STABIL,225000,6,2026-05-31 08:09:00
UMK003608,STABIL,1678000,4,2026-05-31 06:16:00
UMK003609,STABIL,139000,4,2026-05-31 05:45:00
UMK003610,EKSPANSI,1211000,4,2026-05-31 05:20:00
UMK003611,STABIL,1369000,2,2026-05-31 01:51:00
UMK003612,STABIL,253000,6,2026-05-31 01:41:00
UMK003613,NAIK,372000,4,2026-05-31 04:47:00
UMK003614,NAIK,324000,2,2026-05-31 10:00:00
UMK003615,NAIK,2006000,3,2026-05-31 07:47:00
UMK003616,STABIL,171000,5,2026-05-31 06:57:00
UMK003617,STABIL,463000,5,2026-05-31 03:00:00
UMK003618,STABIL,252000,3,2026-05-31 01:22:00
UMK003619,NAIK,504000,2,2026-05-31 09:59:00
UMK003620,STABIL,69000,5,2026-05-31 05:47:00
UMK003621,STABIL,1006000,3,2026-05-31 03:17:00
UMK003622,STABIL,147000,2,2026-05-31 06:39:00
UMK003623,STABIL,328000,5,2026-05-31 03:58:00
UMK003624,STABIL,165000,4,2026-05-31 08:30:00
UMK003625,STABIL,592000,6,2026-05-31 04:07:00
UMK003626,NAIK,614000,4,2026-05-31 09:34:00
UMK003627,STABIL,410000,4,2026-05-31 05:27:00
UMK003628,STABIL,265000,4,2026-05-31 03:12:00
UMK003629,STABIL,537000,3,2026-05-31 03:42:00
UMK003630,NAIK,329000,5,2026-05-31 07:21:00
UMK003631,STABIL,381000,4,2026-05-31 09:55:00
UMK003632,NAIK,667000,5,2026-05-31 03:55:00
UMK003633,STABIL,226813,5,2026-05-31 08:12:00
UMK003634,STABIL,180000,7,2026-05-31 06:35:00
UMK003635,STABIL,1214000,6,2026-05-31 01:22:00
UMK003636,STABIL,232000,5,2026-05-31 04:35:00
UMK003637,STABIL,795000,6,2026-05-31 06:15:00
UMK003638,STABIL,671000,1,2026-05-31 02:43:00
UMK003639,NAIK,300000,6,2026-05-31 02:45:00
UMK003640,STABIL,890000,3,2026-05-31 01:11:00
UMK003641,STABIL,129000,4,2026-05-31 08:28:00
UMK003642,STABIL,104000,5,2026-05-31 03:58:00
UMK003643,STABIL,271000,5,2026-05-31 03:48:00
UMK003644,EKSPANSI,123000,2,2026-05-31 02:36:00
UMK003645,STABIL,260000,6,2026-05-31 04:52:00
UMK003646,STABIL,343000,7,2026-05-31 01:08:00
UMK003647,STABIL,92000,6,2026-05-31 07:08:00
UMK003648,NAIK,434000,3,2026-05-31 02:55:00
UMK003649,STABIL,265000,2,2026-05-31 02:09:00
UMK003650,STABIL,361000,7,2026-05-31 05:26:00
UMK003651,NAIK,438000,3,2026-05-31 03:15:00
UMK003652,STABIL,317000,6,2026-05-31 03:07:00
UMK003653,NAIK,1393000,7,2026-05-31 01:26:00
UMK003654,STABIL,351000,4,2026-05-31 02:37:00
UMK003655,NAIK,722000,6,2026-05-31 04:22:00
UMK003656,STABIL,736000,2,2026-05-31 07:37:00
UMK003657,NAIK,939000,7,2026-05-31 01:16:00
UMK003658,STABIL,188000,7,2026-05-31 09:32:00
UMK003659,STABIL,360000,5,2026-05-31 01:55:00
UMK003660,STABIL,113000,6,2026-05-31 09:57:00
UMK003661,STABIL,339000,3,2026-05-31 07:40:00
UMK003662,EKSPANSI,375000,2,2026-05-31 05:08:00
UMK003663,NAIK,816000,6,2026-05-31 08:30:00
UMK003664,STABIL,560000,6,2026-05-31 01:34:00
UMK003665,EKSPANSI,194000,6,2026-05-31 02:26:00
UMK003666,EKSPANSI,739000,2,2026-05-31 03:02:00
UMK003667,EKSPANSI,278000,6,2026-05-31 03:41:00
UMK003668,STABIL,320000,4,2026-05-31 09:49:00
UMK003669,STABIL,276000,5,2026-05-31 04:05:00
UMK003670,STABIL,199000,3,2026-05-31 06:58:00
UMK003671,STABIL,492000,4,2026-05-31 05:12:00
UMK003672,STABIL,596000,2,2026-05-31 05:10:00
UMK003673,NAIK,649000,6,2026-05-31 05:06:00
UMK003674,NAIK,1744000,4,2026-05-31 01:50:00
UMK003675,STABIL,89000,2,2026-05-31 07:35:00
UMK003676,STABIL,211000,3,2026-05-31 05:53:00
UMK003677,NAIK,315000,2,2026-05-31 03:35:00
UMK003678,NAIK,241000,4,2026-05-31 02:51:00
UMK003679,STABIL,1073000,3,2026-05-31 08:06:00
UMK003680,STABIL,330000,2,2026-05-31 05:25:00
UMK003681,STABIL,273000,3,2026-05-31 04:35:00
UMK003682,STABIL,549000,5,2026-05-31 04:27:00
UMK003683,STABIL,1136000,4,2026-05-31 03:41:00
UMK003684,NAIK,997000,5,2026-05-31 03:00:00
UMK003685,STABIL,90000,5,2026-05-31 07:28:00
UMK003686,BERISIKO,34610,3,2026-05-31 07:17:00
UMK003687,STABIL,453000,5,2026-05-31 05:09:00
UMK003688,EKSPANSI,1043000,4,2026-05-31 01:14:00
UMK003689,NAIK,210000,5,2026-05-31 08:50:00
UMK003690,STABIL,198000,2,2026-05-31 03:16:00
UMK003691,STABIL,180000,5,2026-05-31 08:48:00
UMK003692,NAIK,1114000,2,2026-05-31 09:38:00
UMK003693,STABIL,441000,5,2026-05-31 08:01:00
UMK003694,STABIL,275000,5,2026-05-31 03:04:00
UMK003695,STABIL,378000,5,2026-05-31 04:33:00
UMK003696,STABIL,406000,6,2026-05-31 03:28:00
UMK003697,STABIL,172000,4,2026-05-31 05:35:00
UMK003698,STABIL,431000,5,2026-05-31 10:00:00
UMK003699,NAIK,237000,3,2026-05-31 07:31:00
UMK003700,STABIL,203000,5,2026-05-31 01:40:00
UMK003701,STABIL,108000,3,2026-05-31 03:11:00
UMK003702,STABIL,433000,6,2026-05-31 09:14:00
UMK003703,NAIK,206000,5,2026-05-31 06:21:00
UMK003704,STABIL,556000,1,2026-05-31 02:26:00
UMK003705,STABIL,203000,4,2026-05-31 09:12:00
UMK003706,NAIK,184000,2,2026-05-31 04:52:00
UMK003707,STABIL,292000,6,2026-05-31 04:36:00
UMK003708,STABIL,247000,2,2026-05-31 02:36:00
UMK003709,STABIL,260000,6,2026-05-31 05:16:00
UMK003710,STABIL,76000,5,2026-05-31 04:20:00
UMK003711,NAIK,161000,2,2026-05-31 07:03:00
UMK003712,STABIL,1079000,7,2026-05-31 09:57:00
UMK003713,STABIL,384000,2,2026-05-31 09:01:00
UMK003714,STABIL,386000,1,2026-05-31 05:06:00
UMK003715,EKSPANSI,301000,4,2026-05-31 01:17:00
UMK003716,STABIL,981000,5,2026-05-31 02:09:00
UMK003717,EKSPANSI,4381000,6,2026-05-31 04:58:00
UMK003718,EKSPANSI,467000,8,2026-05-31 04:53:00
UMK003719,NAIK,415000,4,2026-05-31 09:57:00
UMK003720,BERISIKO,231000,6,2026-05-31 09:27:00
UMK003721,STABIL,150000,4,2026-05-31 06:30:00
UMK003722,STABIL,124000,5,2026-05-31 02:03:00
UMK003723,NAIK,1117000,1,2026-05-31 03:48:00
UMK003724,STABIL,123000,5,2026-05-31 09:45:00
UMK003725,STABIL,116000,6,2026-05-31 08:19:00
UMK003726,STABIL,587000,7,2026-05-31 06:15:00
UMK003727,STABIL,206000,5,2026-05-31 05:58:00
UMK003728,STABIL,282000,2,2026-05-31 05:05:00
UMK003729,STABIL,151000,5,2026-05-31 08:56:00
UMK003730,STABIL,244000,5,2026-05-31 01:07:00
UMK003731,STABIL,242000,2,2026-05-31 04:43:00
UMK003732,NAIK,397000,2,2026-05-31 07:31:00
UMK003733,STABIL,178000,6,2026-05-31 07:11:00
UMK003734,STABIL,322000,2,2026-05-31 03:29:00
UMK003735,STABIL,295000,5,2026-05-31 09:08:00
UMK003736,STABIL,172000,5,2026-05-31 01:24:00
UMK003737,NAIK,280000,6,2026-05-31 05:27:00
UMK003738,STABIL,807000,5,2026-05-31 06:24:00
UMK003739,STABIL,428000,3,2026-05-31 02:31:00
UMK003740,NAIK,225000,3,2026-05-31 06:25:00
UMK003741,STABIL,279000,3,2026-05-31 05:55:00
UMK003742,STABIL,229000,6,2026-05-31 05:29:00
UMK003743,STABIL,392000,5,2026-05-31 04:28:00
UMK003744,STABIL,971000,6,2026-05-31 04:29:00
UMK003745,EKSPANSI,198000,6,2026-05-31 04:00:00
UMK003746,STABIL,244000,5,2026-05-31 06:40:00
UMK003747,STABIL,241000,4,2026-05-31 08:48:00
UMK003748,NAIK,103000,3,2026-05-31 02:05:00
UMK003749,STABIL,1464000,5,2026-05-31 02:50:00
UMK003750,STABIL,306000,5,2026-05-31 07:38:00
UMK003751,STABIL,284000,4,2026-05-31 08:06:00
UMK003752,EKSPANSI,510000,6,2026-05-31 02:01:00
UMK003753,STABIL,188000,6,2026-05-31 09:48:00
UMK003754,STABIL,677000,4,2026-05-31 06:36:00
UMK003755,NAIK,353000,7,2026-05-31 04:47:00
UMK003756,NAIK,183000,5,2026-05-31 08:32:00
UMK003757,STABIL,136000,2,2026-05-31 05:58:00
UMK003758,NAIK,539000,3,2026-05-31 04:57:00
UMK003759,STABIL,765000,5,2026-05-31 07:45:00
UMK003760,NAIK,571000,2,2026-05-31 02:56:00
UMK003761,STABIL,195000,3,2026-05-31 08:56:00
UMK003762,STABIL,334000,6,2026-05-31 02:14:00
UMK003763,STABIL,127000,6,2026-05-31 06:53:00
UMK003764,STABIL,102000,3,2026-05-31 01:31:00
UMK003765,STABIL,162000,6,2026-05-31 06:33:00
UMK003766,NAIK,828000,3,2026-05-31 09:08:00
UMK003767,EKSPANSI,358000,4,2026-05-31 07:37:00
UMK003768,NAIK,915000,5,2026-05-31 09:14:00
UMK003769,STABIL,1469000,3,2026-05-31 05:49:00
UMK003770,EKSPANSI,974000,6,2026-05-31 06:19:00
UMK003771,NAIK,598000,4,2026-05-31 09:59:00
UMK003772,STABIL,135000,4,2026-05-31 07:29:00
UMK003773,STABIL,147000,2,2026-05-31 08:05:00
UMK003774,STABIL,493000,3,2026-05-31 01:24:00
UMK003775,NAIK,455000,1,2026-05-31 05:59:00
UMK003776,STABIL,1000000,7,2026-05-31 04:05:00
UMK003777,STABIL,343000,6,2026-05-31 01:37:00
UMK003778,STABIL,345000,5,2026-05-31 03:02:00
UMK003779,STABIL,193000,5,2026-05-31 09:50:00
UMK003780,STABIL,55000,7,2026-05-31 08:16:00
UMK003781,STABIL,601000,3,2026-05-31 01:18:00
UMK003782,NAIK,376000,2,2026-05-31 09:16:00
UMK003783,BERISIKO,69146,4,2026-05-31 04:25:00
UMK003784,EKSPANSI,540000,2,2026-05-31 09:02:00
UMK003785,STABIL,154000,5,2026-05-31 02:47:00
UMK003786,NAIK,324000,2,2026-05-31 02:40:00
UMK003787,STABIL,188000,1,2026-05-31 06:36:00
UMK003788,STABIL,1052000,4,2026-05-31 09:38:00
UMK003789,STABIL,107000,6,2026-05-31 05:33:00
UMK003790,STABIL,1971000,2,2026-05-31 01:45:00
UMK003791,STABIL,207000,2,2026-05-31 09:41:00
UMK003792,STABIL,138000,3,2026-05-31 02:21:00
UMK003793,STABIL,281000,6,2026-05-31 03:35:00
UMK003794,EKSPANSI,543000,6,2026-05-31 07:24:00
UMK003795,STABIL,92000,3,2026-05-31 09:23:00
UMK003796,STABIL,316000,6,2026-05-31 04:30:00
UMK003797,STABIL,715000,3,2026-05-31 04:04:00
UMK003798,STABIL,639000,6,2026-05-31 01:25:00
UMK003799,STABIL,804000,2,2026-05-31 07:32:00
UMK003800,NAIK,877000,4,2026-05-31 08:17:00
UMK003801,STABIL,288000,5,2026-05-31 09:35:00
UMK003802,STABIL,507000,2,2026-05-31 07:46:00
UMK003803,STABIL,227000,4,2026-05-31 07:57:00
UMK003804,STABIL,114000,2,2026-05-31 01:14:00
UMK003805,STABIL,189000,1,2026-05-31 09:48:00
UMK003806,STABIL,42388,2,2026-05-31 01:37:00
UMK003807,NAIK,670000,6,2026-05-31 04:39:00
UMK003808,EKSPANSI,1813000,4,2026-05-31 07:51:00
UMK003809,STABIL,99000,4,2026-05-31 06:19:00
UMK003810,NAIK,189000,5,2026-05-31 02:54:00
UMK003811,NAIK,281000,6,2026-05-31 01:35:00
UMK003812,STABIL,627000,2,2026-05-31 07:24:00
UMK003813,STABIL,824000,4,2026-05-31 05:59:00
UMK003814,NAIK,401000,3,2026-05-31 06:27:00
UMK003815,STABIL,268000,4,2026-05-31 09:07:00
UMK003816,NAIK,289000,3,2026-05-31 07:47:00
UMK003817,NAIK,414000,2,2026-05-31 05:01:00
UMK003818,STABIL,180000,5,2026-05-31 09:00:00
UMK003819,STABIL,191000,6,2026-05-31 07:43:00
UMK003820,STABIL,73000,5,2026-05-31 08:52:00
UMK003821,STABIL,659000,4,2026-05-31 08:41:00
UMK003822,NAIK,114000,2,2026-05-31 01:05:00
UMK003823,EKSPANSI,447000,4,2026-05-31 08:46:00
UMK003824,STABIL,178000,3,2026-05-31 02:30:00
UMK003825,STABIL,305000,2,2026-05-31 08:56:00
UMK003826,EKSPANSI,112000,2,2026-05-31 09:05:00
UMK003827,EKSPANSI,1688000,6,2026-05-31 07:20:00
UMK003828,STABIL,566000,3,2026-05-31 04:40:00
UMK003829,STABIL,317000,6,2026-05-31 07:14:00
UMK003830,STABIL,627000,5,2026-05-31 06:06:00
UMK003831,STABIL,333000,1,2026-05-31 04:39:00
UMK003832,EKSPANSI,2138000,4,2026-05-31 03:23:00
UMK003833,STABIL,175000,1,2026-05-31 08:57:00
UMK003834,NAIK,492000,5,2026-05-31 02:25:00
UMK003835,STABIL,339000,3,2026-05-31 06:40:00
UMK003836,STABIL,334000,3,2026-05-31 05:16:00
UMK003837,STABIL,928000,7,2026-05-31 02:27:00
UMK003838,STABIL,303000,4,2026-05-31 05:00:00
UMK003839,STABIL,81000,2,2026-05-31 07:34:00
UMK003840,STABIL,403000,6,2026-05-31 07:33:00
UMK003841,STABIL,370000,2,2026-05-31 06:06:00
UMK003842,STABIL,176000,5,2026-05-31 03:33:00
UMK003843,STABIL,254000,2,2026-05-31 04:04:00
UMK003844,STABIL,383000,5,2026-05-31 04:48:00
UMK003845,EKSPANSI,800000,2,2026-05-31 09:49:00
UMK003846,STABIL,592000,4,2026-05-31 02:41:00
UMK003847,NAIK,228000,3,2026-05-31 07:54:00
UMK003848,STABIL,81000,7,2026-05-31 09:41:00
UMK003849,STABIL,251000,4,2026-05-31 07:58:00
UMK003850,STABIL,221000,3,2026-05-31 08:44:00
UMK003851,STABIL,205000,5,2026-05-31 05:41:00
UMK003852,STABIL,335000,3,2026-05-31 01:33:00
UMK003853,STABIL,274000,7,2026-05-31 02:02:00
UMK003854,STABIL,229000,5,2026-05-31 02:28:00
UMK003855,STABIL,462000,2,2026-05-31 05:06:00
UMK003856,STABIL,544000,1,2026-05-31 03:03:00
UMK003857,NAIK,236000,4,2026-05-31 10:00:00
UMK003858,NAIK,95000,4,2026-05-31 03:18:00
UMK003859,EKSPANSI,1585000,4,2026-05-31 03:58:00
UMK003860,STABIL,652000,3,2026-05-31 01:41:00
UMK003861,STABIL,294000,4,2026-05-31 08:10:00
UMK003862,STABIL,87000,4,2026-05-31 02:23:00
UMK003863,STABIL,777000,3,2026-05-31 09:43:00
UMK003864,STABIL,235000,6,2026-05-31 07:36:00
UMK003865,STABIL,150000,3,2026-05-31 08:02:00
UMK003866,STABIL,303000,7,2026-05-31 08:18:00
UMK003867,STABIL,265000,6,2026-05-31 03:10:00
UMK003868,STABIL,658000,2,2026-05-31 07:40:00
UMK003869,NAIK,117000,6,2026-05-31 07:36:00
UMK003870,NAIK,1376000,3,2026-05-31 08:21:00
UMK003871,STABIL,419000,4,2026-05-31 04:28:00
UMK003872,STABIL,244000,3,2026-05-31 05:28:00
UMK003873,STABIL,3519000,5,2026-05-31 07:31:00
UMK003874,NAIK,339000,4,2026-05-31 03:43:00
UMK003875,STABIL,226000,6,2026-05-31 03:44:00
UMK003876,STABIL,996000,2,2026-05-31 07:47:00
UMK003877,EKSPANSI,374000,6,2026-05-31 04:08:00
UMK003878,EKSPANSI,1001000,6,2026-05-31 04:16:00
UMK003879,STABIL,214000,2,2026-05-31 03:43:00
UMK003880,TURUN,159989,5,2026-05-31 08:12:00
UMK003881,STABIL,569000,3,2026-05-31 07:08:00
UMK003882,EKSPANSI,570000,2,2026-05-31 09:45:00
UMK003883,STABIL,467000,3,2026-05-31 06:20:00
UMK003884,EKSPANSI,861000,6,2026-05-31 04:38:00
UMK003885,STABIL,154000,4,2026-05-31 05:46:00
UMK003886,STABIL,1401000,4,2026-05-31 07:01:00
UMK003887,TURUN,182000,7,2026-05-31 02:22:00
UMK003888,NAIK,1821000,6,2026-05-31 07:58:00
UMK003889,STABIL,538000,5,2026-05-31 09:45:00
UMK003890,STABIL,368000,6,2026-05-31 06:42:00
UMK003891,STABIL,632000,4,2026-05-31 05:31:00
UMK003892,NAIK,692000,7,2026-05-31 03:27:00
UMK003893,NAIK,1996000,3,2026-05-31 02:00:00
UMK003894,STABIL,239000,3,2026-05-31 02:17:00
UMK003895,STABIL,143000,7,2026-05-31 02:22:00
UMK003896,NAIK,441000,3,2026-05-31 09:51:00
UMK003897,NAIK,458000,4,2026-05-31 08:09:00
UMK003898,STABIL,232000,1,2026-05-31 06:44:00
UMK003899,NAIK,273000,7,2026-05-31 09:22:00
UMK003900,STABIL,75000,2,2026-05-31 04:47:00
UMK003901,STABIL,80000,7,2026-05-31 07:59:00
UMK003902,NAIK,118000,2,2026-05-31 01:08:00
UMK003903,STABIL,198000,5,2026-05-31 04:52:00
UMK003904,STABIL,1082000,4,2026-05-31 07:59:00
UMK003905,STABIL,168000,3,2026-05-31 03:33:00
UMK003906,STABIL,51000,6,2026-05-31 01:27:00
UMK003907,STABIL,658000,3,2026-05-31 02:59:00
UMK003908,NAIK,587000,2,2026-05-31 09:13:00
UMK003909,NAIK,237000,7,2026-05-31 01:06:00
UMK003910,STABIL,113000,5,2026-05-31 04:28:00
UMK003911,STABIL,297000,3,2026-05-31 02:23:00
UMK003912,STABIL,348000,6,2026-05-31 01:34:00
UMK003913,STABIL,290000,4,2026-05-31 06:41:00
UMK003914,EKSPANSI,644000,4,2026-05-31 08:51:00
UMK003915,EKSPANSI,625000,4,2026-05-31 03:06:00
UMK003916,NAIK,535000,5,2026-05-31 04:43:00
UMK003917,NAIK,177000,3,2026-05-31 04:02:00
UMK003918,STABIL,255000,3,2026-05-31 05:52:00
UMK003919,STABIL,128000,4,2026-05-31 06:55:00
UMK003920,STABIL,107000,5,2026-05-31 03:24:00
UMK003921,STABIL,231000,3,2026-05-31 07:35:00
UMK003922,STABIL,154000,6,2026-05-31 04:41:00
UMK003923,EKSPANSI,726000,6,2026-05-31 07:56:00
UMK003924,STABIL,1389000,6,2026-05-31 07:00:00
UMK003925,STABIL,566000,5,2026-05-31 08:30:00
UMK003926,NAIK,2415000,2,2026-05-31 05:46:00
UMK003927,STABIL,114000,7,2026-05-31 01:21:00
UMK003928,STABIL,194000,3,2026-05-31 09:05:00
UMK003929,STABIL,900000,2,2026-05-31 04:47:00
UMK003930,EKSPANSI,235000,6,2026-05-31 04:10:00
UMK003931,STABIL,123000,6,2026-05-31 08:09:00
UMK003932,STABIL,485000,3,2026-05-31 07:24:00
UMK003933,STABIL,800000,5,2026-05-31 03:52:00
UMK003934,STABIL,790000,7,2026-05-31 02:38:00
UMK003935,STABIL,151000,2,2026-05-31 03:27:00
UMK003936,STABIL,1500000,7,2026-05-31 07:05:00
UMK003937,NAIK,406000,3,2026-05-31 04:48:00
UMK003938,STABIL,252000,4,2026-05-31 04:57:00
UMK003939,STABIL,683000,4,2026-05-31 07:08:00
UMK003940,EKSPANSI,162000,6,2026-05-31 04:22:00
UMK003941,NAIK,370000,4,2026-05-31 01:04:00
UMK003942,EKSPANSI,247000,2,2026-05-31 06:19:00
UMK003943,STABIL,194000,7,2026-05-31 02:04:00
UMK003944,STABIL,367000,4,2026-05-31 05:04:00
UMK003945,STABIL,599000,3,2026-05-31 01:30:00
UMK003946,NAIK,387000,2,2026-05-31 02:16:00
UMK003947,STABIL,333000,7,2026-05-31 07:54:00
UMK003948,NAIK,1035000,3,2026-05-31 06:06:00
UMK003949,STABIL,119000,3,2026-05-31 09:44:00
UMK003950,NAIK,495000,5,2026-05-31 09:35:00
UMK003951,NAIK,779000,4,2026-05-31 04:54:00
UMK003952,NAIK,580000,5,2026-05-31 07:46:00
UMK003953,STABIL,88000,7,2026-05-31 04:38:00
UMK003954,STABIL,706000,5,2026-05-31 09:07:00
UMK003955,NAIK,666000,5,2026-05-31 02:28:00
UMK003956,STABIL,1086000,5,2026-05-31 08:04:00
UMK003957,NAIK,223000,3,2026-05-31 08:23:00
UMK003958,STABIL,485000,3,2026-05-31 04:53:00
UMK003959,STABIL,533000,6,2026-05-31 05:40:00
UMK003960,NAIK,710000,2,2026-05-31 09:59:00
UMK003961,EKSPANSI,581000,6,2026-05-31 05:45:00
UMK003962,STABIL,200000,4,2026-05-31 07:50:00
UMK003963,NAIK,1269000,4,2026-05-31 06:16:00
UMK003964,STABIL,638000,6,2026-05-31 05:14:00
UMK003965,STABIL,174000,7,2026-05-31 06:50:00
UMK003966,STABIL,383000,3,2026-05-31 05:18:00
UMK003967,STABIL,417000,5,2026-05-31 09:05:00
UMK003968,STABIL,173000,5,2026-05-31 05:22:00
UMK003969,STABIL,608000,4,2026-05-31 04:21:00
UMK003970,STABIL,339000,4,2026-05-31 05:25:00
UMK003971,STABIL,460000,6,2026-05-31 08:05:00
UMK003972,NAIK,136000,2,2026-05-31 02:42:00
UMK003973,STABIL,274000,3,2026-05-31 04:57:00
UMK003974,NAIK,885000,3,2026-05-31 03:59:00
UMK003975,EKSPANSI,174000,4,2026-05-31 04:58:00
UMK003976,STABIL,200000,2,2026-05-31 05:13:00
UMK003977,STABIL,126000,6,2026-05-31 08:50:00
UMK003978,STABIL,176000,4,2026-05-31 02:46:00
UMK003979,TURUN,35199,2,2026-05-31 07:56:00
UMK003980,STABIL,57000,5,2026-05-31 06:53:00
UMK003981,NAIK,305000,5,2026-05-31 05:30:00
UMK003982,NAIK,1083000,2,2026-05-31 03:45:00
UMK003983,STABIL,241000,5,2026-05-31 07:01:00
UMK003984,STABIL,351000,4,2026-05-31 06:28:00
UMK003985,EKSPANSI,270000,4,2026-05-31 03:01:00
UMK003986,NAIK,433000,6,2026-05-31 05:17:00
UMK003987,NAIK,342000,3,2026-05-31 07:46:00
UMK003988,NAIK,129000,2,2026-05-31 04:29:00
UMK003989,NAIK,629000,6,2026-05-31 06:44:00
UMK003990,STABIL,110000,6,2026-05-31 07:00:00
UMK003991,STABIL,644000,7,2026-05-31 02:59:00
UMK003992,STABIL,111000,1,2026-05-31 07:23:00
UMK003993,STABIL,108000,6,2026-05-31 06:00:00
UMK003994,STABIL,86000,4,2026-05-31 07:32:00
UMK003995,NAIK,240000,5,2026-05-31 01:02:00
UMK003996,NAIK,994000,5,2026-05-31 03:34:00
UMK003997,NAIK,1604000,4,2026-05-31 05:41:00
UMK003998,NAIK,568000,6,2026-05-31 07:56:00
UMK003999,STABIL,144000,3,2026-05-31 08:57:00
UMK004000,NAIK,379000,6,2026-05-31 02:24:00
UMK004001,STABIL,222000,6,2026-05-31 08:29:00
UMK004002,STABIL,193000,4,2026-05-31 03:42:00
UMK004003,NAIK,530000,5,2026-05-31 01:12:00
UMK004004,STABIL,323000,6,2026-05-31 04:53:00
UMK004005,STABIL,441000,2,2026-05-31 07:56:00
UMK004006,STABIL,297000,6,2026-05-31 06:08:00
UMK004007,STABIL,182000,2,2026-05-31 03:37:00
UMK004008,STABIL,356000,3,2026-05-31 03:31:00
UMK004009,STABIL,267000,3,2026-05-31 01:51:00
UMK004010,STABIL,629000,5,2026-05-31 08:35:00
UMK004011,STABIL,277000,7,2026-05-31 02:14:00
UMK004012,NAIK,2624000,6,2026-05-31 01:22:00
UMK004013,STABIL,236000,1,2026-05-31 02:59:00
UMK004014,STABIL,548000,3,2026-05-31 08:07:00
UMK004015,NAIK,374000,3,2026-05-31 03:02:00
UMK004016,NAIK,173000,5,2026-05-31 04:09:00
UMK004017,STABIL,621000,2,2026-05-31 06:11:00
UMK004018,STABIL,379000,3,2026-05-31 01:11:00
UMK004019,STABIL,388000,3,2026-05-31 05:44:00
UMK004020,STABIL,264000,2,2026-05-31 03:43:00
UMK004021,STABIL,569000,3,2026-05-31 05:06:00
UMK004022,EKSPANSI,105000,6,2026-05-31 07:31:00
UMK004023,STABIL,138000,3,2026-05-31 07:15:00
UMK004024,EKSPANSI,1262000,6,2026-05-31 05:51:00
UMK004025,NAIK,575000,4,2026-05-31 08:33:00
UMK004026,STABIL,942000,4,2026-05-31 01:55:00
UMK004027,STABIL,677000,2,2026-05-31 08:26:00
UMK004028,NAIK,492000,3,2026-05-31 02:27:00
UMK004029,STABIL,958000,3,2026-05-31 01:20:00
UMK004030,STABIL,990000,3,2026-05-31 03:36:00
UMK004031,STABIL,433000,7,2026-05-31 03:39:00
UMK004032,NAIK,1009000,4,2026-05-31 03:24:00
UMK004033,STABIL,778000,6,2026-05-31 09:14:00
UMK004034,NAIK,680000,6,2026-05-31 09:29:00
UMK004035,STABIL,295000,6,2026-05-31 03:24:00
UMK004036,EKSPANSI,194000,2,2026-05-31 02:37:00
UMK004037,NAIK,350000,5,2026-05-31 02:03:00
UMK004038,STABIL,882000,7,2026-05-31 09:52:00
UMK004039,EKSPANSI,826000,2,2026-05-31 07:03:00
UMK004040,STABIL,453000,4,2026-05-31 01:31:00
UMK004041,STABIL,608000,1,2026-05-31 02:42:00
UMK004042,STABIL,184000,7,2026-05-31 05:26:00
UMK004043,EKSPANSI,247000,4,2026-05-31 05:30:00
UMK004044,STABIL,167000,6,2026-05-31 01:21:00
UMK004045,STABIL,320000,6,2026-05-31 02:34:00
UMK004046,STABIL,527000,3,2026-05-31 09:51:00
UMK004047,STABIL,283000,5,2026-05-31 06:48:00
UMK004048,NAIK,257000,5,2026-05-31 07:15:00
UMK004049,NAIK,368000,5,2026-05-31 02:18:00
UMK004050,STABIL,165000,6,2026-05-31 04:24:00
UMK004051,STABIL,408000,2,2026-05-31 03:49:00
UMK004052,NAIK,373000,3,2026-05-31 02:51:00
UMK004053,STABIL,2427000,4,2026-05-31 08:58:00
