lokasi_id,provinsi,kabupaten_kota,kecamatan,kelurahan,kode_pos,alamat_detail,latitude,longitude,created_at,updated_at
LOK002451,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Pasar Kartasura Los H-233,-7.512798,110.759811,2024-03-10 00:30:59,2024-04-01 00:30:59
LOK002452,Jawa Tengah,Pekalongan,Pekalongan Barat,Pringrejo,51116,"Jl. Diponegoro KM 16.4, RT 01/RW 10",-6.908492,109.643170,2026-05-13 10:57:20,2026-06-29 10:57:20
LOK002453,Jawa Tengah,Banyumas,Purwokerto Timur,Kranji,53116,"Jl. Raden Saleh KM 17.2, RT 11/RW 12",-7.403116,109.238477,2025-10-08 22:37:45,2025-10-21 22:37:45
LOK002454,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Mawar Kav. 13 Blok E,-6.256365,106.992918,2025-04-29 22:54:37,2025-06-09 22:54:37
LOK002455,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Nangka KM 18.4, RT 04/RW 03",-7.586313,110.774070,2024-06-05 22:30:53,2024-07-10 22:30:53
LOK002456,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Kompleks Ruko Mutiara Blok H No. 64,-7.583616,110.801381,2025-03-21 05:44:19,2025-04-09 05:44:19
LOK002457,Jawa Tengah,Salatiga,Sidorejo,Kauman Kidul,50714,"Sentra UMKM Tembalang, Kios F55",-7.322036,110.511374,2024-04-06 06:02:29,2024-04-22 06:02:29
LOK002458,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Pangeran Diponegoro No. 7 RT 09/RW 11,-7.545908,110.811916,2025-11-07 21:42:32,2025-12-14 21:42:32
LOK002459,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,"Sentra UMKM Colomadu, Kios C118",-7.513190,110.597115,2025-08-13 03:49:35,2025-08-23 03:49:35
LOK002460,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Pasar Grogol Los B-231,-6.899719,107.600080,2026-01-11 11:15:00,2026-01-13 11:15:00
LOK002461,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Pasar Tembalang Los C-174,-7.562725,110.750606,2025-10-05 17:27:51,2025-12-02 17:27:51
LOK002462,Jawa Timur,Madiun,Taman,Mojorejo,63139,Jl. Ki Hajar Dewantara Gang Melati No. 86,-7.649116,111.533711,2026-03-18 08:16:49,2026-03-28 08:16:49
LOK002463,Jawa Tengah,Semarang,Banyumanik,Ngesrep,50263,"Sentra UMKM Klewer, Kios G169",-7.081371,110.414838,2026-05-25 04:30:12,2026-06-04 04:30:12
LOK002464,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Mawar Kav. 80 Blok E,-7.566864,110.830094,2024-05-06 21:15:32,2024-06-07 21:15:32
LOK002465,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Lingkar Utara Gang Sawo No. 172,-7.577616,110.799565,2026-04-27 13:00:53,2026-05-12 13:00:53
LOK002466,Jawa Tengah,Semarang,Tembalang,Kedungmundu,50275,"Jl. Pemuda KM 2.0, RT 07/RW 04",-7.062130,110.437264,2024-02-23 10:33:55,2024-04-11 10:33:55
LOK002467,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Jl. Setiabudi KM 5.0, RT 08/RW 03",-7.544562,110.807035,2025-02-05 12:50:05,2025-03-07 12:50:05
LOK002468,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Kyai Mojo No. 49 RT 08/RW 04,-7.583847,110.773613,2026-02-23 02:44:21,2026-04-08 02:44:21
LOK002469,Jawa Timur,Malang,Lowokwaru,Mojolangu,65141,Pasar Beringharjo Los H-130,-7.938552,112.611258,2025-09-03 00:27:58,2025-10-10 00:27:58
LOK002470,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Jl. Adi Sucipto KM 2.7, RT 12/RW 03",-7.523903,110.823660,2025-09-19 15:36:52,2025-11-04 15:36:52
LOK002471,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Merpati Kav. 22 Blok B,-7.524012,110.832629,2024-05-10 01:07:43,2024-06-29 01:07:43
LOK002472,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Kompleks Ruko Cemara Blok B No. 85,-6.880452,107.634059,2024-02-28 10:44:09,2024-02-28 10:44:09
LOK002473,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Tanjung Gang Cempaka No. 12,-7.565024,110.765324,2026-04-13 21:41:03,2026-05-16 21:41:03
LOK002474,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Pasar Nusukan Los H-75,-7.550364,110.794634,2025-10-11 20:48:40,2025-10-14 20:48:40
LOK002475,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Jl. Letjen Suprapto Gang Srikandi No. 99,-7.606901,110.794002,2024-02-26 07:43:42,2024-04-19 07:43:42
LOK002476,Jawa Tengah,Semarang,Tembalang,Sendangmulyo,50275,Jl. Ir. Soekarno No. 224 RT 14/RW 07,-7.061235,110.448849,2025-04-19 04:49:04,2025-05-01 04:49:04
LOK002477,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Jl. Industri Kecil Kav. 137 Blok C,-7.699451,110.602339,2024-03-07 09:36:44,2024-03-27 09:36:44
LOK002478,Jawa Tengah,Semarang,Banyumanik,Srondol Wetan,50263,Jl. Gatot Subroto Gang Melati No. 30,-7.085571,110.411272,2025-04-08 18:02:28,2025-04-30 18:02:28
LOK002479,Jawa Timur,Malang,Lowokwaru,Dinoyo,65141,Jl. Anggrek Kav. 221 Blok A,-7.916577,112.644002,2025-08-28 07:37:12,2025-09-07 07:37:12
LOK002480,Jawa Timur,Sidoarjo,Waru,Pepelegi,61256,Jl. Raya Solo-Jogja Kav. 218 Blok H,-7.351846,112.771229,2024-12-24 23:10:55,2025-02-21 23:10:55
LOK002481,Jawa Tengah,Magelang,Magelang Tengah,Cacaban,56122,Pasar Colomadu Los H-142,-7.480599,110.201754,2024-12-03 14:38:16,2025-01-16 14:38:16
LOK002482,Sumatera Selatan,Palembang,Ilir Timur II,2 Ilir,30118,Jl. Kartini Kav. 146 Blok F,-2.984191,104.764047,2025-03-27 17:17:52,2025-05-17 17:17:52
LOK002483,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Kompleks Ruko Solo Baru Blok F No. 103,-7.514355,110.745811,2026-02-12 03:10:23,2026-02-12 03:10:23
LOK002484,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Kompleks Ruko Griya Usaha Blok F No. 236,-7.569648,110.845765,2025-01-29 18:58:11,2025-02-13 18:58:11
LOK002485,Jawa Timur,Surabaya,Wonokromo,Sawunggaling,60241,"Sentra UMKM Beringharjo, Kios A180",-7.300933,112.723880,2025-03-09 15:24:09,2025-04-06 15:24:09
LOK002486,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Sentra UMKM Pucangsawit, Kios B2",-7.551905,110.838799,2026-02-17 06:01:19,2026-02-22 06:01:19
LOK002487,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Pasar Klewer Los F-135,-7.553762,110.764505,2026-02-25 19:17:13,2026-04-11 19:17:13
LOK002488,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,"Sentra UMKM Beringharjo, Kios C200",-7.616204,110.813219,2026-04-23 03:10:23,2026-05-01 03:10:23
LOK002489,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Merpati Gang Kenanga No. 115,-7.563964,110.815316,2025-03-25 03:46:14,2025-04-30 03:46:14
LOK002490,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Jl. Pahlawan Gang Kenanga No. 66,-7.604827,110.821127,2025-07-15 09:13:23,2025-08-19 09:13:23
LOK002491,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,"Jl. Sawo KM 10.5, RT 10/RW 01",-7.719730,110.591357,2024-04-09 22:07:59,2024-04-19 22:07:59
LOK002492,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. Cendana No. 168 RT 14/RW 10,-7.554144,110.754807,2024-07-24 17:33:50,2024-08-23 17:33:50
LOK002493,Jawa Tengah,Boyolali,Boyolali,Siswodipuran,57316,Jl. Ahmad Yani No. 199 RT 04/RW 11,-7.541057,110.594720,2024-05-30 05:51:22,2024-07-29 05:51:22
LOK002494,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,Jl. Pasar Kliwon No. 32 RT 03/RW 01,-7.825881,110.445842,2024-10-07 08:58:34,2024-11-10 08:58:34
LOK002495,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Jl. Brigjen Katamso Gang Anggrek No. 192,-7.783586,110.395315,2025-08-25 02:43:43,2025-10-01 02:43:43
LOK002496,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Kompleks Ruko Niaga Kartasura Blok B No. 171,-7.540492,110.785077,2026-04-25 02:52:13,2026-06-04 02:52:13
LOK002497,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. Wijaya Kusuma Kav. 106 Blok A,-7.561698,110.755337,2024-02-19 21:12:56,2024-03-27 21:12:56
LOK002498,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,Jl. S. Parman Kav. 67 Blok C,-6.207796,106.777875,2024-04-17 07:15:27,2024-05-06 07:15:27
LOK002499,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Pahlawan Kav. 20 Blok H,-7.540787,110.771880,2024-01-12 14:43:34,2024-01-21 14:43:34
LOK002500,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Kaliurang Gang Werkudara No. 112,-7.561423,110.794972,2025-11-19 22:39:56,2025-12-03 22:39:56
LOK002501,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Jenderal Sudirman No. 15 RT 02/RW 04,-6.246186,106.979356,2025-04-14 17:25:55,2025-06-04 17:25:55
LOK002502,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Sentra UMKM Pucangsawit, Kios H153",-7.534961,110.834454,2026-04-29 06:39:13,2026-05-02 06:39:13
LOK002503,Jawa Tengah,Boyolali,Boyolali,Siswodipuran,57316,Pasar Colomadu Los A-193,-7.529712,110.614776,2026-01-20 16:35:11,2026-03-04 16:35:11
LOK002504,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Kompleks Ruko Mutiara Blok A No. 1,-7.538063,110.787795,2026-04-17 08:48:41,2026-06-08 08:48:41
LOK002505,Jawa Timur,Surabaya,Wonokromo,Darmo,60241,"Sentra UMKM Pucangsawit, Kios H9",-7.268090,112.741727,2024-11-23 10:06:47,2024-12-05 10:06:47
LOK002506,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,"Jl. KH Ahmad Dahlan KM 3.6, RT 13/RW 06",-7.702476,110.622545,2025-07-25 23:51:39,2025-08-31 23:51:39
LOK002507,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Pasar Gede Los G-226,-7.539288,110.814196,2026-03-11 19:04:37,2026-03-14 19:04:37
LOK002508,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,"Sentra UMKM Colomadu, Kios C64",-7.786386,110.379247,2024-12-19 01:15:40,2024-12-31 01:15:40
LOK002509,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Adi Sucipto Gang Cempaka No. 23,-7.567679,110.772448,2024-06-28 05:03:10,2024-07-06 05:03:10
LOK002510,Sulawesi Selatan,Makassar,Panakkukang,Pandang,90231,"Sentra UMKM Kartasura, Kios E150",-5.177511,119.452817,2024-07-05 05:19:09,2024-09-02 05:19:09
LOK002511,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Pangeran Diponegoro Gang Anggrek No. 232,-6.243464,107.006325,2025-10-25 13:46:33,2025-10-27 13:46:33
LOK002512,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Kompleks Ruko Niaga Kartasura Blok G No. 58,-7.579549,110.777994,2024-06-23 17:25:00,2024-08-12 17:25:00
LOK002513,Jawa Tengah,Semarang,Banyumanik,Ngesrep,50263,Kompleks Ruko Sumber Rejeki Blok B No. 158,-7.089353,110.427014,2024-02-27 04:16:18,2024-02-28 04:16:18
LOK002514,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,"Sentra UMKM Nusukan, Kios F206",-7.619836,110.836346,2025-04-27 23:02:47,2025-05-20 23:02:47
LOK002515,Jawa Barat,Bogor,Tanah Sareal,Kebon Pedes,16161,Pasar Nusukan Los G-194,-6.578391,106.813255,2026-02-06 06:05:02,2026-03-20 06:05:02
LOK002516,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Kompleks Ruko Griya Usaha Blok E No. 13,-7.518824,110.758893,2026-01-26 15:49:44,2026-03-08 15:49:44
LOK002517,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Kompleks Ruko Pasar Modern Blok C No. 64,-7.564616,110.807829,2025-01-23 05:17:11,2025-03-15 05:17:11
LOK002518,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Pasar Tembalang Los F-186,-7.542606,110.753015,2025-12-26 14:15:49,2026-02-10 14:15:49
LOK002519,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,"Jl. Ahmad Yani KM 7.1, RT 11/RW 05",-7.607603,110.792114,2024-04-26 06:48:49,2024-05-08 06:48:49
LOK002520,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Kompleks Ruko Pasar Modern Blok C No. 145,-7.558926,110.840572,2024-11-13 04:56:45,2025-01-05 04:56:45
LOK002521,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Jl. Slamet Riyadi Kav. 175 Blok F,-7.704737,110.607354,2026-05-18 04:41:54,2026-07-17 04:41:54
LOK002522,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Pandanaran Kav. 200 Blok D,-7.547086,110.812895,2025-12-09 14:15:47,2026-02-05 14:15:47
LOK002523,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,"Sentra UMKM Nusukan, Kios G172",-7.578461,110.765083,2024-08-21 09:44:45,2024-10-04 09:44:45
LOK002524,Jawa Barat,Bandung,Coblong,Lebakgede,40135,Kompleks Ruko Sumber Rejeki Blok B No. 26,-6.886295,107.594083,2025-02-22 19:33:28,2025-04-20 19:33:28
LOK002525,Sulawesi Selatan,Makassar,Panakkukang,Karuwisi,90231,Jl. Jambu Kav. 26 Blok D,-5.161976,119.459859,2024-08-06 10:24:46,2024-09-25 10:24:46
LOK002526,Jawa Barat,Bekasi,Bekasi Selatan,Kayuringin Jaya,17148,Jl. Perintis Kemerdekaan Gang Pandan No. 182,-6.253559,106.994975,2024-04-07 19:04:38,2024-05-16 19:04:38
LOK002527,Jawa Tengah,Semarang,Tembalang,Tembalang,50275,Pasar Grogol Los H-16,-7.039671,110.445749,2025-08-08 14:39:06,2025-10-07 14:39:06
LOK002528,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,"Jl. Slamet Riyadi KM 14.8, RT 05/RW 09",-7.546719,110.775253,2025-08-19 12:33:06,2025-08-28 12:33:06
LOK002529,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Mangga Kav. 214 Blok A,-7.590579,110.799856,2026-05-05 08:58:23,2026-05-30 08:58:23
LOK002530,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Jl. Slamet Riyadi Kav. 179 Blok D,-6.888870,107.628885,2025-11-08 07:16:38,2025-12-15 07:16:38
LOK002531,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Melawai,12190,"Sentra UMKM Grogol, Kios A185",-6.204848,106.806643,2025-08-20 18:42:56,2025-10-10 18:42:56
LOK002532,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Pasar Gede Los H-5,-7.556237,110.732645,2026-03-21 04:32:12,2026-04-03 04:32:12
LOK002533,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Senayan,12190,"Jl. Brigjen Katamso KM 1.1, RT 06/RW 03",-6.232183,106.792935,2025-06-12 05:41:36,2025-06-13 05:41:36
LOK002534,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,"Jl. Mangga KM 11.6, RT 05/RW 11",-7.718055,110.617220,2025-12-30 01:36:36,2026-01-23 01:36:36
LOK002535,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,Jl. Merpati Gang Sawo No. 39,-7.778759,110.392901,2024-12-19 04:54:49,2025-01-17 04:54:49
LOK002536,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Kompleks Ruko Sumber Rejeki Blok B No. 35,-7.540460,110.774577,2024-12-29 22:26:03,2025-02-10 22:26:03
LOK002537,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Pasar Tembalang Los A-113,-7.581637,110.805199,2025-10-20 10:27:37,2025-11-09 10:27:37
LOK002538,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Cendana No. 144 RT 05/RW 08,-7.581977,110.826091,2026-03-20 18:23:39,2026-04-04 18:23:39
LOK002539,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,"Jl. Gatot Subroto KM 15.9, RT 05/RW 06",-7.550939,110.750948,2025-05-13 13:41:45,2025-05-18 13:41:45
LOK002540,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Jl. Cemara Kav. 208 Blok F,-6.873051,107.594761,2025-11-17 11:11:02,2025-12-11 11:11:02
LOK002541,DI Yogyakarta,Bantul,Banguntapan,Banguntapan,55198,Pasar Kartasura Los C-181,-7.825725,110.424687,2025-07-27 01:07:25,2025-09-25 01:07:25
LOK002542,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,"Jl. Lingkar Utara KM 13.1, RT 08/RW 11",-7.623331,110.807358,2025-11-06 08:07:35,2025-12-31 08:07:35
LOK002543,Jawa Tengah,Semarang,Tembalang,Kedungmundu,50275,Jl. Perintis Kemerdekaan Kav. 169 Blok E,-7.036324,110.423543,2025-08-03 12:41:21,2025-08-12 12:41:21
LOK002544,Jawa Timur,Madiun,Taman,Mojorejo,63139,Jl. Kenanga No. 213 RT 04/RW 09,-7.664771,111.531586,2024-04-16 05:31:44,2024-04-25 05:31:44
LOK002545,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Tanjung Gang Sawo No. 147,-7.542985,110.813980,2025-12-18 19:11:57,2026-02-03 19:11:57
LOK002546,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Sentra UMKM Colomadu, Kios D19",-7.552890,110.810544,2024-11-14 15:41:01,2024-12-30 15:41:01
LOK002547,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Kompleks Ruko Sumber Rejeki Blok D No. 220,-7.607166,110.791627,2024-11-27 17:59:08,2024-12-04 17:59:08
LOK002548,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Sultan Agung KM 18.3, RT 09/RW 09",-7.562337,110.777432,2025-05-06 05:02:10,2025-06-29 05:02:10
LOK002549,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,Jl. Pahlawan Kav. 102 Blok B,-7.691704,110.612957,2025-05-29 05:09:22,2025-06-26 05:09:22
LOK002550,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Jl. Cendana KM 8.0, RT 12/RW 03",-7.587838,110.768107,2024-10-05 18:54:41,2024-11-10 18:54:41
LOK002551,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,"Sentra UMKM Kartasura, Kios A168",-7.543556,110.773009,2025-07-18 01:45:28,2025-08-25 01:45:28
LOK002552,Jawa Timur,Surabaya,Wonokromo,Jagir,60241,Jl. S. Parman Gang Srikandi No. 80,-7.267945,112.740970,2024-01-23 16:54:53,2024-03-20 16:54:53
LOK002553,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Tentara Pelajar Gang Cempaka No. 219,-7.561561,110.751612,2024-06-13 03:25:38,2024-08-12 03:25:38
LOK002554,Jawa Timur,Malang,Lowokwaru,Mojolangu,65141,"Jl. Kapten Mulyadi KM 18.7, RT 10/RW 06",-7.952701,112.639862,2025-04-13 02:54:15,2025-05-23 02:54:15
LOK002555,Jawa Barat,Bandung,Coblong,Lebakgede,40135,"Sentra UMKM Tembalang, Kios A92",-6.864826,107.624974,2025-07-04 12:12:20,2025-08-04 12:12:20
LOK002556,Jawa Tengah,Salatiga,Sidorejo,Salatiga,50714,Jl. Raden Saleh Gang Werkudara No. 158,-7.317440,110.495633,2026-01-04 23:37:44,2026-01-09 23:37:44
LOK002557,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Raya Kartasura No. 87 RT 06/RW 04,-7.558732,110.751328,2024-05-14 22:51:34,2024-05-21 22:51:34
LOK002558,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Pasar Pucangsawit Los A-66,-7.723995,110.595594,2025-09-24 10:47:23,2025-11-05 10:47:23
LOK002559,Sulawesi Selatan,Makassar,Panakkukang,Masale,90231,"Jl. Jenderal Sudirman KM 4.1, RT 06/RW 11",-5.160475,119.443689,2024-05-25 14:27:31,2024-05-25 14:27:31
LOK002560,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,"Sentra UMKM Kartasura, Kios A147",-7.785867,110.405335,2025-10-13 17:30:41,2025-12-07 17:30:41
LOK002561,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Wijaya Kusuma Kav. 91 Blok A,-7.579687,110.810043,2025-10-28 11:06:19,2025-11-05 11:06:19
LOK002562,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,"Jl. Tentara Pelajar KM 7.4, RT 07/RW 11",-7.718115,110.628256,2026-02-26 05:08:47,2026-03-31 05:08:47
LOK002563,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Pasar Kartasura Los H-129,-7.533709,110.836825,2024-09-14 19:21:18,2024-11-12 19:21:18
LOK002564,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,"Sentra UMKM Grogol, Kios F202",-6.208257,106.787172,2026-01-11 10:29:12,2026-02-13 10:29:12
LOK002565,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,"Jl. Ir. Soekarno KM 18.5, RT 01/RW 08",-7.546577,110.771969,2025-05-13 17:32:55,2025-06-27 17:32:55
LOK002566,Jawa Tengah,Klaten,Klaten Tengah,Mojayan,57414,Jl. Raden Saleh No. 21 RT 06/RW 01,-7.726512,110.601994,2026-04-07 05:03:39,2026-05-04 05:03:39
LOK002567,Jawa Tengah,Pekalongan,Pekalongan Barat,Medono,51116,"Jl. Lingkar Utara KM 12.2, RT 14/RW 01",-6.889162,109.683269,2024-02-05 16:02:23,2024-03-29 16:02:23
LOK002568,Jawa Tengah,Magelang,Magelang Tengah,Cacaban,56122,Jl. Pahlawan Kav. 220 Blok D,-7.480326,110.198028,2024-07-22 15:52:18,2024-08-22 15:52:18
LOK002569,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,"Jl. Cemara KM 3.5, RT 06/RW 06",-7.704966,110.618990,2025-07-04 20:06:16,2025-08-19 20:06:16
LOK002570,Jawa Tengah,Banyumas,Purwokerto Timur,Sokanegara,53116,Jl. Anggrek No. 39 RT 13/RW 08,-7.403941,109.239974,2025-05-24 23:42:56,2025-05-26 23:42:56
LOK002571,DI Yogyakarta,Yogyakarta,Umbulharjo,Warungboto,55164,Pasar Colomadu Los F-88,-7.808461,110.393061,2024-03-30 19:15:59,2024-05-07 19:15:59
LOK002572,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Nangka No. 107 RT 01/RW 11,-7.557535,110.801347,2024-04-01 21:06:00,2024-05-07 21:06:00
LOK002573,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Jl. Anggrek KM 13.7, RT 14/RW 09",-7.550592,110.844357,2025-01-19 09:01:16,2025-03-14 09:01:16
LOK002574,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,"Sentra UMKM Beringharjo, Kios G220",-7.773346,110.408867,2026-01-11 02:18:16,2026-02-25 02:18:16
LOK002575,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,"Jl. Gatot Subroto KM 12.3, RT 11/RW 05",-7.531344,110.756112,2025-03-26 00:26:08,2025-03-30 00:26:08
LOK002576,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Pasar Nusukan Los D-48,-7.566055,110.768317,2025-09-25 19:16:38,2025-11-11 19:16:38
LOK002577,Jawa Timur,Madiun,Taman,Banjarejo,63139,Jl. Dr. Rajiman Kav. 59 Blok B,-7.642643,111.498457,2024-07-29 14:46:01,2024-08-22 14:46:01
LOK002578,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Sawo Kav. 239 Blok C,-7.573260,110.775879,2024-03-19 21:12:07,2024-04-11 21:12:07
LOK002579,Jawa Timur,Malang,Lowokwaru,Dinoyo,65141,Kompleks Ruko Griya Usaha Blok F No. 38,-7.953466,112.610700,2025-12-03 13:17:50,2025-12-26 13:17:50
LOK002580,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Kompleks Ruko Sumber Rejeki Blok E No. 206,-7.550729,110.773111,2025-05-30 22:55:46,2025-07-25 22:55:46
LOK002581,Sumatera Utara,Medan,Medan Kota,Pusat Pasar,20216,Kompleks Ruko Solo Baru Blok D No. 127,3.573806,98.693771,2024-03-12 18:44:25,2024-04-11 18:44:25
LOK002582,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Jl. Jenderal Sudirman KM 10.3, RT 06/RW 06",-7.565383,110.839530,2025-05-15 16:57:57,2025-06-18 16:57:57
LOK002583,Jawa Tengah,Salatiga,Sidorejo,Salatiga,50714,Jl. Ki Hajar Dewantara No. 122 RT 06/RW 06,-7.345841,110.484395,2024-11-02 20:31:12,2024-11-23 20:31:12
LOK002584,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Jl. Letjen Suprapto Gang Cempaka No. 111,-7.597188,110.827675,2026-03-09 03:06:03,2026-04-21 03:06:03
LOK002585,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Kyai Mojo Kav. 149 Blok G,-7.560786,110.823526,2025-02-27 14:21:11,2025-03-19 14:21:11
LOK002586,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Setiabudi No. 150 RT 06/RW 02,-7.602347,110.800457,2024-09-08 00:17:08,2024-09-21 00:17:08
LOK002587,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Lingkar Utara No. 80 RT 11/RW 02,-7.575668,110.757069,2024-09-10 19:22:52,2024-10-07 19:22:52
LOK002588,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Setiabudi No. 237 RT 05/RW 01,-7.562807,110.823331,2024-04-26 21:14:50,2024-06-12 21:14:50
LOK002589,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Kartini No. 59 RT 08/RW 06,-7.538364,110.747017,2025-02-09 06:43:10,2025-02-23 06:43:10
LOK002590,Jawa Tengah,Boyolali,Boyolali,Pulisen,57316,Jl. Raya Solo-Jogja Kav. 209 Blok F,-7.513579,110.606259,2026-02-03 22:41:58,2026-02-12 22:41:58
LOK002591,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Jl. Jambu Kav. 125 Blok G,-7.602694,110.812897,2025-11-08 04:33:26,2026-01-01 04:33:26
LOK002592,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,Kompleks Ruko Griya Usaha Blok B No. 78,-7.727759,110.601354,2025-10-15 09:22:12,2025-11-22 09:22:12
